Metro Area,Total,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,Year
"Bloomsburg-Berwick, PA Metro Area",37648,1112,4066,6804,7467,6969,1756,3929,878,1395,2061,769,442,2018
"Bluefield, WV-VA Micro Area",34768,1241,4852,6619,5869,3887,1962,3822,1086,1004,1810,1731,885,2018
"Boise City, ID Metro Area",323254,8631,32397,47433,72786,57379,23969,37772,6998,8405,16158,6770,4556,2018
"Boston-Cambridge-Newton, MA-NH Metro Area",2446040,46097,170792,250767,285331,286037,135789,364900,95159,138791,302627,277447,92303,2018
"Boulder, CO Metro Area",153820,2640,18837,27873,26106,21726,11180,14831,4123,4536,11334,8652,1982,2018
"Bowling Green, KY Metro Area",80688,2056,10620,14098,15274,13014,5237,8724,2003,2167,3753,1559,2183,2018
"Bozeman, MT Micro Area",56878,2968,11390,12242,12340,8119,2991,2992,301,468,771,817,1479,2018
"Brainerd, MN Micro Area",39309,1816,5614,7167,6966,4891,2746,4460,646,675,1743,1170,1415,2018
"Branson, MO Micro Area",30898,593,2999,4587,6166,3834,1618,3895,1762,1404,2584,524,932,2018
"Bremerton-Silverdale, WA Metro Area",125860,1887,10318,18539,20919,17743,6278,17450,2444,4589,7896,10195,7602,2018
"Bridgeport-Stamford-Norwalk, CT Metro Area",443166,9860,34086,62781,66557,60786,21387,50414,9424,14862,38964,43234,30811,2018
"Brownsville-Harlingen, TX Metro Area",153511,1902,13525,29154,34890,31492,7037,21112,1990,3857,4105,3286,1161,2018
"Brunswick, GA Metro Area",48748,1222,6473,8591,8700,7326,2168,6406,1563,1294,3497,1042,466,2018
"Cape Girardeau, MO-IL Metro Area",43921,956,6496,11102,8045,5654,1550,3304,811,910,2085,2096,912,2018
"Carbondale-Marion, IL Metro Area",52537,3400,5911,11926,8592,7118,2252,5484,2086,1198,2592,1043,935,2018
"Carson City, NV Metro Area",25880,860,5520,3918,4792,1597,573,3868,699,1493,1270,1240,50,2018
"Casper, WY Metro Area",39390,1553,6738,11649,9731,4795,1003,2298,179,67,510,543,324,2018
"Cedar Rapids, IA Metro Area",134665,5643,19823,28594,29380,19895,6641,9274,3119,2212,6077,2602,1405,2018
"Centralia, WA Micro Area",30367,1020,5192,4049,4474,3499,1505,2500,1322,663,2513,1719,1911,2018
"Chambersburg-Waynesboro, PA Metro Area",72218,3313,6643,8890,12957,11984,6998,6949,2907,2191,3716,3555,2115,2018
"Waco, TX Metro Area",115362,3783,15470,21854,29550,18599,7041,9854,859,2038,2760,1780,1774,2018
"Walla Walla, WA Metro Area",25944,1975,7079,6694,3938,2022,742,1038,247,502,276,1055,376,2018
"Warner Robins, GA Metro Area",86511,2238,4753,14527,18596,16695,5909,12159,1904,1899,2757,3245,1829,2018
"Warsaw, IN Micro Area",39661,3779,6683,7849,6331,5273,2703,2898,677,571,1974,430,493,2018
"Wichita Falls, TX Metro Area",65234,3784,13720,15642,14397,7435,2631,3109,493,276,1202,772,1773,2018
"Williamsport, PA Metro Area",49628,2588,9609,9147,7973,5341,2857,5356,745,1584,1495,1047,1886,2018
"Wilmington, NC Metro Area",127913,3126,11447,28927,24945,20070,7026,14632,2084,2982,7117,3446,2111,2018
"Wilson, NC Micro Area",36114,533,4313,8136,9118,4135,1515,2370,674,144,2587,1702,887,2018
"Watertown-Fort Atkinson, WI Micro Area",45413,2552,8530,6244,5369,4472,2612,4797,1885,1626,4155,2117,1054,2018
"Watertown-Fort Drum, NY Metro Area",47992,2653,7644,8003,9756,6466,3513,4939,953,927,1525,799,814,2018
"Wausau, WI Metro Area",66375,3560,8333,14258,14860,10980,4031,5035,1007,1575,1392,720,624,2018
"Weirton-Steubenville, WV-OH Metro Area",47630,1587,8246,9108,6413,5138,2879,3327,1952,2452,3436,2206,886,2018
"Wenatchee, WA Metro Area",54433,3169,9114,10346,13394,6271,3012,3716,1179,651,1114,1348,1119,2018
"Wheeling, WV-OH Metro Area",57671,1613,5448,8025,10429,13043,3791,6354,622,2377,3025,1966,978,2018
"Whitewater-Elkhorn, WI Micro Area",51840,3130,7308,8389,7948,5490,2759,4091,2103,1316,4202,3412,1692,2018
"Wichita, KS Metro Area",296275,10900,35418,50951,61367,56429,21315,31748,5879,5307,7914,5210,3837,2018
"Winchester, VA-WV Metro Area",64948,1122,3871,9747,13562,6728,3420,7097,1719,1603,5062,6244,4773,2018
"Winston-Salem, NC Metro Area",288358,5152,27958,42049,55640,50874,21525,36775,9301,8089,17835,7394,5766,2018
"Wisconsin Rapids-Marshfield, WI Micro Area",33163,1626,6842,7115,5333,3651,1754,2618,643,989,1623,553,416,2018
"Wooster, OH Micro Area",51007,2934,7820,9882,8548,7512,2203,4222,1423,967,2971,1733,792,2018
"Worcester, MA-CT Metro Area",450977,12057,35629,54429,60921,55273,24529,65377,15671,19150,49377,40273,18291,2018
"Yakima, WA Metro Area",101175,4434,13467,17903,22916,14834,4490,12183,1506,2380,3892,2380,790,2018
"York-Hanover, PA Metro Area",210102,4932,19631,28221,32664,31661,15915,23960,6714,8658,17884,14622,5240,2018
"Youngstown-Warren-Boardman, OH-PA Metro Area",225271,8335,32807,35884,42334,37260,13867,22233,5199,5671,9235,7796,4650,2018
"Yuba City, CA Metro Area",67047,2540,8837,10067,9709,6934,2831,4701,2555,2762,8150,5258,2703,2018
"Yuma, AZ Metro Area",77379,4977,10564,14074,14702,11035,3267,9257,687,2904,2258,2204,1450,2018
"Zanesville, OH Micro Area",37817,1371,4430,6867,5260,5726,2397,2539,1004,1214,2201,4223,585,2018
"Champaign-Urbana, IL Metro Area",108908,4432,16474,23376,24008,15812,6627,7738,1455,1951,3475,2640,920,2018
"Charleston, WV Metro Area",81930,1281,7330,12552,18481,16198,5494,9710,1858,947,3527,3054,1498,2018
"Charleston-North Charleston, SC Metro Area",367512,3755,23205,36679,52016,66890,27088,72390,14902,14839,33572,15990,6186,2018
"Charlotte-Concord-Gastonia, NC-SC Metro Area",1188458,20306,95174,141142,168711,176702,89321,184108,48884,53656,117513,66812,26129,2018
"Charlottesville, VA Metro Area",102139,3095,9293,16715,22004,14008,6235,11596,2392,4493,6835,3432,2041,2018
"Chattanooga, TN-GA Metro Area",247033,5458,21042,34260,47565,40568,23168,33654,7207,8685,15644,4582,5200,2018
"Cheyenne, WY Metro Area",45018,2451,8116,14347,11680,2881,1914,974,615,245,917,451,427,2018
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",4455102,71920,291358,445828,500857,541966,277836,690935,179694,255787,553112,486525,159284,2018
"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",520122,15125,55737,84497,93276,89485,43535,68041,14824,15686,22951,11504,5461,2018
"Burlington, NC Metro Area",72548,1026,6836,9205,13331,11195,5169,8658,4145,2378,6231,3425,949,2018
"Burlington-South Burlington, VT Metro Area",111735,4002,12794,19813,19241,15390,7457,13437,4573,3448,6677,3500,1403,2018
"California-Lexington Park, MD Metro Area",53711,1062,3086,7098,9998,9012,4122,6592,1149,1761,3451,3294,3086,2018
"Canton-Massillon, OH Metro Area",177238,7190,24351,27571,29283,27083,12423,20547,5375,4841,8656,6467,3451,2018
"Cape Coral-Fort Myers, FL Metro Area",297825,5644,18886,33067,41743,41192,23097,51800,16248,14194,27409,19575,4970,2018
"Chico, CA Metro Area",91794,3678,16076,19552,14642,7686,5519,9558,1572,1317,5696,3053,3445,2018
"Chillicothe, OH Micro Area",27719,1233,2790,5153,4618,3611,2217,3124,674,702,1730,1297,570,2018
"Cincinnati, OH-KY-IN Metro Area",1025276,22315,87715,128185,160282,167918,90887,153267,41054,44489,81996,33923,13245,2018
"Claremont-Lebanon, NH-VT Micro Area",103114,4199,11631,14006,15599,15205,8226,11652,4121,4722,7685,4019,2049,2018
"Clarksburg, WV Micro Area",36072,1489,4103,5427,5942,5297,2086,3455,1123,1610,2094,2095,1351,2018
"Clarksville, TN-KY Metro Area",124818,5394,15369,18145,22901,18427,9462,12479,2793,2660,7469,7496,2223,2018
"Clearlake, CA Micro Area",20623,371,2515,3098,2872,3272,709,1128,304,1103,2395,1324,1532,2018
"Cleveland, TN Metro Area",54139,2709,6446,8259,10730,7907,2427,6789,1237,2809,2660,1438,728,2018
"Cleveland-Elyria, OH Metro Area",943935,26825,83440,122045,146057,156736,84137,133870,37133,41458,68985,29521,13728,2018
"Coeur d'Alene, ID Metro Area",69773,2552,7089,12150,16610,10746,3307,6114,1484,2534,4215,1204,1768,2018
"College Station-Bryan, TX Metro Area",113521,3458,12244,25309,31630,17426,5851,8176,1045,2529,2974,1914,965,2018
"Colorado Springs, CO Metro Area",343890,6915,32864,51365,64832,62643,28465,42416,8239,8942,16427,12598,8184,2018
"Columbia, MO Metro Area",88854,3145,12457,19332,25782,11933,3261,5450,1458,1904,2260,750,1122,2018
"Columbia, SC Metro Area",379499,17256,26230,44133,64143,69651,24783,63354,9966,12183,23607,16019,8174,2018
"Columbus, GA-AL Metro Area",124845,6585,12289,20365,22880,20429,9641,17057,1861,2132,7690,1332,2584,2018
"Columbus, IN Metro Area",37183,1412,6787,6986,8350,4944,1775,2673,1146,725,1078,1064,243,2018
"Columbus, OH Metro Area",991753,23161,81520,130407,169081,178185,89377,144870,34405,35917,60472,32216,12142,2018
"Concord, NH Micro Area",74387,1971,8792,8682,9372,11151,6136,9503,3149,2989,5998,4459,2185,2018
"Cookeville, TN Micro Area",48544,2888,6349,10113,8316,4214,2000,6502,1187,826,2276,2438,1435,2018
"Coos Bay, OR Micro Area",24500,1461,6035,4569,3990,2741,1271,1600,223,127,812,670,1001,2018
"Corning, NY Micro Area",40831,2200,6811,5700,6973,4628,2477,4290,945,1199,2983,1879,746,2018
"Corpus Christi, TX Metro Area",193434,3686,21344,32834,55814,24749,9948,22741,3872,2941,8207,4874,2424,2018
"Corvallis, OR Metro Area",41969,1827,6265,8873,9782,5883,2116,2675,468,761,1493,1557,269,2018
"Crestview-Fort Walton Beach-Destin, FL Metro Area",121955,4771,15361,20495,16707,14543,7583,14974,2789,5092,10520,6405,2715,2018
"Cullman, AL Micro Area",35071,1737,4580,6025,5088,4687,1862,2899,84,489,2845,3522,1253,2018
"Cumberland, MD-WV Metro Area",39585,2401,4484,6319,6889,5961,2298,4656,713,1682,1155,1274,1753,2018
"Dallas-Fort Worth-Arlington, TX Metro Area",3540707,59809,239235,405588,487602,512095,245844,597441,139265,173842,368667,233457,77862,2018
"Dalton, GA Metro Area",63211,921,4241,8703,13906,11358,7157,7989,1488,678,4508,1322,940,2018
"Danville, IL Metro Area",27662,1749,3794,6175,6202,2464,1173,2434,356,813,1115,778,609,2018
"Danville, VA Micro Area",39380,899,4480,8295,7387,7656,2106,2988,224,1310,2309,1022,704,2018
"Daphne-Fairhope-Foley, AL Metro Area",94164,2074,8241,11573,13942,10718,5871,16405,3698,7460,6855,4836,2491,2018
"Davenport-Moline-Rock Island, IA-IL Metro Area",176459,9528,21716,31875,35582,29822,12520,16409,4004,3506,5895,2979,2623,2018
"Dayton, OH Metro Area",361579,10661,41341,62220,66501,65129,27790,37616,9686,8584,18534,8666,4851,2018
"Decatur, AL Metro Area",64123,1854,7279,8926,10183,8990,4138,9105,2187,2638,6092,1651,1080,2018
"Decatur, IL Metro Area",46290,1828,8172,10529,9902,7095,2045,1659,405,977,2208,1061,409,2018
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",253000,5319,24415,38235,41656,33924,14161,36645,8538,10174,15776,18200,5957,2018
"Denver-Aurora-Lakewood, CO Metro Area",1466746,23624,90025,154981,212419,222811,107368,253125,64060,69460,161092,81336,26445,2018
"Des Moines-West Des Moines, IA Metro Area",330243,10613,34318,49853,66260,63091,28985,40852,6491,7717,12692,5501,3870,2018
"Detroit-Warren-Dearborn, MI Metro Area",1927519,33062,135582,228813,278605,299052,150892,301891,74561,97639,179887,113131,34404,2018
"Dothan, AL Metro Area",58786,1146,5171,9245,11470,10601,4158,8728,1332,1400,3362,1479,694,2018
"Dover, DE Metro Area",78112,2065,8052,12410,14138,11693,4518,7491,1745,2662,5783,4818,2737,2018
"DuBois, PA Micro Area",32834,1127,4738,5297,3765,3310,1972,3766,940,1290,2407,1777,2445,2018
"Dubuque, IA Metro Area",47395,1994,8812,12333,9771,6468,2839,1846,659,521,676,636,840,2018
"Duluth, MN-WI Metro Area",129465,8051,21905,21684,24024,17091,6962,12579,2758,2722,5600,3926,2163,2018
"Dunn, NC Micro Area",52983,884,3879,5712,5300,6034,3604,8452,2677,2948,6900,5314,1279,2018
"Durham-Chapel Hill, NC Metro Area",269196,6971,21115,36458,54105,43425,19013,36202,8199,10523,16922,12327,3936,2018
"East Stroudsburg, PA Metro Area",74318,1246,6506,7638,10624,9928,3785,7289,1736,2566,5571,7245,10184,2018
"Eau Claire, WI Metro Area",79753,2656,12273,16037,18416,10406,5128,6333,1603,1346,2156,1488,1911,2018
"El Centro, CA Metro Area",56505,1041,7948,10149,11735,9654,2808,4390,696,1391,1783,1932,2978,2018
"Elmira, NY Metro Area",35849,1142,5132,8458,6713,6216,1950,2643,296,333,1293,838,835,2018
"El Paso, TX Metro Area",355040,8976,28243,47060,65257,68204,33091,57524,6753,8657,18451,6559,6265,2018
"Enid, OK Metro Area",26036,1121,5599,6041,5449,3394,820,820,389,140,251,1313,699,2018
"Erie, PA Metro Area",122569,4682,17077,25066,26231,18604,7466,11065,2122,2020,3927,1721,2588,2018
"Eugene, OR Metro Area",163274,4481,24319,35039,32780,25694,11101,14299,2765,1276,5079,3813,2628,2018
"Eureka-Arcata-Fortuna, CA Micro Area",56823,4813,12488,8664,9852,8345,1991,4686,306,943,2437,2078,220,2018
"Evansville, IN-KY Metro Area",143618,3478,17176,26916,27517,26014,8258,15545,3338,4245,6255,2848,2028,2018
"Fairbanks, AK Metro Area",47917,2155,6006,10410,11321,6348,3700,3999,89,969,1328,987,605,2018
"Elizabeth City, NC Micro Area",28489,875,4222,4032,3916,3339,922,2364,228,976,2793,3609,1213,2018
"Elizabethtown-Fort Knox, KY Metro Area",65601,2087,8307,12708,11637,8707,3183,4921,2040,3206,4321,3530,954,2018
"Elkhart-Goshen, IN Metro Area",94807,3035,12042,17587,20711,14607,7622,10072,2034,2345,3002,1023,727,2018
"Fargo, ND-MN Metro Area",131318,3932,20226,32044,39214,15812,5041,5750,1130,1017,3128,2841,1183,2018
"Faribault-Northfield, MN Micro Area",26934,1737,3954,4702,3345,2971,1763,1608,932,1268,2440,1759,455,2018
"Farmington, MO Micro Area",26504,1086,4408,3483,5244,3130,1338,1810,962,429,938,1894,1782,2018
"Farmington, NM Metro Area",44414,1575,5206,6475,7758,6556,2341,5650,1201,1854,2987,1868,943,2018
"Fayetteville, NC Metro Area",170203,7521,19510,25560,31202,26333,14366,20484,4881,4676,7714,4149,3807,2018
"Fayetteville-Springdale-Rogers, AR-MO Metro Area",250422,8718,28235,47327,46066,40396,15305,32183,6723,6600,12247,3638,2984,2018
"Findlay, OH Micro Area",38771,1995,9148,9047,7981,3408,1527,2252,405,590,1337,838,243,2018
"Flagstaff, AZ Metro Area",63827,4845,11326,13002,14056,6434,1924,4304,1198,1208,1772,1655,2103,2018
"Flint, MI Metro Area",169685,4776,16968,26425,28833,26598,12343,16093,3474,4686,12775,12274,4440,2018
"Florence, SC Metro Area",81319,2082,8796,13105,17718,12350,5253,9747,2485,980,4216,3064,1523,2018
"Florence-Muscle Shoals, AL Metro Area",63339,746,7773,9751,13104,10919,3051,7132,1499,1346,4196,2915,907,2018
"Fond du Lac, WI Metro Area",50578,2948,9454,9946,7097,5608,3741,3887,1163,1939,2592,1485,718,2018
"Forest City, NC Micro Area",26703,689,1884,5614,4711,3352,1928,1264,885,693,3182,2261,240,2018
"Fort Collins, CO Metro Area",165061,3684,22718,29621,26314,24886,8881,18292,3795,5170,9860,8907,2933,2018
"Fort Payne, AL Micro Area",27784,355,2194,4723,4521,4767,1138,4911,828,1227,1043,1403,674,2018
"Fort Smith, AR-OK Metro Area",116133,4274,16978,18874,22150,17103,7363,14565,2824,2894,4485,2483,2140,2018
"Frankfort, KY Micro Area",32685,1396,5502,5316,5524,4680,1398,3074,672,616,3327,1005,175,2018
"Fresno, CA Metro Area",385672,11328,33466,55298,77324,74745,25874,54680,8371,11114,16899,8431,8142,2018
"Gadsden, AL Metro Area",42518,1598,3802,7966,8634,5962,3357,3420,671,958,2813,1929,1408,2018
"Gainesville, FL Metro Area",127190,2453,12146,18004,25798,24225,9011,18266,4616,2234,6097,2359,1981,2018
"Gainesville, GA Metro Area",91220,1820,6246,9610,16388,15415,5897,11317,3206,2533,7557,7475,3756,2018
"Gallup, NM Micro Area",20513,913,2594,3249,3503,1474,675,3332,402,591,2105,1012,663,2018
"Gettysburg, PA Metro Area",46817,1457,4371,6110,5993,5348,3177,5267,2348,2786,5270,3346,1344,2018
"Fort Wayne, IN Metro Area",204424,5570,20052,32810,40196,40036,18330,20320,4308,4972,8584,5569,3677,2018
"Glens Falls, NY Metro Area",54463,3260,8188,9552,6838,6496,3073,4987,2885,1238,3686,2756,1504,2018
"Glenwood Springs, CO Micro Area",38501,1403,4375,8120,4390,4073,1281,4111,562,1280,3928,1970,3008,2018
"Goldsboro, NC Metro Area",53716,2131,8481,8724,8991,8225,3109,5615,1619,985,3243,1751,842,2018
"Grand Forks, ND-MN Metro Area",51247,3763,10830,13533,9470,3675,2426,3905,518,420,1163,1135,409,2018
"Grand Island, NE Metro Area",38850,2800,9804,8923,5586,3692,1487,2497,691,969,1558,418,425,2018
"Grand Junction, CO Metro Area",62507,1492,8815,13699,11729,11101,3467,5006,212,321,3475,1628,1562,2018
"Grand Rapids-Wyoming, MI Metro Area",517740,12123,62053,79324,103869,83043,43400,57226,13980,15212,27180,12589,7741,2018
"Grants Pass, OR Metro Area",29655,2976,5431,6437,4438,2772,1247,2732,644,867,1256,550,305,2018
"Great Falls, MT Metro Area",36987,900,6266,9152,9003,5717,1755,2247,583,91,368,429,476,2018
"Greeley, CO Metro Area",148496,3362,13772,18610,21970,18671,8283,21965,4376,5817,15812,12097,3761,2018
"Green Bay, WI Metro Area",158054,7263,23868,32693,33926,22211,9798,12179,3328,3909,4966,2148,1765,2018
"Greeneville, TN Micro Area",27996,622,3852,4181,5052,5220,1713,2939,637,518,2050,872,340,2018
"Greenfield Town, MA Micro Area",34062,2097,4429,3702,4421,3580,2337,5426,1882,1249,2563,1456,920,2018
"Greensboro-High Point, NC Metro Area",334884,7842,38043,49214,65825,57872,24699,43145,10790,9228,14984,8476,4766,2018
"Greenville, NC Metro Area",82475,2164,9248,18018,19862,11453,2939,8375,1834,2253,2734,2190,1405,2018
