Metro Area,Total,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,Year
"Bridgeport-Stamford-Norwalk, CT Metro Area",441544,10738,37749,58393,66817,59219,23167,46572,11383,17078,34651,42350,33427,2019
"Brownsville-Harlingen, TX Metro Area",158532,2816,18924,33983,34077,30099,9358,17745,1388,2033,5348,1332,1429,2019
"Brunswick, GA Metro Area",50244,1071,4653,7546,9945,8910,2907,7072,1385,1035,2522,2266,932,2019
"Buffalo-Cheektowaga, NY Metro Area",531218,15148,59999,85457,98429,87490,41907,71243,14825,15555,24876,9370,6919,2019
"Burlington, NC Metro Area",79739,2532,8612,9960,14937,11407,6060,8309,1942,4000,7428,3031,1521,2019
"Burlington-South Burlington, VT Metro Area",111829,2265,12262,16840,18894,17627,8145,14369,4076,4006,7091,4778,1476,2019
"California-Lexington Park, MD Metro Area",54072,1191,4738,6954,9529,6924,3639,5735,1527,1560,2658,5739,3878,2019
"Canton-Massillon, OH Metro Area",177762,6909,21163,31356,28758,27288,12093,20670,6130,5565,8700,5864,3266,2019
"Cape Coral-Fort Myers, FL Metro Area",289364,4460,20049,33494,37590,46302,25634,49611,6456,12638,31199,16604,5327,2019
"Cheyenne, WY Metro Area",47812,1520,9198,11186,14913,3675,1455,1643,871,92,1148,1091,1020,2019
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",4459381,67142,285858,424440,523523,530000,283651,696937,180938,258265,565856,487570,155201,2019
"Cape Girardeau, MO-IL Metro Area",43676,1446,7051,8551,8385,5593,1435,4125,1210,811,2015,2018,1036,2019
"Carbondale-Marion, IL Metro Area",55486,2878,9557,9328,8404,8079,2813,5094,1605,1783,3302,1290,1353,2019
"Carson City, NV Metro Area",24105,859,3593,6517,3327,1423,665,2440,936,820,1098,2089,338,2019
"Casper, WY Metro Area",38571,1712,7306,8663,9940,4972,1106,1334,272,629,1429,130,1078,2019
"Cedar Rapids, IA Metro Area",131977,3354,19269,25829,24952,19982,7784,12403,3329,3901,6482,2784,1908,2019
"Centralia, WA Micro Area",32248,2013,4414,3320,5015,3383,1983,2258,1069,851,2851,2370,2721,2019
"Chambersburg-Waynesboro, PA Metro Area",71834,3161,8692,10551,11003,10272,4083,11322,1506,1835,4728,2849,1832,2019
"Champaign-Urbana, IL Metro Area",102811,2731,14740,22801,24400,15570,6417,8809,1558,1507,1829,1234,1215,2019
"Charleston, WV Metro Area",97428,3060,11309,16370,17997,14376,6674,10579,2478,1571,5218,4616,3180,2019
"Charleston-North Charleston, SC Metro Area",376044,5885,26093,38416,60947,62059,27692,59156,13134,14602,39953,19549,8558,2019
"Charlotte-Concord-Gastonia, NC-SC Metro Area",1222404,21676,87148,152068,185504,181763,96675,183284,49283,52435,112427,73482,26659,2019
"Charlottesville, VA Metro Area",98618,2892,10768,15528,18714,15764,7532,10075,2815,3152,6378,3089,1911,2019
"Chattanooga, TN-GA Metro Area",248385,5964,21862,31497,44761,45282,21108,35097,8492,6900,17963,5399,4060,2019
"Chico, CA Metro Area",87837,3660,14848,23136,16187,5592,4262,9110,630,1091,3677,2834,2810,2019
"Chillicothe, OH Micro Area",30010,818,2538,5806,6984,3237,1408,2327,637,661,3281,1201,1112,2019
"Cincinnati, OH-KY-IN Metro Area",1047994,22944,89029,124738,161064,162991,89288,162624,43349,46063,83197,44873,17834,2019
"Clarksburg, WV Micro Area",39824,356,4367,5923,9284,6277,2710,3762,1035,1475,2723,1341,571,2019
"Clarksville, TN-KY Metro Area",134058,5367,14638,20059,24656,17544,8795,15118,3549,3556,8748,8077,3951,2019
"Clearlake, CA Micro Area",20121,566,2812,4428,1951,2663,616,2496,745,474,881,1795,694,2019
"Cleveland, TN Metro Area",55528,1417,7205,10474,10697,7037,3153,5316,2129,1315,3503,1998,1284,2019
"Cleveland-Elyria, OH Metro Area",937946,26412,76642,117220,151956,149140,85129,139587,38289,42695,66885,30304,13687,2019
"Coeur d'Alene, ID Metro Area",75370,1966,11142,12448,15326,11655,4168,8002,1496,2198,3378,2825,766,2019
"College Station-Bryan, TX Metro Area",121613,3101,13645,25091,38767,17038,4097,9181,590,1954,2678,3124,2347,2019
"Colorado Springs, CO Metro Area",345574,10232,25793,46914,65196,72439,26037,44570,6939,8613,15207,14539,9095,2019
"Columbia, MO Metro Area",102315,3861,13838,20551,23663,14615,4604,8765,1822,2629,4646,1303,2018,2019
"Columbia, SC Metro Area",383975,22279,25508,50439,64379,55632,26613,63832,14943,12429,25782,12824,9315,2019
"Columbus, GA-AL Metro Area",134530,7397,11237,21481,30088,20470,10068,15905,1991,3207,6867,2269,3550,2019
"Cullman, AL Micro Area",35141,1341,4643,5100,4133,5443,1329,3144,804,691,3464,3935,1114,2019
"Columbus, IN Metro Area",40755,1363,6216,9133,7922,6239,1220,3327,685,341,2138,1635,536,2019
"Columbus, OH Metro Area",1026863,24477,86077,129996,166428,173141,89205,149648,41138,43200,70126,35228,18199,2019
"Concord, NH Micro Area",73022,2614,6275,7432,12090,9506,4961,9922,2482,3069,7984,4448,2239,2019
"Cookeville, TN Micro Area",46774,679,3700,7791,8216,8108,2187,8405,796,878,2834,1340,1840,2019
"Coos Bay, OR Micro Area",23571,1502,4795,4607,4268,2374,978,1719,530,406,592,827,973,2019
"Corning, NY Micro Area",40035,2195,7121,6736,5725,4527,2790,3812,1389,1216,2011,1709,804,2019
"Corpus Christi, TX Metro Area",186763,4226,18323,28760,56589,28605,12678,17134,2013,3748,9044,2088,3555,2019
"Corvallis, OR Metro Area",44261,1912,6616,9664,7717,6928,1514,3599,857,732,2360,1129,1233,2019
"Crestview-Fort Walton Beach-Destin, FL Metro Area",125066,4951,11864,19005,20765,16219,7084,17075,4914,3914,8707,7384,3184,2019
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",266380,6319,24547,41613,43800,39286,11227,35558,7633,9789,18319,21496,6793,2019
"Denver-Aurora-Lakewood, CO Metro Area",1472724,19106,87122,155386,199748,217582,113108,255377,70345,81216,153020,89534,31180,2019
"Des Moines-West Des Moines, IA Metro Area",345260,11591,42401,52268,66040,63115,32452,41900,7544,8468,10499,4858,4124,2019
"Detroit-Warren-Dearborn, MI Metro Area",1952256,35592,140387,218892,279854,297527,161920,308394,82908,93172,183804,113687,36119,2019
"Cumberland, MD-WV Metro Area",36120,1662,5434,6827,5287,5484,2444,2811,518,1105,1470,1383,1695,2019
"Dallas-Fort Worth-Arlington, TX Metro Area",3555123,52979,234563,401282,482442,521412,255102,610207,135367,164888,366789,256185,73907,2019
"Dalton, GA Metro Area",64957,1788,4706,9161,13731,11625,5848,8970,1717,1186,3037,2552,636,2019
"Danville, IL Metro Area",28652,656,4140,6090,6421,3484,1139,2326,773,416,2115,608,484,2019
"Danville, VA Micro Area",41930,847,4242,8615,7942,6510,2427,3602,1048,1056,2788,1495,1358,2019
"Daphne-Fairhope-Foley, AL Metro Area",91667,2124,11132,10997,14963,12536,6143,11228,2581,5075,8209,5257,1422,2019
"Davenport-Moline-Rock Island, IA-IL Metro Area",174629,6712,23589,29776,31964,28982,14365,17164,3664,4775,6333,4525,2780,2019
"Dayton-Kettering, OH Metro Area",359193,10541,42207,50775,67491,66597,33038,42444,8083,8161,13286,10364,6206,2019
"Decatur, AL Metro Area",64298,1331,6056,11329,8353,9108,3676,10634,1765,2245,6264,2936,601,2019
"Decatur, IL Metro Area",43517,2088,6145,7930,12691,6869,1800,1541,372,464,2212,1019,386,2019
"Dothan, AL Metro Area",59130,1621,6548,9177,12329,9180,3618,6978,1578,1159,3599,1306,2037,2019
"Dover, DE Metro Area",79050,1730,8345,12319,12430,11940,5223,6817,2251,1620,5801,7533,3041,2019
"Dublin, GA Micro Area",22974,667,1699,3738,3980,3479,1034,2843,369,488,1319,1300,2058,2019
"DuBois, PA Micro Area",33055,1353,5661,3310,5176,3714,2261,2949,1090,1559,3251,1473,1258,2019
"Dubuque, IA Metro Area",49585,2263,9626,11712,10884,5795,1772,2981,424,702,1081,1357,988,2019
"Duluth, MN-WI Metro Area",136495,6873,21322,24931,24539,18998,6587,15049,3496,4072,5386,2808,2434,2019
"Durham-Chapel Hill, NC Metro Area",292293,6260,19767,41557,48066,49912,24884,39850,11589,12839,22291,11640,3638,2019
"East Stroudsburg, PA Metro Area",77680,2251,6466,10618,11251,5996,4684,8665,1362,2116,7356,4680,12235,2019
"Eau Claire, WI Metro Area",81592,3162,13174,17512,16233,11700,5378,5548,1603,1478,2647,1800,1357,2019
"El Centro, CA Metro Area",58701,3317,8427,11224,10203,6963,3374,5662,800,586,3386,2344,2415,2019
"Elizabethtown-Fort Knox, KY Metro Area",64959,3690,7438,11100,9070,9343,2860,6451,1519,2433,5539,4122,1394,2019
"Elkhart-Goshen, IN Metro Area",95312,6870,14818,16712,16025,12918,8757,9067,2477,2511,2899,836,1422,2019
"Elmira, NY Metro Area",35545,2656,5402,8163,6021,5621,1465,2070,334,431,1133,1354,895,2019
"El Paso, TX Metro Area",359825,7568,28390,51942,70396,71855,31903,51348,7903,8083,15647,6574,8216,2019
"Enid, OK Metro Area",28080,1183,5503,8068,6799,2351,708,1049,183,0,786,803,647,2019
"Erie, PA Metro Area",118111,5530,16397,20780,25165,18466,8309,11103,2317,3013,3306,1745,1980,2019
"Eugene-Springfield, OR Metro Area",168216,5703,19251,35649,37028,25071,10052,14371,4854,2961,4517,4889,3870,2019
"Eureka-Arcata, CA Micro Area",57582,2285,13076,10898,8697,6769,3228,5704,691,886,3174,1564,610,2019
"Evansville, IN-KY Metro Area",149945,6165,20365,25750,29626,23803,11570,15666,3441,3530,5672,3118,1239,2019
"Fairbanks, AK Metro Area",48149,1844,7733,8118,7888,6531,3984,6366,482,691,2020,1289,1203,2019
"Fort Payne, AL Micro Area",31599,1604,2897,2799,5932,4973,2317,5093,534,366,2455,2050,579,2019
"Fort Smith, AR-OK Metro Area",100998,4282,12836,13835,18006,17871,8196,10453,2978,2810,4163,2998,2570,2019
"Fargo, ND-MN Metro Area",135097,4537,19407,32669,31219,21717,6577,7277,1230,1289,3035,3895,2245,2019
"Faribault-Northfield, MN Micro Area",28864,1231,4596,4996,3019,4218,1532,3015,688,847,1625,2277,820,2019
"Farmington, MO Micro Area",25344,1468,3414,3112,5007,2972,1173,1527,650,1361,2032,974,1654,2019
"Farmington, NM Metro Area",44926,2913,7056,7868,5313,4911,1807,7080,961,1712,2383,2033,889,2019
"Fayetteville, NC Metro Area",229216,11482,21956,27692,39755,34528,14579,33551,6730,5913,16248,11377,5405,2019
"Fayetteville-Springdale-Rogers, AR Metro Area",242683,8243,25913,46626,45548,36458,18259,29028,6250,6280,13207,4785,2086,2019
"Findlay, OH Micro Area",36744,1360,7024,7781,7816,4521,1384,1900,703,1355,1797,677,426,2019
"Flagstaff, AZ Metro Area",62139,3551,13360,11941,13576,7307,1769,3058,446,903,2390,2019,1819,2019
"Flint, MI Metro Area",160456,4885,16316,24247,29144,24295,10596,12520,4637,3436,11759,14690,3931,2019
"Florence, SC Metro Area",84233,1741,9818,15649,13915,13039,4650,9547,2533,1733,5080,4488,2040,2019
"Florence-Muscle Shoals, AL Metro Area",60996,891,8365,8612,12546,7010,3261,6803,958,1555,3981,5076,1938,2019
"Fond du Lac, WI Metro Area",52507,2775,8542,9723,8392,6688,3584,4079,1558,1850,2249,2422,645,2019
"Forest City, NC Micro Area",24814,940,2324,2141,5830,2928,1098,2211,983,976,2216,2386,781,2019
"Fort Collins, CO Metro Area",169719,4252,15103,29249,33570,27208,8056,22147,2852,5908,10085,8238,3051,2019
"Fort Wayne, IN Metro Area",196550,4918,19943,32048,37349,37830,16829,24829,4305,3201,6971,4327,4000,2019
"Frankfort, KY Micro Area",31572,1306,3047,6665,5813,3548,1012,3546,1101,1530,2595,1227,182,2019
"Fresno, CA Metro Area",379622,8482,35073,50146,72809,71574,28927,54186,10675,9220,16095,12995,9440,2019
"Gadsden, AL Metro Area",40821,1048,3325,6123,6394,7764,3396,4745,877,1346,2002,2632,1169,2019
"Gainesville, FL Metro Area",140872,2418,13075,20931,28935,25237,6930,23614,2405,3545,7144,4617,2021,2019
"Gainesville, GA Metro Area",87322,1122,6090,11471,14109,12205,6442,10541,2958,3084,7513,8667,3120,2019
"Gallup, NM Micro Area",19737,1300,3633,3606,2339,1709,559,2896,463,414,1485,829,504,2019
"Gettysburg, PA Metro Area",48849,1597,4866,7532,6848,7394,2979,4111,1527,1585,5096,3220,2094,2019
"Glens Falls, NY Metro Area",56219,4012,7379,7755,6229,7718,3260,7320,1273,1683,4436,3891,1263,2019
"Glenwood Springs, CO Micro Area",40308,1127,5298,4088,5419,4455,2177,6502,345,511,5037,3747,1602,2019
"Goldsboro, NC Metro Area",51920,2619,7994,9123,8927,7028,3111,4309,1575,1237,2345,2561,1091,2019
"Grand Forks, ND-MN Metro Area",51673,3410,10750,14382,9003,4389,1682,3219,494,917,1161,1537,729,2019
"Grand Island, NE Metro Area",37781,2507,6154,9560,5521,3456,3022,2730,796,881,1235,847,1072,2019
"Grand Junction, CO Metro Area",67269,1254,11478,16137,17672,11175,1659,2731,286,259,1377,1185,2056,2019
"Grand Rapids-Kentwood, MI Metro Area",519623,16889,57938,88385,92963,89949,41306,54263,14363,14778,25884,15746,7159,2019
"Grants Pass, OR Metro Area",31108,2641,4515,8269,6015,3483,791,1521,408,956,1583,592,334,2019
"Great Falls, MT Metro Area",37018,1284,6986,8246,8715,4541,2850,2009,666,362,681,414,264,2019
"Greeley, CO Metro Area",150912,4264,13388,18274,20793,20667,8984,22369,5384,7406,15345,10456,3582,2019
"Green Bay, WI Metro Area",159767,6726,19916,27576,37783,25012,8961,13562,3418,4897,6158,3240,2518,2019
"Greeneville, TN Micro Area",27671,1402,2456,2629,4532,5009,1290,4583,511,1341,2605,882,431,2019
"Greensboro-High Point, NC Metro Area",334201,8134,32704,51605,65147,53658,24196,43387,11074,10308,17251,9717,7020,2019
"Greenville, NC Metro Area",80588,1810,11001,18372,14203,12472,2755,7069,808,2139,5450,2405,2104,2019
"Greenville-Anderson, SC Metro Area",411465,8031,33232,50675,70089,75741,29713,60208,15979,14195,32392,12469,8741,2019
"Greenwood, SC Micro Area",30963,2246,3466,6963,7881,3458,830,1340,396,334,2001,1848,200,2019
"Guayama, PR Metro Area",15874,611,285,1918,1636,4702,508,2301,106,418,641,2129,619,2019
"Gulfport-Biloxi, MS Metro Area",177649,5632,15658,20615,32252,32041,14024,20356,6402,6341,12254,8054,4020,2019
"Hagerstown-Martinsburg, MD-WV Metro Area",128914,1778,11112,14296,20089,17546,8601,16656,4148,5904,9573,8123,11088,2019
"Hammond, LA Metro Area",55438,2986,3929,7336,8992,7587,2118,4719,499,994,6026,6698,3554,2019
"Hanford-Corcoran, CA Metro Area",57222,2818,7846,8944,7813,8574,3817,7588,1808,1372,3792,1721,1129,2019
"Harrisburg-Carlisle, PA Metro Area",275534,10761,29252,42657,48184,42952,18331,37541,7483,8381,17710,7709,4573,2019
"Harrisonburg, VA Metro Area",63554,3303,10596,11373,11466,7919,5255,6004,1131,1785,2238,1329,1155,2019
"Hartford-East Hartford-Middletown, CT Metro Area",582402,12930,55493,89326,92386,93615,48815,80826,21323,21216,35423,19791,11258,2019
"Hattiesburg, MS Metro Area",70615,3607,8588,11579,14323,8221,3974,8920,1073,3283,2886,1776,2385,2019
"Heber, UT Micro Area",32992,3460,3791,4907,2524,3950,1784,5425,546,1126,3621,1424,434,2019
"Helena, MT Micro Area",38187,1576,7881,8992,8085,4677,1275,3033,623,327,520,347,851,2019
"Hermiston-Pendleton, OR Micro Area",33884,2204,7511,5880,4086,3115,2557,3817,1294,1104,1553,549,214,2019
"Hickory-Lenoir-Morganton, NC Metro Area",165195,4949,16803,27877,30315,22710,10871,20593,4610,4077,10110,7387,4893,2019
"Hilo, HI Micro Area",82257,1440,8675,10452,13575,9384,3463,10832,1824,3261,8446,5741,5164,2019
"Hilton Head Island-Bluffton, SC Metro Area",90918,2854,10678,12099,17301,9983,4312,20023,2105,1766,5515,3126,1156,2019
"Hinesville, GA Metro Area",33002,997,4644,4443,5851,4814,1345,4572,334,762,3348,1458,434,2019
"Hobbs, NM Micro Area",28743,1433,5375,6229,4648,2039,1063,2233,291,497,978,1472,2485,2019
"Holland, MI Micro Area",52260,1218,6606,6786,7278,9612,4099,8256,1870,1826,3156,797,756,2019
"Homosassa Springs, FL Metro Area",40377,703,2569,4941,7357,6271,3150,5700,1166,1453,3805,2365,897,2019
"Hot Springs, AR Metro Area",41558,1841,5824,6757,9135,4779,1948,5399,648,221,1316,2759,931,2019
"Houma-Thibodaux, LA Metro Area",85433,3955,11377,15116,15769,8559,2344,8691,2505,2519,5002,4627,4969,2019
"Houston-The Woodlands-Sugar Land, TX Metro Area",3198759,42584,194220,302604,415806,423066,194130,571691,125701,178953,385960,281166,82878,2019
"Huntington-Ashland, WV-KY-OH Metro Area",136586,4737,15299,23594,21162,19548,11574,15286,2465,4295,8836,5242,4548,2019
"Huntsville, AL Metro Area",215367,5999,20352,26894,39752,41056,17059,32356,7664,5920,12396,4066,1853,2019
"Huntsville, TX Micro Area",28608,727,708,3424,2162,7294,2135,5052,1648,158,3009,1292,999,2019
"Hutchinson, KS Micro Area",27056,1708,6529,6635,3477,2876,401,1369,372,462,1677,1028,522,2019
"Idaho Falls, ID Metro Area",65576,3697,12613,12763,12614,7845,3707,3416,612,970,2813,3205,1321,2019
"Indiana, PA Micro Area",36262,3104,4302,4619,5994,3831,1746,4589,507,758,2724,2555,1533,2019
"Indianapolis-Carmel-Anderson, IN Metro Area",973250,24216,83928,117665,150015,147201,78808,150935,45144,43976,78367,36976,16019,2019
"Iowa City, IA Metro Area",89131,2971,12388,19367,18728,10957,5430,9833,1606,1892,3588,1354,1017,2019
"Ithaca, NY Metro Area",45422,1021,5763,8697,10101,7517,2629,5357,678,462,1557,833,807,2019
"Jackson, MI Metro Area",65282,3129,8393,11512,11457,6949,3505,6230,1779,1989,4918,4383,1038,2019
"Jackson, MS Metro Area",252384,5171,17272,31024,42822,42476,21101,45611,8569,10663,15234,7622,4819,2019
"Jackson, TN Metro Area",72887,2025,9064,14323,13937,10037,6615,7115,1209,2086,3225,1693,1558,2019
"Jacksonville, FL Metro Area",695927,9726,53004,79478,104111,105149,57214,124437,26969,29839,59876,31393,14731,2019
"Jacksonville, NC Metro Area",95330,6610,15387,13755,12000,10494,8222,12607,3046,2937,6914,3043,315,2019
"Jamestown-Dunkirk-Fredonia, NY Micro Area",53332,4227,10225,10173,9396,5549,2333,4572,1044,1355,1997,1742,719,2019
"Janesville-Beloit, WI Metro Area",76580,2846,12611,11639,11339,9043,4998,7318,2598,4064,6206,3049,869,2019
"Jefferson, GA Micro Area",30660,711,1664,2670,3568,3769,1864,4977,1720,829,4402,2599,1887,2019
"Jefferson City, MO Metro Area",68122,3338,7954,12421,13522,8338,3744,7326,2221,2095,4277,1762,1124,2019
"Johnson City, TN Metro Area",88479,4099,11582,11925,14696,13986,8636,12198,1642,2438,4192,2176,909,2019
"Johnstown, PA Metro Area",54638,2252,6336,9282,8953,7233,4217,4682,2503,2371,3529,2303,977,2019
"Jonesboro, AR Metro Area",57212,1827,9112,12874,12712,7278,1480,4457,1295,559,1892,2002,1724,2019
"Joplin, MO Metro Area",74980,2907,11207,14724,14768,11989,4987,6816,1426,1118,2274,1605,1159,2019
"Kahului-Wailuku-Lahaina, HI Metro Area",78566,2744,9724,17897,13227,8466,2760,11609,2075,3409,3459,2523,673,2019
"McAllen-Edinburg-Mission, TX Metro Area",313412,7313,33254,49783,59341,61841,20578,42664,5178,7255,11139,5978,9088,2019
"Meadville, PA Micro Area",34989,2255,6122,5032,6174,4065,2274,2791,654,801,2346,1563,912,2019
"Medford, OR Metro Area",86725,4901,10389,19710,21334,12170,4764,5352,1899,935,2639,1718,914,2019
"Memphis, TN-MS-AR Metro Area",599790,10990,52686,72527,95129,104782,52234,101309,22501,21270,41379,14916,10067,2019
"Merced, CA Metro Area",104114,3899,14819,17943,13751,10641,5637,9588,1141,2150,6576,7682,10287,2019
"Meridian, MS Micro Area",40059,1751,4766,8756,8627,5764,1692,3185,325,1797,1841,590,965,2019
"Marion, OH Micro Area",25979,1107,4541,4119,4399,2622,1400,1914,803,751,2083,1848,392,2019
