Metro Area,Total,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,Year
"Marquette, MI Micro Area",30232,2618,7999,5471,4311,2826,1250,2170,893,431,774,580,909,2019
"Martinsville, VA Micro Area",23905,295,1677,4722,3019,7000,1827,2474,563,738,398,1078,114,2019
"Mayagüez, PR Metro Area",26941,1051,1322,3598,5532,4299,1527,5380,0,1045,1049,1607,531,2019
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2843985,36822,150502,265118,353223,436862,190061,553637,105384,152829,283994,235227,80326,2019
"Michigan City-La Porte, IN Metro Area",47924,1218,7836,9618,6092,4959,2846,3938,1513,1228,4131,2479,2066,2019
"Midland, MI Metro Area",35461,541,5527,6615,5509,3675,2400,3820,1396,2061,1922,635,1360,2019
"Midland, TX Metro Area",89332,4244,10508,18100,18363,15520,4038,8963,1495,954,2874,2116,2157,2019
"Milwaukee-Waukesha, WI Metro Area",750217,21122,66603,101584,128722,136161,62352,113836,23575,26271,39842,17974,12175,2019
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1836359,33447,146531,222119,274332,290316,166260,275265,77819,86485,153230,82262,28293,2019
"Minot, ND Micro Area",42250,3945,8462,9598,8251,3674,2036,2347,750,159,919,656,1453,2019
"Missoula, MT Metro Area",60736,2254,8167,12125,13666,10182,2887,6123,853,167,1711,1424,1177,2019
"Mobile, AL Metro Area",172816,3342,11657,18324,35081,28576,12841,33820,3414,5446,11286,6078,2951,2019
"Modesto, CA Metro Area",221911,7144,23900,32897,29013,29500,11687,24826,4471,7192,18220,11828,21233,2019
"Monroe, LA Metro Area",79490,1239,8268,14479,20943,12167,3424,8332,1424,1920,4124,1652,1518,2019
"Monroe, MI Metro Area",65864,1683,7359,8309,8506,9397,5597,7326,4028,4157,4850,3318,1334,2019
"Montgomery, AL Metro Area",162077,3410,16335,24347,32864,28478,11414,19991,6143,2873,9970,3311,2941,2019
"Morehead City, NC Micro Area",30840,1295,3804,5775,5583,4400,1373,3932,667,953,1848,488,722,2019
"Mount Vernon-Anacortes, WA Metro Area",54097,1644,6843,8579,8045,7429,3243,4677,2526,1870,4695,2988,1558,2019
"Muncie, IN Metro Area",49180,2885,8427,8748,9079,5643,1936,4547,752,677,2567,2159,1760,2019
"Muskegon, MI Metro Area",73329,2061,9443,9996,14781,13174,5027,6544,2101,2139,3903,2712,1448,2019
"Muskogee, OK Micro Area",25094,1524,3052,4689,5279,3022,1179,2145,362,543,2020,763,516,2019
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",198264,4087,16221,27934,36065,40246,14281,29197,5141,4975,10614,6004,3499,2019
"Nacogdoches, TX Micro Area",28072,765,4632,6540,7184,2608,1117,1786,425,219,1458,891,447,2019
"Napa, CA Metro Area",63478,2885,7110,10338,7972,7289,4416,8225,1398,1848,4733,4815,2449,2019
"Naples-Marco Island, FL Metro Area",145475,3779,8813,16100,25095,26709,13008,20180,4187,7599,12968,5259,1778,2019
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",933984,15591,66445,104808,139506,140996,63977,131741,33889,44688,104546,68608,19189,2019
"Morgantown, WV Metro Area",63350,1477,5427,12114,9445,9036,4577,8755,1984,1996,3670,3203,1666,2019
"Morristown, TN Metro Area",60107,1592,8754,8210,9975,6940,3928,7902,1964,1127,4819,3835,1061,2019
"Moses Lake, WA Micro Area",37250,1470,6458,6532,7299,4357,1262,6887,513,809,1158,297,208,2019
"Mount Airy, NC Micro Area",31130,1485,4262,3601,4704,3988,1443,4025,1003,720,1686,2142,2071,2019
"Mount Pleasant, MI Micro Area",32683,2767,7002,7286,4672,3156,1301,2820,252,405,786,1023,1213,2019
"New Bern, NC Metro Area",54897,1909,7320,9902,8653,8537,2824,9832,639,1023,2195,1221,842,2019
"New Castle, PA Micro Area",38334,1591,4001,6896,5875,5110,1620,3700,1336,1797,3136,2537,735,2019
"New Haven-Milford, CT Metro Area",398873,7714,38931,63134,63682,67442,25173,46271,11895,16947,25494,19745,12445,2019
"New Orleans-Metairie, LA Metro Area",567802,13537,49565,73155,97177,92300,32313,83214,13152,22776,44012,31772,14829,2019
"New Philadelphia-Dover, OH Micro Area",40729,2089,6310,5698,4656,5439,2590,5720,902,1138,2833,1642,1712,2019
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",9033594,123125,456870,722827,880863,945438,480802,1336645,294956,538739,1198806,1396224,658299,2019
"Niles, MI Metro Area",65778,2483,9955,14132,11302,7783,5677,5782,1693,1461,2166,1565,1779,2019
"North Port-Sarasota-Bradenton, FL Metro Area",314067,5935,25196,40804,53090,59187,15211,49760,11328,13615,21309,13318,5314,2019
"North Wilkesboro, NC Micro Area",28299,299,3235,4571,5014,3346,1862,2129,325,1468,1644,3750,656,2019
"Norwich-New London, CT Metro Area",132643,3745,14562,22014,23408,20624,8251,14461,3623,5116,8143,6528,2168,2019
"Opelousas, LA Micro Area",30390,2304,4341,2598,2728,2967,1275,3692,2564,916,2274,2555,2176,2019
"Orangeburg, SC Micro Area",29922,607,1528,5688,3110,4028,1448,3567,1729,581,2948,3480,1208,2019
"Orlando-Kissimmee-Sanford, FL Metro Area",1200416,14664,65072,114177,156223,163423,87962,226525,54775,67927,136074,83109,30485,2019
"Oshkosh-Neenah, WI Metro Area",82958,2508,13997,20123,16146,9082,4676,7434,1951,1414,2061,2613,953,2019
"Ottawa, IL Micro Area",65970,3177,11024,11492,9695,6570,3978,6884,1465,1850,3345,4199,2291,2019
"Owensboro, KY Metro Area",51870,1908,7210,11245,10650,4834,2193,4300,1684,1965,2250,2127,1504,2019
"Oak Harbor, WA Micro Area",35883,3585,3699,5402,5534,2171,1013,3940,1338,1150,3397,2167,2487,2019
"Ocala, FL Metro Area",124880,1767,10380,17573,22455,16467,12135,20452,3433,2273,8923,6093,2929,2019
"Ocean City, NJ Metro Area",40971,2445,6070,6316,7563,4618,2339,4072,750,1834,1084,1755,2125,2019
"Odessa, TX Metro Area",74318,1926,7776,11693,15119,14615,1915,10827,383,669,2967,3897,2531,2019
"Ogden-Clearfield, UT Metro Area",314694,8840,32142,50328,51689,50821,24690,35390,9820,10619,19958,14277,6120,2019
"Ogdensburg-Massena, NY Micro Area",39738,3455,7117,7008,5874,3861,2160,2780,1536,1182,2647,1341,777,2019
"Oklahoma City, OK Metro Area",641700,13149,57473,89172,118547,106946,52798,100050,18104,18343,38021,19326,9771,2019
"Olean, NY Micro Area",31713,1857,5693,5284,3821,3270,1347,2967,925,755,2394,2114,1286,2019
"Olympia-Lacey-Tumwater, WA Metro Area",127823,1737,11234,16109,25194,18312,10836,15267,2715,4145,8190,8508,5576,2019
"Omaha-Council Bluffs, NE-IA Metro Area",468655,12413,46395,73682,93594,92951,38620,54843,11192,10238,19736,10314,4677,2019
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",385258,7398,28896,45310,53668,40802,76621,46466,10141,13116,25823,23648,13369,2019
"Paducah, KY-IL Micro Area",39475,1820,4653,10208,7776,5729,2117,3496,556,300,1435,678,707,2019
"Palatka, FL Micro Area",26597,464,1993,4577,2693,1709,1563,2801,568,907,4875,3278,1169,2019
"Palm Bay-Melbourne-Titusville, FL Metro Area",240902,3935,20525,32424,40782,40350,18362,34094,8154,10007,16048,10002,6219,2019
"Panama City, FL Metro Area",80131,1481,8413,10562,12195,13005,3576,14379,1819,2739,6148,3907,1907,2019
"Parkersburg-Vienna, WV Metro Area",35254,1725,4495,5858,7469,5932,2143,3350,459,896,1528,638,761,2019
"Pensacola-Ferry Pass-Brent, FL Metro Area",207432,7080,19128,24198,34370,32317,12735,31887,6130,10049,17319,8863,3356,2019
"Peoria, IL Metro Area",173169,10316,24511,28924,30193,26873,11184,17251,5055,4808,7207,4135,2712,2019
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",2836136,60159,197872,302657,359328,356526,203012,421127,106412,157430,322833,249147,99633,2019
"Phoenix-Mesa-Chandler, AZ Metro Area",2156635,41306,165048,231093,296430,333192,178177,337440,80574,98935,207600,140311,46529,2019
"Pine Bluff, AR Metro Area",31914,788,2465,5914,7788,3327,2043,4669,1190,417,1734,1111,468,2019
"Pinehurst-Southern Pines, NC Micro Area",40569,1341,5105,6741,6748,3530,1628,3001,1934,2743,4846,1676,1276,2019
"Pittsburgh, PA Metro Area",1075791,28109,94498,136230,142263,146096,79364,156176,42916,53119,104711,68571,23738,2019
"Pittsfield, MA Metro Area",58365,1941,12065,12526,9692,6872,2147,5155,647,1603,2939,2125,653,2019
"Plattsburgh, NY Micro Area",33734,2476,5298,7673,6061,3654,2698,2405,544,248,726,1397,554,2019
"Pocatello, ID Metro Area",40527,2544,9439,10011,7619,2129,1156,2171,313,564,1971,838,1772,2019
"Ponce, PR Metro Area",58946,902,2928,7860,13187,11169,2558,9344,1151,2210,2668,3163,1806,2019
"Port Angeles, WA Micro Area",24880,2225,4813,4450,3782,2330,1209,2167,463,648,459,1627,707,2019
"Portland-South Portland, ME Metro Area",269477,8190,27687,36052,41068,40484,21638,33645,10460,12550,21231,9980,6492,2019
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",1168191,25506,99792,147427,169119,175673,92942,170952,41657,48915,105617,66041,24550,2019
"Port St. Lucie, FL Metro Area",202734,3738,16144,24206,34121,32590,8024,29411,7006,10394,19444,10446,7210,2019
"Portsmouth, OH Micro Area",26123,1868,2759,2673,3483,3826,1909,3159,1317,847,2466,631,1185,2019
"Pottsville, PA Micro Area",61317,2774,7162,7342,9053,8207,4886,6847,1522,1999,4906,4345,2274,2019
"Poughkeepsie-Newburgh-Middletown, NY Metro Area",307951,8744,31562,35114,40170,34486,16881,34514,8214,12417,25421,34115,26313,2019
"Prescott Valley-Prescott, AZ Metro Area",81373,4782,12520,12688,12213,8782,7120,10197,1807,2627,2786,2683,3168,2019
"Providence-Warwick, RI-MA Metro Area",787050,19887,68554,111784,116781,112485,61130,99749,26264,30402,67463,46727,25824,2019
"Provo-Orem, UT Metro Area",286568,12038,40599,47758,49238,39505,18751,29132,5768,8719,19993,10693,4374,2019
"Pueblo, CO Metro Area",66840,1882,8688,15472,13928,8454,2154,4099,1130,2670,4516,2201,1646,2019
"Punta Gorda, FL Metro Area",55938,881,5421,10754,9692,7689,3321,6476,1986,1091,3485,2862,2280,2019
"Quincy, IL-MO Micro Area",35178,1879,7363,7954,6458,3525,1066,3990,396,353,1293,572,329,2019
"Racine, WI Metro Area",88360,2784,10212,13376,13397,10853,6839,10476,3564,4741,8006,2285,1827,2019
"Raleigh-Cary, NC Metro Area",640665,11021,37117,74683,106078,95974,51125,96651,29131,33589,59757,32969,12570,2019
"Rapid City, SD Metro Area",68069,2401,10961,11088,16252,11979,4041,4327,832,1499,2394,959,1336,2019
"Reading, PA Metro Area",196709,6901,19180,28387,34948,26831,15314,20565,6599,7387,14465,11498,4634,2019
"Red Bluff, CA Micro Area",24024,806,5044,4318,2197,1987,626,3908,922,327,1833,533,1523,2019
"Redding, CA Metro Area",71256,3367,9651,15150,18874,8558,3373,4717,1435,826,1673,1950,1682,2019
"Reno, NV Metro Area",226864,3004,23939,35929,44156,41562,16592,28149,6311,5975,9634,6520,5093,2019
"Richmond, IN Micro Area",29618,1633,6021,6619,5441,2475,1428,1616,388,539,1268,1504,686,2019
"Rockford, IL Metro Area",151334,4367,16472,25736,29393,24366,9717,17879,2375,3840,5281,7257,4651,2019
"Rocky Mount, NC Metro Area",58059,1356,7058,12623,8370,8563,3701,4794,2064,1207,3289,2779,2255,2019
"Rome, GA Metro Area",41554,1752,4066,8137,7741,5495,1509,4956,855,975,2498,1912,1658,2019
"Roseburg, OR Micro Area",42457,3312,8413,8598,7532,4022,1663,4066,440,880,1134,1468,929,2019
"Roswell, NM Micro Area",26563,2012,4961,6578,5314,2685,462,1870,47,260,933,878,563,2019
"Russellville, AR Micro Area",34353,1366,6366,7045,6204,3896,1448,3514,1287,774,964,713,776,2019
"Sacramento-Roseville-Folsom, CA Metro Area",1021929,16558,79996,130432,147923,156235,72079,164843,35192,41289,86767,52039,38576,2019
"Saginaw, MI Metro Area",78994,2864,9970,16406,14041,10294,5242,8473,1867,2239,3731,1775,2092,2019
"Richmond, VA Metro Area",621506,10238,45507,66740,101364,116536,58923,101567,23948,22948,39794,20240,13701,2019
"Richmond-Berea, KY Micro Area",43981,1139,6163,9023,6566,3786,1803,4419,1417,2481,3597,1825,1762,2019
"Riverside-San Bernardino-Ontario, CA Metro Area",1883477,30730,135310,220133,252099,253355,94325,251199,50238,82324,166554,208483,138727,2019
"Roanoke, VA Metro Area",140992,2694,12617,13692,31450,20312,7750,30967,2900,3304,7661,4907,2738,2019
"Roanoke Rapids, NC Micro Area",25944,2113,3646,6315,2269,2145,1302,3902,511,1085,1181,875,600,2019
"Rochester, MN Metro Area",111497,5211,18343,20401,23315,12886,7719,9584,2275,2023,4506,3338,1896,2019
"Rochester, NY Metro Area",501600,17894,57190,76711,91865,88069,43451,57063,15415,13098,23529,12822,4493,2019
"St. Cloud, MN Metro Area",100601,5935,14752,14741,19239,13087,6475,11532,1667,1874,4535,4625,2139,2019
"St. George, UT Metro Area",67680,3169,8764,17653,13046,9601,3650,6060,926,1172,1733,799,1107,2019
"St. Joseph, MO-KS Metro Area",51474,2254,10591,11790,10028,5573,1370,3783,585,652,2058,2090,700,2019
"St. Louis, MO-IL Metro Area",1323479,26350,109128,154326,202181,215261,108905,209229,56141,60078,107209,51303,23368,2019
"Salem, OH Micro Area",43207,2876,4616,7044,6493,4157,2430,4751,1561,2081,3665,2644,889,2019
"Salem, OR Metro Area",180596,4792,19040,24672,28157,25292,9971,26827,2937,6452,14821,13827,3808,2019
"Salinas, CA Metro Area",183850,2832,12401,22064,35745,46152,10884,18087,3907,8943,10245,7196,5394,2019
"Salisbury, MD-DE Metro Area",170271,5619,21975,25916,25290,25249,8875,22445,4659,6709,11829,7075,4630,2019
"Salt Lake City, UT Metro Area",602237,12336,53058,89779,109546,109151,45118,85478,15620,19459,35505,18749,8438,2019
"San Angelo, TX Metro Area",56475,3042,9878,11440,16403,6062,2320,1724,351,139,1024,963,3129,2019
"San Antonio-New Braunfels, TX Metro Area",1158502,22671,87259,132694,178838,186326,86683,191868,34643,44763,101110,61566,30081,2019
"San Diego-Chula Vista-Carlsbad, CA Metro Area",1546445,17049,99783,184280,253942,255202,110147,249352,58219,68659,126384,86416,37012,2019
"Sandusky, OH Micro Area",35414,1231,6448,6213,8072,3158,2070,2511,497,744,1819,1231,1420,2019
"San Francisco-Oakland-Berkeley, CA Metro Area",2264018,33849,114577,214614,267514,267021,119328,326744,75418,129659,275050,310606,129638,2019
"San Germán, PR Metro Area",30684,1343,733,6005,5650,4575,1273,4008,617,1446,2019,2237,778,2019
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",975099,12669,48634,98196,144124,153052,67878,160965,29543,51701,94705,76101,37531,2019
"San Juan-Bayamón-Caguas, PR Metro Area",684515,12143,35247,67090,91654,93020,35298,120489,15070,40572,70050,76372,27510,2019
"Scranton--Wilkes-Barre, PA Metro Area",248082,7580,31874,43057,46403,38132,15117,24333,5806,7148,12154,8303,8175,2019
"Sebring-Avon Park, FL Metro Area",35158,1445,4779,7406,6441,5146,2327,3131,258,85,1982,761,1397,2019
"Searcy, AR Micro Area",31506,3293,2788,6254,4338,2828,1469,2332,1335,947,2583,2807,532,2019
"Seattle-Tacoma-Bellevue, WA Metro Area",1963614,28034,120601,171418,240371,266895,137154,313021,80717,122837,237546,176227,68793,2019
"Sebastian-Vero Beach, FL Metro Area",58830,740,7764,11492,9567,7727,3529,8500,530,1871,4152,1611,1347,2019
"Seneca, SC Micro Area",31879,645,2532,4204,4765,5016,3475,3301,971,472,3042,1758,1698,2019
"Sevierville, TN Micro Area",42095,824,3019,4124,7154,6983,4837,7150,1426,2258,2089,1617,614,2019
"San Luis Obispo-Paso Robles, CA Metro Area",122370,6196,25699,19377,17528,18583,7117,10958,2836,4062,5909,1951,2154,2019
"Santa Cruz-Watsonville, CA Metro Area",126638,2850,12216,19274,14574,20659,4381,14435,2823,4591,11868,12046,6921,2019
"Santa Fe, NM Metro Area",64258,1710,5970,9669,14233,11947,2830,7190,1650,2388,3498,2248,925,2019
"Santa Maria-Santa Barbara, CA Metro Area",199092,5494,28942,39307,39373,27128,13035,14570,3899,5992,13626,4463,3263,2019
"Santa Rosa-Petaluma, CA Metro Area",230748,7292,25682,35613,38483,32478,13738,29726,6072,5745,12914,13135,9870,2019
"Savannah, GA Metro Area",178202,4729,13231,23247,33278,33783,12361,24414,4614,4902,14271,6834,2538,2019
"Shawnee, OK Micro Area",29737,1064,6147,4007,4399,2763,678,2529,709,1519,3672,1598,652,2019
"Sheboygan, WI Metro Area",56765,3043,10202,12097,13127,7618,3456,2136,725,626,1583,1444,708,2019
"Shelby, NC Micro Area",39257,1698,5624,3847,5302,6866,1921,3122,1474,2077,4189,1802,1335,2019
"Shelton, WA Micro Area",26674,941,2172,2493,1632,2516,2042,3743,1385,1747,3452,2726,1825,2019
"Sherman-Denison, TX Metro Area",58258,2587,8772,8707,8360,7788,2907,4345,1447,3065,3458,4313,2509,2019
"Show Low, AZ Micro Area",31289,2317,5890,4518,5721,2394,527,4769,576,657,1470,1574,876,2019
"Shreveport-Bossier City, LA Metro Area",160374,5625,14732,26777,33940,26904,12387,20291,4107,2280,4384,5040,3907,2019
"Sierra Vista-Douglas, AZ Metro Area",44782,2049,9889,8844,8227,4537,1749,2973,508,931,1613,2535,927,2019
"Sioux City, IA-NE-SD Metro Area",69927,4772,9509,15787,17894,8422,2297,3264,1428,1703,2345,1163,1343,2019
"Sioux Falls, SD Metro Area",140711,5497,17034,27817,33188,25167,10493,9449,2538,1833,3226,1964,2505,2019
"Somerset, PA Micro Area",29408,1524,3747,4628,4191,4291,2107,3033,602,654,2128,1468,1035,2019
"South Bend-Mishawaka, IN-MI Metro Area",143818,4402,15510,21418,25941,26031,9658,19639,4485,2658,8032,3792,2252,2019
"Spartanburg, SC Metro Area",138689,3698,12240,18325,25264,24547,12518,19619,3960,3880,8258,4149,2231,2019
"Spokane-Spokane Valley, WA Metro Area",234539,8881,21145,35348,40618,40991,19549,32400,6727,5535,11023,7167,5155,2019
"Springfield, IL Metro Area",89709,1729,10683,16056,22549,16303,7403,7225,1063,1499,2515,1828,856,2019
"Springfield, MA Metro Area",322946,10058,37081,47110,51418,53339,23593,41472,10218,12220,18669,10074,7694,2019
"Springfield, MO Metro Area",202913,6189,19551,31576,30587,40276,11878,32725,4153,5670,11614,5272,3422,2019
"Springfield, OH Metro Area",56613,2435,6741,8675,12506,7501,3877,4854,1782,1773,4374,1554,541,2019
"State College, PA Metro Area",73045,2857,8174,12632,16699,12197,4627,8080,1761,1344,2040,1739,895,2019
"Statesboro, GA Micro Area",35703,1132,5587,7590,4254,4438,1201,3370,580,1533,3989,1526,503,2019
"Staunton, VA Metro Area",58420,2646,6379,8693,10076,9622,3610,8181,1737,2087,3415,934,1040,2019
"Stevens Point, WI Micro Area",35125,1693,5232,8820,6936,3895,1997,2416,858,776,1168,632,702,2019
"Stillwater, OK Micro Area",35558,2842,6874,8836,6682,3022,949,2257,385,429,891,1891,500,2019
"Stockton, CA Metro Area",302072,8905,24817,38964,45082,37979,11144,30146,5825,7750,22249,33987,35224,2019
"Sumter, SC Metro Area",56235,2449,7385,11713,11059,4917,1469,4947,761,1879,3178,4195,2283,2019
"Sunbury, PA Micro Area",38768,1408,4640,6715,6132,5831,1744,4523,1210,1545,2479,1218,1323,2019
"Syracuse, NY Metro Area",295965,8246,31834,50756,58622,51384,20920,32153,8232,8910,12753,6893,5262,2019
"Talladega-Sylacauga, AL Micro Area",29701,886,3529,4745,6085,3673,1388,3084,477,122,2921,2521,270,2019
"Tallahassee, FL Metro Area",174311,4370,15765,27480,33308,29738,12698,24499,4815,5920,10093,3726,1899,2019
"Tampa-St. Petersburg-Clearwater, FL Metro Area",1360550,24555,101286,162866,191272,205353,87793,202152,49979,62592,144335,94585,33782,2019
"Terre Haute, IN Metro Area",75482,2648,9090,11813,13044,11054,7359,7541,1203,2038,4244,2771,2677,2019
"Texarkana, TX-AR Metro Area",57731,735,8819,14156,8510,9882,2134,6660,1339,991,2321,1292,892,2019
"The Villages, FL Metro Area",21840,1280,2502,4328,3469,3140,328,2659,224,442,1329,1545,594,2019
"Toledo, OH Metro Area",293372,10070,34909,49539,55305,53316,24445,30114,5872,6631,11606,7954,3611,2019
"Topeka, KS Metro Area",110692,4357,12656,20729,24359,18006,5302,12533,1705,1820,5029,2795,1401,2019
"Torrington, CT Micro Area",88042,4038,8978,10997,8822,12349,4714,10173,3712,4324,9478,6620,3837,2019
"Traverse City, MI Micro Area",68101,1842,7965,11015,9557,11092,5586,8143,3030,2346,3431,2196,1898,2019
"Trenton-Princeton, NJ Metro Area",162418,3934,14692,25683,27040,21404,11554,16823,3939,4116,9661,11571,12001,2019
"Truckee-Grass Valley, CA Micro Area",35907,1312,5363,4446,7043,4260,899,3742,542,1627,2159,1900,2614,2019
"Tucson, AZ Metro Area",430469,7443,37539,59651,70281,68533,34712,66539,12504,19589,32217,12816,8645,2019
"Tuscaloosa, AL Metro Area",106782,1827,8801,19680,17841,19685,6801,11320,2796,2639,7864,5791,1737,2019
"Tullahoma-Manchester, TN Micro Area",43956,1850,5565,7667,6302,4374,3245,5360,1375,1052,4333,2245,588,2019
"Tulsa, OK Metro Area",450137,14401,45928,67334,81683,81929,39807,57791,11122,9108,24340,10029,6665,2019
"Tupelo, MS Micro Area",70991,1308,4824,13053,11176,12278,5029,9423,2361,2538,4930,2452,1619,2019
"Twin Falls, ID Metro Area",45398,2815,8832,7852,8586,7025,2087,4809,747,636,543,472,994,2019
"Tyler, TX Metro Area",98480,2578,7657,13153,19283,18133,6964,15044,2627,2787,3899,2759,3596,2019
"Ukiah, CA Micro Area",32330,1026,7471,6913,3944,2492,875,4662,482,673,904,1348,1540,2019
"Urban Honolulu, HI Metro Area",475312,7620,31374,56633,64745,65439,25388,90002,12097,18842,49415,38455,15302,2019
"Utica-Rome, NY Metro Area",122451,4810,18653,23719,24299,13036,8108,12309,3428,2463,5633,3912,2081,2019
"Valdosta, GA Metro Area",63904,2326,9613,9264,13046,9679,5352,7799,1609,572,1637,1093,1914,2019
"Vallejo, CA Metro Area",204797,5371,17557,23936,25439,19879,8032,27796,3455,7797,22070,27296,16169,2019
"Victoria, TX Metro Area",42472,1616,5127,9710,8655,5502,1889,4038,537,1170,1110,1795,1323,2019
"Vineland-Bridgeton, NJ Metro Area",58459,1449,8819,10474,7691,6227,3953,7403,1148,1546,4340,4163,1246,2019
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",851279,21061,74075,118367,144918,138094,63883,133759,24841,28768,56682,31318,15513,2019
"Visalia, CA Metro Area",177426,7711,25020,33000,28250,21742,10495,16474,4078,6644,15573,5695,2744,2019
"Waco, TX Metro Area",113733,3368,14514,20596,31244,16983,6230,11535,2277,987,2489,1485,2025,2019
"Walla Walla, WA Metro Area",25400,1299,8524,6916,3224,1840,529,1017,262,183,773,730,103,2019
"Warner Robins, GA Metro Area",84792,2189,7192,12277,16299,14707,6584,13350,2490,1341,3545,1921,2897,2019
"Kingsport-Bristol, TN-VA Metro Area",125061,4571,13315,20334,23201,18076,9203,15845,2553,4404,6919,4368,2272,2019
"Kingston, NY Metro Area",79036,2577,9206,11401,11099,9039,5337,7831,1676,5000,5991,5459,4420,2019
"Klamath Falls, OR Micro Area",26560,1496,4333,7346,6496,1919,1050,1495,556,578,697,378,216,2019
"Knoxville, TN Metro Area",377415,8238,31406,52453,64261,63320,29235,59358,13731,12144,25517,12402,5350,2019
"Kalamazoo-Portage, MI Metro Area",127187,4746,15182,22164,28466,21643,9583,11936,3197,2808,2557,3676,1229,2019
"Kalispell, MT Micro Area",45996,1286,7407,6803,10009,8127,1972,7020,269,922,1463,461,257,2019
"Kankakee, IL Metro Area",50360,2795,7279,9866,8805,5033,2256,3685,1085,1241,3125,3380,1810,2019
"Kansas City, MO-KS Metro Area",1028249,25488,96904,130900,175501,176395,91439,149037,37307,39868,64338,27159,13913,2019
"Kapaa, HI Micro Area",32424,665,4289,5156,5118,3257,2972,5285,346,715,3828,667,126,2019
"Keene, NH Micro Area",35171,2286,4743,5165,5030,5951,1877,3647,1469,373,1917,1674,1039,2019
"Kennewick-Richland, WA Metro Area",126870,4423,14545,22324,29288,19608,8247,9651,1921,2834,7443,3716,2870,2019
"Key West, FL Micro Area",36979,2647,5182,7780,5879,6200,1758,3135,480,578,1647,811,882,2019
"Killeen-Temple, TX Metro Area",193452,6667,29206,36341,39281,26650,8053,14597,4133,3996,11559,7837,5132,2019
"Kokomo, IN Metro Area",33494,1046,5779,7486,6891,3789,1153,1964,854,918,1249,1640,725,2019
"La Crosse-Onalaska, WI-MN Metro Area",66945,3143,10033,13373,12976,9101,3661,6766,1840,1360,1937,1366,1389,2019
"Lafayette, LA Metro Area",208792,8456,20413,32722,34676,31322,13024,30383,4066,5224,13339,7701,7466,2019
"Lafayette-West Lafayette, IN Metro Area",111963,4073,15687,27630,28422,12914,5201,5992,1706,2436,4267,2475,1160,2019
"LaGrange, GA-AL Micro Area",41977,902,5555,7984,6090,6201,2760,3556,477,809,4465,1917,1261,2019
"Lake Charles, LA Metro Area",82521,1915,12005,15399,11707,10895,4110,13545,924,1454,4237,2737,3593,2019
"Lake City, FL Micro Area",26350,371,3070,5291,4633,3370,1288,2369,513,1255,1866,1805,519,2019
"Lake Havasu City-Kingman, AZ Metro Area",69311,3489,12045,16137,13606,7409,1602,4933,1084,424,2274,3418,2890,2019
"Lakeland-Winter Haven, FL Metro Area",295482,5381,17799,29921,47303,44202,21669,39906,9288,13209,31980,24182,10642,2019
"Lancaster, PA Metro Area",258753,9284,28652,38250,40755,43651,21292,34065,7460,6155,14354,7847,6988,2019
"Lansing-East Lansing, MI Metro Area",260534,7977,29367,42728,49176,46971,16872,26098,6920,7985,11299,9082,6059,2019
"Laredo, TX Metro Area",112202,3377,12240,23350,24619,18593,5489,12218,1130,2324,3281,2039,3542,2019
"Las Cruces, NM Metro Area",84031,3399,7519,19773,15842,12843,6126,8460,1679,1480,4103,1742,1065,2019
"Las Vegas-Henderson-Paradise, NV Metro Area",1024729,15695,64566,114925,153357,195770,96831,200089,35466,38787,55971,31740,21532,2019
"Laurel, MS Micro Area",33260,1196,2976,3756,9010,5438,1320,5282,336,719,1143,675,1409,2019
"Lawrence, KS Metro Area",65137,1931,12900,14023,10622,5018,3841,5882,1454,2724,4864,1475,403,2019
"Lawton, OK Metro Area",51189,2344,9298,10549,11737,6273,1497,4326,714,550,1149,1432,1320,2019
"Lebanon, NH-VT Micro Area",102466,4379,12223,14617,14508,14804,6860,12663,3637,4051,8089,4594,2041,2019
"Lebanon, PA Metro Area",68839,2623,9361,10306,8716,8905,5519,8118,1848,2230,7028,3498,687,2019
"Lewiston, ID-WA Metro Area",28178,1331,6006,6910,5570,1969,1117,1731,284,720,1273,605,662,2019
"Lewiston-Auburn, ME Metro Area",52356,1861,9203,8296,8731,4517,2505,4362,2115,1979,5476,2739,572,2019
"Lexington-Fayette, KY Metro Area",242618,5627,26397,39440,48347,42019,17553,28536,8066,6203,10591,6158,3681,2019
"Lima, OH Metro Area",45160,1231,8279,8913,8109,6317,2693,3961,838,1883,1430,640,866,2019
"Lincoln, NE Metro Area",177685,5686,23994,34029,42401,30717,11583,15524,1916,2316,4878,3064,1577,2019
"Little Rock-North Little Rock-Conway, AR Metro Area",339568,10827,34982,53084,61402,55336,20273,44136,10259,10791,23954,10024,4500,2019
