Metro Area,Total,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,Year
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",178807,4710,14507,30010,32115,27423,10919,23468,4086,5791,12034,9064,4680,2012
"Denver-Aurora-Broomfield, CO Metro Area",1249014,25401,89781,142818,179233,205548,92681,215994,43401,60213,109684,59528,24732,2012
"Des Moines-West Des Moines, IA Metro Area",290874,11627,34033,48614,57187,59472,21317,30790,4971,5872,10269,4046,2676,2012
"Detroit-Warren-Livonia, MI Metro Area",1763105,38467,139967,215553,264656,275687,126138,281040,65850,84747,156477,86133,28390,2012
"Dothan, AL Metro Area",59214,1327,5608,10571,9586,8133,2539,12610,1309,1155,3423,2267,686,2012
"Dover, DE Metro Area",70815,3280,7069,12321,11440,9467,2472,7038,2033,1768,7189,4906,1832,2012
"DuBois, PA Micro Area",33319,1387,6348,4818,4950,3452,2293,3106,377,1228,2909,1444,1007,2012
"Dubuque, IA Metro Area",46637,1608,9308,11958,9638,6348,1673,3043,723,677,347,500,814,2012
"Duluth, MN-WI Metro Area",122561,7185,19427,24495,22006,16749,6948,10194,3045,2424,5854,2502,1732,2012
"Dunn, NC Micro Area",48387,1954,3237,3758,6450,6120,3238,8780,1956,2024,6007,4036,827,2012
"Durham-Chapel Hill, NC Metro Area",232568,5959,19543,35916,46128,39991,17246,27797,7682,7693,13154,7003,4456,2012
"East Liverpool-Salem, OH Micro Area",46585,2545,6324,6228,5966,5954,2891,5542,1478,2807,4481,1163,1206,2012
"East Stroudsburg, PA Micro Area",69391,2706,4735,7987,7515,8434,3980,7692,1686,1426,7150,5995,10085,2012
"Eau Claire, WI Metro Area",80281,3165,13243,19568,16464,9908,3149,6207,1505,1370,2508,1563,1631,2012
"El Centro, CA Metro Area",52072,1977,7874,9832,9810,7266,1620,6884,252,1361,1645,2008,1543,2012
"Elizabeth City, NC Micro Area",27354,1318,3089,5155,4081,3407,1227,2553,252,733,1707,2778,1054,2012
"Elizabethtown, KY Metro Area",53622,2934,6001,9349,11345,7062,2391,6761,529,959,3568,2119,604,2012
"Elkhart-Goshen, IN Metro Area",87503,3603,12422,14293,16344,16360,6297,8323,2545,1898,2973,1287,1158,2012
"Elmira, NY Metro Area",37643,1421,6378,8145,6717,5437,2051,2507,901,1308,1581,771,426,2012
"El Paso, TX Metro Area",318793,5726,24895,43779,60060,65070,22623,55733,5961,9199,12047,8242,5458,2012
"Enterprise-Ozark, AL Micro Area",41933,1382,4693,8960,7822,7471,2035,4196,937,765,2428,751,493,2012
"Erie, PA Metro Area",121807,6393,18401,24283,23834,19879,5953,12507,1488,1872,3625,1826,1746,2012
"Eugene-Springfield, OR Metro Area",137063,5291,19343,28298,28984,23274,6949,10801,1596,2794,4093,4009,1631,2012
"Eureka-Arcata-Fortuna, CA Micro Area",53870,5138,9138,12615,7627,7338,2237,4686,899,437,1498,1228,1029,2012
"Evansville, IN-KY Metro Area",162918,6077,19983,29137,33344,27920,10480,16548,2957,3856,6870,2846,2900,2012
"Fairbanks, AK Metro Area",48089,1783,6082,8443,9908,10010,3019,4549,875,464,1399,858,699,2012
"Fajardo, PR Metro Area",21555,380,1975,3421,4256,3534,926,1739,166,281,1115,2685,1077,2012
"Fargo, ND-MN Metro Area",118866,6958,20218,26765,31068,13567,5084,6916,706,1250,2260,2572,1502,2012
"Farmington, MO Micro Area",25040,998,5598,4152,3583,2993,598,1933,362,635,1233,1828,1127,2012
"Farmington, NM Metro Area",49361,1850,6711,9474,7284,6919,2225,6408,897,694,3130,2585,1184,2012
"Fayetteville, NC Metro Area",157818,5605,14378,21974,32526,29349,9634,24680,3502,3820,6247,3447,2656,2012
"Fayetteville-Springdale-Rogers, AR-MO Metro Area",206121,4529,28232,34227,41938,29587,16152,21906,4275,5498,13324,4219,2234,2012
"Findlay, OH Micro Area",35813,1585,7048,9531,6456,3696,1537,2075,537,566,1366,1028,388,2012
"Flagstaff, AZ Metro Area",60128,4325,13129,14790,12533,4683,1242,3138,488,700,1888,2432,780,2012
"Flint, MI Metro Area",149528,5081,15144,23370,27733,23452,9425,12723,2501,3712,13277,9957,3153,2012
"Florence, SC Metro Area",80785,2717,9252,13585,15854,14122,4228,9688,1556,1317,4601,2373,1492,2012
"Florence-Muscle Shoals, AL Metro Area",57380,1629,7336,10277,8842,8707,3116,6667,1430,1127,3668,3111,1470,2012
"Fond du Lac, WI Metro Area",49244,2607,7904,11147,8421,6054,2275,3691,1491,950,2331,1805,568,2012
"Forest City, NC Micro Area",24103,861,2472,5235,5319,2828,907,2263,323,1017,1445,1051,382,2012
"Fort Collins-Loveland, CO Metro Area",144837,5329,17554,27438,26953,20612,7213,14602,3449,4698,7145,6892,2952,2012
"Fort Payne, AL Micro Area",26486,1068,1859,4030,3657,4558,1745,5356,589,319,2045,569,691,2012
"Fort Smith, AR-OK Metro Area",116948,6271,15080,18694,21524,18412,6470,15292,1632,2802,6706,2161,1904,2012
"Fort Wayne, IN Metro Area",186837,5377,18385,32241,39312,38197,16477,18394,3653,3473,5776,2724,2828,2012
"Frankfort, KY Micro Area",32147,1321,5212,6304,5674,4476,1344,3054,1139,859,1498,801,465,2012
"Fresno, CA Metro Area",332107,9859,34416,49585,75827,56681,18547,41108,6771,5696,13517,11522,8578,2012
"Gadsden, AL Metro Area",36853,1404,3896,7771,7722,4421,1432,4098,571,531,1268,3073,666,2012
"Gainesville, FL Metro Area",111899,2855,12377,20882,22637,21298,5910,15715,1361,1833,3706,1676,1649,2012
"Gainesville, GA Metro Area",75544,1762,6193,12015,14606,9473,3716,8868,2184,2539,7800,4811,1577,2012
"Galesburg, IL Micro Area",29090,2317,6873,6133,3792,2725,1684,1620,642,420,1800,870,214,2012
"Gallup, NM Micro Area",20673,862,3737,4700,3039,1579,215,2539,202,183,1364,1570,683,2012
"Gettysburg, PA Micro Area",48208,1585,5882,6942,6238,6740,2812,4486,1937,1920,4787,3205,1674,2012
"Glens Falls, NY Metro Area",55797,1888,6883,9500,7990,7341,3451,6372,1895,2616,3753,3317,791,2012
"Goldsboro, NC Metro Area",49442,2209,6485,6893,10135,8079,2599,4923,952,2200,1792,1732,1443,2012
"Grand Forks, ND-MN Metro Area",50321,3842,13127,13354,8381,3736,1543,2713,536,372,1240,945,532,2012
"Grand Island, NE Micro Area",36200,3502,6298,10093,6508,3093,1555,2086,631,567,1104,355,408,2012
"Grand Junction, CO Metro Area",64479,2361,8968,12771,17489,9204,1888,3476,504,192,2253,3022,2351,2012
"Grand Rapids-Wyoming, MI Metro Area",346652,11851,38447,57422,59318,59763,28413,36016,9803,10737,19357,9970,5555,2012
"Grants Pass, OR Micro Area",25204,1671,5071,4398,3644,1939,1406,1989,682,868,2129,1041,366,2012
"Great Falls, MT Metro Area",36085,1786,6612,9869,8837,3184,1223,2239,176,276,673,624,586,2012
"Greeley, CO Metro Area",116905,4944,11769,16710,18917,14819,7116,15229,3213,4852,9522,7198,2616,2012
"Green Bay, WI Metro Area",150177,6061,19537,28538,31950,24952,10024,13262,3462,2971,4603,2846,1971,2012
"Greeneville, TN Micro Area",25644,1058,2686,3461,5114,4436,1785,3672,453,152,1502,670,655,2012
"Greensboro-High Point, NC Metro Area",312363,9608,32325,57348,64164,51352,22132,33129,5744,9061,13994,6928,6578,2012
"Greenville, NC Metro Area",87793,3203,12498,19056,18347,12703,4610,7835,1442,1450,2973,2828,848,2012
"Greenville-Mauldin-Easley, SC Metro Area",273103,8315,26656,39338,53050,49978,18679,36446,9939,7548,14841,4406,3907,2012
"Greenwood, SC Micro Area",23463,958,4005,5656,3615,3215,1589,1522,124,247,885,752,895,2012
"Guayama, PR Metro Area",16447,573,1225,2670,3069,2547,269,2563,433,440,861,1384,413,2012
"Gulfport-Biloxi, MS Metro Area",109697,2749,13501,19814,19907,18843,6171,14290,2469,1784,3890,4107,2172,2012
"Hagerstown-Martinsburg, MD-WV Metro Area",116549,4518,11884,15881,17047,17391,5567,13486,2909,6676,6910,5904,8376,2012
"Hammond, LA Micro Area",47786,2340,5118,7851,7507,4783,848,6024,802,1418,3346,5198,2551,2012
"Hanford-Corcoran, CA Metro Area",52734,3369,8077,8056,9038,6522,3688,4796,1646,2270,2560,2313,399,2012
"Harrisburg-Carlisle, PA Metro Area",261662,8145,28661,45329,45118,46862,21400,27353,5436,6656,15561,7306,3835,2012
"Harrisonburg, VA Metro Area",54199,2878,7676,11631,10064,8348,3000,5249,1134,555,1847,1115,702,2012
"Hartford-West Hartford-East Hartford, CT Metro Area",566893,18473,56387,83705,95245,95784,37806,79101,18465,22596,33114,16795,9422,2012
"Hattiesburg, MS Metro Area",59926,3170,6847,8762,13790,8926,2209,7452,1442,1597,1626,1839,2266,2012
"Helena, MT Micro Area",38299,1463,6047,10695,9256,4339,1072,3141,379,52,625,623,607,2012
"Hickory-Lenoir-Morganton, NC Metro Area",148094,4845,14617,21641,29622,28954,10217,15818,2653,2803,8182,6035,2707,2012
"Hilo, HI Micro Area",75768,2532,8132,13225,14646,8282,2554,9583,2075,2172,4546,4553,3468,2012
"Hilton Head Island-Beaufort, SC Micro Area",77954,2926,9283,14724,13686,13782,3211,9431,2525,1333,3425,2499,1129,2012
"Hinesville-Fort Stewart, GA Metro Area",34075,2197,3709,7535,6948,3697,1350,2890,435,600,3144,1307,263,2012
"Hobbs, NM Micro Area",27576,1770,4655,8462,4911,2585,1393,1327,202,219,315,763,974,2012
"Holland-Grand Haven, MI Metro Area",123553,6448,15959,23724,23768,18420,8171,12679,3662,2836,3888,2266,1732,2012
"Homosassa Springs, FL Micro Area",40421,836,3376,5872,9959,5748,1481,5309,595,1040,2341,2347,1517,2012
"Honolulu, HI Metro Area",464452,8600,38237,55362,66193,73917,23956,84399,11392,20484,41177,30854,9881,2012
"Hot Springs, AR Metro Area",38040,1367,5999,8504,7117,6027,2157,2646,693,383,1199,1278,670,2012
"Houma-Bayou Cane-Thibodaux, LA Metro Area",87299,3287,13165,16025,14533,8825,3461,9533,2295,2931,6196,3215,3833,2012
"Houston-Sugar Land-Baytown, TX Metro Area",2738015,52318,187955,304454,372863,393341,162028,488722,88128,127514,290718,209946,60028,2012
"Huntington-Ashland, WV-KY-OH Metro Area",108379,4233,13747,19090,16390,17299,8704,11017,3506,3955,5842,2657,1939,2012
"Huntsville, AL Metro Area",192828,3743,18415,30391,37429,36555,16009,25296,4304,4820,9659,3800,2407,2012
"Huntsville, TX Micro Area",20440,300,2047,3349,4710,2942,1385,1651,1286,211,1257,937,365,2012
"Hutchinson, KS Micro Area",27091,1764,5625,7704,5087,1874,1035,1354,119,851,612,221,845,2012
"Idaho Falls, ID Metro Area",55668,2625,11223,13376,10917,5591,2648,3698,719,540,1268,1869,1194,2012
"Indiana, PA Micro Area",36331,2749,4967,6671,5122,3890,1940,5042,787,1258,1321,1678,906,2012
"Indianapolis-Carmel, IN Metro Area",819366,21923,68939,98106,129163,141363,62608,131128,31239,36071,57814,26649,14363,2012
"Iowa City, IA Metro Area",84576,4953,11448,16871,17057,12074,5281,8602,1667,2125,2496,621,1381,2012
"Ithaca, NY Metro Area",42849,1770,6673,8801,9039,7413,3194,2417,357,466,1460,720,539,2012
"Jackson, MI Metro Area",61567,2740,6905,9686,11943,9187,3715,6021,1192,2785,3982,2361,1050,2012
"Jackson, MS Metro Area",226932,5937,18333,28280,40689,40924,19165,42460,5395,6113,11492,5481,2663,2012
"Jackson, TN Metro Area",46998,1056,6150,11283,9917,6535,1702,4643,835,1670,1221,1363,623,2012
"Jacksonville, FL Metro Area",577547,11534,41286,78789,97303,97848,43411,90328,18509,22432,44592,21610,9905,2012
"Jacksonville, NC Metro Area",77979,4687,8371,10820,14042,9356,4046,8344,1851,2150,6959,4994,2359,2012
"Jamestown-Dunkirk-Fredonia, NY Micro Area",54341,3958,10594,13129,8300,5799,2184,3823,802,1554,2000,1253,945,2012
"Janesville, WI Metro Area",67616,2577,9806,12428,9796,9310,3479,6532,2499,1589,5801,2631,1168,2012
"Jefferson City, MO Metro Area",65153,3883,10214,12611,11366,9099,3550,6257,2101,1537,2645,911,979,2012
"Johnson City, TN Metro Area",83524,2454,9378,12991,18562,12519,5761,10057,2012,1567,3938,2226,2059,2012
"Johnstown, PA Metro Area",55867,2041,7721,10034,9928,7622,2748,5914,1502,1923,3105,1840,1489,2012
"Jonesboro, AR Metro Area",51737,2646,8722,11518,10009,7210,2286,3755,790,594,1884,1170,1153,2012
"Joplin, MO Metro Area",74956,3203,12396,14276,13536,10316,5312,8613,1002,1604,2740,889,1069,2012
"Kahului-Wailuku, HI Micro Area",71476,2924,11337,14988,11169,7029,3449,7762,2186,2555,5391,1768,918,2012
"Kalamazoo-Portage, MI Metro Area",142033,5583,17229,26390,28585,23625,9630,14858,3168,2934,4650,3292,2089,2012
"Kalispell, MT Micro Area",36536,1758,7031,7293,6391,5982,1641,2984,265,864,1061,706,560,2012
"Kankakee-Bradley, IL Metro Area",47970,1950,7414,8826,7456,6192,1785,4355,1139,1216,3507,2708,1422,2012
"Kansas City, MO-KS Metro Area",950490,25973,100575,134683,162613,162114,76035,139982,29986,31723,54188,21033,11585,2012
"Kapaa, HI Micro Area",29106,801,4661,5311,3700,4378,1016,4233,639,784,2068,1240,275,2012
"Keene, NH Micro Area",36370,1500,5151,7354,5911,4949,2051,3895,877,936,1395,1274,1077,2012
"Kennewick-Pasco-Richland, WA Metro Area",112321,4575,13082,19111,27665,19119,5310,10154,1895,1967,5900,2409,1134,2012
"Key West, FL Micro Area",36188,1350,6814,6797,8184,3906,1137,3197,1283,445,1496,968,611,2012
"Killeen-Temple-Fort Hood, TX Metro Area",175366,6771,25232,36460,35164,23356,6871,18453,3800,3881,6818,5212,3348,2012
"Kingsport-Bristol-Bristol, TN-VA Metro Area",121690,4697,12827,21092,22852,19777,5326,15086,3423,3412,7691,3448,2059,2012
"Kingston, NY Metro Area",76199,2779,8308,10046,10123,11426,4588,8972,2916,4291,5378,4326,3046,2012
"Klamath Falls, OR Micro Area",23802,1453,3435,5594,4743,2500,1458,1894,284,103,915,679,744,2012
"Knoxville, TN Metro Area",303424,5134,26230,47387,58078,59245,21993,42024,7854,10352,14523,6621,3983,2012
"Kokomo, IN Metro Area",38369,2344,7290,8100,6559,3512,1659,2455,491,902,2570,2022,465,2012
"La Crosse, WI-MN Metro Area",67507,3280,11838,13131,15645,8801,3945,4656,894,1781,1778,983,775,2012
"Lafayette, IN Metro Area",93825,3516,12928,20452,23489,12317,4353,7161,1696,1501,2726,2348,1338,2012
"Lafayette, LA Metro Area",130691,7671,14556,19702,25461,22770,9227,13321,2100,2111,4942,3674,5156,2012
"LaGrange, GA Micro Area",26786,883,2477,4847,5929,6214,491,1603,504,324,2246,589,679,2012
"Lake Charles, LA Metro Area",83783,2779,11281,14970,19421,10945,5611,8993,1245,1300,2609,2615,2014,2012
"Lake City, FL Micro Area",22209,372,1573,5102,3192,3937,1645,2013,243,706,2200,864,362,2012
"Lake Havasu City-Kingman, AZ Metro Area",58671,2933,12447,12621,11156,8158,2493,2627,634,475,1752,2377,998,2012
"Lakeland-Winter Haven, FL Metro Area",220595,4252,17974,29049,39802,37408,13330,28164,6739,7646,18763,12704,4764,2012
"Lancaster, PA Metro Area",233117,9217,25519,41980,41167,37136,16274,25409,6787,6197,10350,8913,4168,2012
"Lancaster, SC Micro Area",28127,651,3515,4363,3719,2230,1243,4315,1002,832,3323,1852,1082,2012
"Lansing-East Lansing, MI Metro Area",200937,7581,23932,35559,41057,35195,12439,21015,3904,3626,6283,6016,4330,2012
"Laredo, TX Metro Area",89578,2140,8583,17310,21695,14129,4481,11339,678,1392,2768,2795,2268,2012
"Las Cruces, NM Metro Area",84113,3630,9423,15016,20701,11852,4690,8526,1352,963,4627,2201,1132,2012
"Las Vegas-Paradise, NV Metro Area",858148,15016,56228,98940,149696,177667,76652,165735,21359,23854,33886,24042,15073,2012
"Laurel, MS Micro Area",31735,394,3274,4355,7958,3758,808,6860,563,529,1481,954,801,2012
"Lawrence, KS Metro Area",57930,2623,8733,12070,9884,4798,3532,4638,3320,2398,4205,1346,383,2012
"Lawton, OK Metro Area",54125,4806,8260,10801,11933,7679,2635,5304,231,159,1112,712,493,2012
"Lebanon, NH-VT Micro Area",79911,6218,11170,13008,11672,10496,3893,9498,2181,2348,4747,3199,1481,2012
"Lebanon, PA Metro Area",61241,3098,7726,10535,10596,8320,2845,6847,1141,1960,4627,2512,1034,2012
"Lewiston, ID-WA Metro Area",25677,1673,4592,6311,6077,3097,629,1236,159,250,903,335,415,2012
"Lewiston-Auburn, ME Metro Area",50664,2615,7674,9682,6142,6109,3134,4243,1180,3052,3657,2335,841,2012
"Lexington-Fayette, KY Metro Area",229364,7496,28961,37078,46194,43594,12913,26869,3927,5702,9500,3915,3215,2012
"Lexington Park, MD Micro Area",54658,1091,5139,7586,8944,8288,2449,7841,1072,1032,2556,4972,3688,2012
"Lima, OH Metro Area",44802,2780,6903,8602,8041,6926,3171,3232,1199,538,1068,1192,1150,2012
"Lincoln, NE Metro Area",156898,6106,19566,34555,34989,30342,8382,10741,1558,1510,3916,3689,1544,2012
"Lincolnton, NC Micro Area",34538,1198,2927,3497,4066,3975,2554,5629,1706,1699,4897,1733,657,2012
"Little Rock-North Little Rock-Conway, AR Metro Area",319159,10700,32733,48358,56038,54721,17357,49060,9227,8086,19801,9052,4026,2012
"Logan, UT-ID Metro Area",55822,3667,11934,14340,9171,6086,2393,3351,408,582,999,1914,977,2012
"Longview, TX Metro Area",88546,4171,12499,14420,16856,12510,3910,10873,1311,2159,4774,2301,2762,2012
"Longview, WA Metro Area",36468,1934,4261,8406,7109,5066,1457,2920,543,299,1890,1926,657,2012
"Los Angeles-Long Beach-Santa Ana, CA Metro Area",5551323,72107,372041,652715,807168,823755,309976,986123,139073,259640,501435,458883,168407,2012
"Louisville/Jefferson County, KY-IN Metro Area",579424,15303,49113,74514,101610,101584,50783,87363,17199,21200,36642,15564,8549,2012
"Lubbock, TX Metro Area",133559,5427,20747,33030,38950,16625,2819,7893,1379,923,2906,1820,1040,2012
"Lufkin, TX Micro Area",32317,2091,5647,8071,6603,4243,1973,2141,50,234,765,264,235,2012
"Lumberton, NC Micro Area",48048,1356,4292,6793,8900,8447,2655,7885,1557,1384,2016,1292,1471,2012
"Lynchburg, VA Metro Area",109306,2487,12327,20803,19698,17176,5501,13900,3270,2426,5985,3352,2381,2012
"Macon, GA Metro Area",91773,2619,9618,13426,20431,14535,5120,10998,2832,2870,4938,1970,2416,2012
"Madera-Chowchilla, CA Metro Area",38582,1279,5174,7614,5169,5508,976,5491,670,1426,2233,1889,1153,2012
"Madison, WI Metro Area",305390,11612,36016,51507,55274,51635,24910,32728,9824,7510,12642,7372,4360,2012
"Manchester-Nashua, NH Metro Area",197515,4101,17699,32096,31933,27347,11713,23784,7598,7693,16089,12194,5268,2012
"Manhattan, KS Metro Area",66108,2438,9950,15995,13244,10855,3110,5691,1163,779,1347,860,676,2012
"Manitowoc, WI Micro Area",38591,2820,6527,8365,6593,4815,2049,2536,696,845,1679,1031,635,2012
"Mankato-North Mankato, MN Metro Area",50716,2536,10221,14401,9713,5644,1628,2792,424,313,1148,1014,882,2012
"Mansfield, OH Metro Area",47925,1711,7777,9966,9594,7300,3005,3038,641,674,1434,1670,1115,2012
"Marinette, WI-MI Micro Area",26778,2493,4697,5203,4327,2779,1027,2192,500,464,1579,960,557,2012
"Marion, IN Micro Area",27553,2970,5887,5050,4597,3386,985,1867,251,313,815,714,718,2012
"Marion, OH Micro Area",24934,999,3809,5512,4004,2649,1043,1542,941,475,2506,1034,420,2012
"Marion-Herrin, IL Micro Area",27915,1001,3473,3999,5950,4420,2028,3074,322,556,1202,1642,248,2012
"Marquette, MI Micro Area",28851,1076,7109,5052,5032,3415,2194,2615,390,463,567,310,628,2012
"Marshall, TX Micro Area",28220,1622,3458,5363,3873,2899,1492,3286,1140,687,2879,1064,457,2012
"Marshfield-Wisconsin Rapids, WI Micro Area",35026,1809,8629,7708,4864,3861,1315,2736,439,675,2085,521,384,2012
"Martinsville, VA Micro Area",24588,397,2284,3930,3664,3906,2951,2578,541,468,2091,944,834,2012
"Mayagüez, PR Metro Area",25233,598,2765,4555,3974,5565,1138,3800,310,340,1183,861,144,2012
"McAllen-Edinburg-Mission, TX Metro Area",269116,7652,32316,47213,52952,44681,18577,38903,4524,4282,6813,5609,5594,2012
"Meadville, PA Micro Area",35515,2300,5954,6196,5196,4071,1911,2877,740,1319,2415,1728,808,2012
"Medford, OR Metro Area",78157,3917,13251,15034,16756,11236,4391,5445,970,2678,2106,999,1374,2012
"Memphis, TN-MS-AR Metro Area",562090,11980,47546,76755,86419,100236,46419,99060,17540,21784,35583,12216,6552,2012
"Merced, CA Metro Area",89914,4306,12083,16133,14703,10122,3063,9161,1322,1724,6531,5009,5757,2012
"Meridian, MS Micro Area",39853,1722,4518,6310,7793,7756,1702,4481,920,660,1773,1230,988,2012
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2456010,33366,143050,271458,337186,404421,151931,483033,89618,118222,223947,148830,50948,2012
"Michigan City-La Porte, IN Metro Area",43833,1701,7051,8242,5332,4937,2664,3900,1079,1459,4107,2235,1126,2012
"Midland, MI Micro Area",35214,1219,3355,8725,7932,4462,2387,3296,939,760,1387,406,346,2012
"Midland, TX Metro Area",70154,3231,8310,13533,16512,12841,3068,6276,1181,696,1681,1969,856,2012
"Milwaukee-Waukesha-West Allis, WI Metro Area",724795,17812,72650,106782,120309,131210,57441,102746,21043,25628,37326,20234,11614,2012
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1657563,37625,138314,214065,255972,285706,140917,245944,58065,68530,122023,67846,22556,2012
"Minot, ND Micro Area",38899,3442,8940,8292,7680,4217,1042,2103,303,301,1200,860,519,2012
"Missoula, MT Metro Area",54943,2687,8862,13665,14064,8007,1585,2496,579,970,868,507,653,2012
"Mobile, AL Metro Area",158668,3465,12389,24781,28047,29469,9408,24878,3574,4335,10745,4663,2914,2012
"Modesto, CA Metro Area",187749,5473,24582,27906,32397,25289,9112,21000,3947,5909,9525,10610,11999,2012
"Monroe, LA Metro Area",70183,1424,10110,17263,11362,10419,2979,9551,650,796,2251,1247,2131,2012
"Monroe, MI Metro Area",65347,2945,6508,8920,9390,10063,4151,9180,3420,2932,5053,2222,563,2012
"Montgomery, AL Metro Area",155503,3491,13406,21275,29612,30235,10707,22888,4162,4410,10176,3259,1882,2012
"Morehead City, NC Micro Area",29926,1635,3337,4951,3941,4067,1771,4250,1009,766,2253,1071,875,2012
"Morgantown, WV Metro Area",57663,1611,6566,10246,11105,9592,3606,6035,688,1184,3411,2575,1044,2012
"Morristown, TN Metro Area",52687,990,4719,7509,10051,8618,2006,5666,1908,1560,5320,3367,973,2012
"Moses Lake, WA Micro Area",34246,2364,7644,4616,4700,4466,1140,4945,660,373,1825,1002,511,2012
"Mount Airy, NC Micro Area",28518,1404,2851,4530,6393,4224,1372,2013,488,980,2111,1540,612,2012
"Mount Pleasant, MI Micro Area",29178,1458,6855,7373,4180,3151,1248,1624,378,633,972,546,760,2012
"Mount Vernon-Anacortes, WA Metro Area",47699,1173,5337,8257,9710,6417,2247,4963,984,1211,2774,2846,1780,2012
"Muncie, IN Metro Area",46721,1633,7108,10403,8927,5509,3185,3233,395,1047,2244,2381,656,2012
"Muskegon-Norton Shores, MI Metro Area",65849,2240,9006,13241,12212,9842,3699,4371,1973,1480,4096,2170,1519,2012
"Muskogee, OK Micro Area",26065,719,5142,6631,3742,2418,974,2164,627,426,1587,1403,232,2012
"Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area",117502,2957,11178,19152,22825,22131,8128,16728,1992,2575,5877,2323,1636,2012
"Nacogdoches, TX Micro Area",26232,1536,6702,5925,3543,2269,803,3654,366,147,422,321,544,2012
"Napa, CA Metro Area",63328,2606,8156,11384,10283,9244,1832,7942,1139,1426,4183,3190,1943,2012
"Naples-Marco Island, FL Metro Area",121731,2631,11900,15570,22474,20894,7213,18983,1474,4446,8188,6075,1883,2012
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",749125,15424,56419,98351,115632,117286,50806,120021,26588,29248,70978,35325,13047,2012
"New Bern, NC Micro Area",52582,2847,6568,10524,9711,5931,2736,5542,1561,1846,2493,2054,769,2012
"New Castle, PA Micro Area",37611,2352,4293,7331,5904,4891,2594,3532,732,967,2846,1662,507,2012
"New Haven-Milford, CT Metro Area",388666,9327,35691,64982,64698,64648,23028,59307,10529,11509,20308,16247,8392,2012
"New Iberia, LA Micro Area",30183,1047,4794,6233,5896,3091,1122,2767,533,711,1047,1191,1751,2012
"New Orleans-Metairie-Kenner, LA Metro Area",519728,16135,46597,72013,81318,82755,30836,79427,14083,15036,40999,29788,10741,2012
"New Philadelphia-Dover, OH Micro Area",40011,2777,5865,6682,6860,4826,2711,4031,1172,1351,2244,1025,467,2012
"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",8458242,143520,499064,791299,867042,996884,415195,1292252,250557,479502,1025408,1183308,514211,2012
"Niles-Benton Harbor, MI Metro Area",63189,2286,8988,13081,12030,11361,2597,4425,1312,1518,3018,1341,1232,2012
"North Port-Bradenton-Sarasota, FL Metro Area",270141,6129,24193,39394,44309,50717,17177,46291,4966,9374,16596,6964,4031,2012
"North Wilkesboro, NC Micro Area",27020,615,2960,4112,4518,4718,1187,3269,860,762,2061,1235,723,2012
"Norwich-New London, CT Metro Area",131643,4372,19841,20569,22123,23642,8342,12239,2567,2952,7338,6079,1579,2012
"Oak Harbor, WA Micro Area",32411,702,3823,5912,5663,2648,716,2599,889,1317,2735,2761,2646,2012
"Ocala, FL Metro Area",107300,2824,7632,16276,19284,20509,6656,13993,2139,3345,7365,6199,1078,2012
"Ocean City, NJ Metro Area",41689,3305,5374,6465,8733,5233,2780,3460,763,976,2277,1290,1033,2012
"Odessa, TX Metro Area",65354,2842,7024,15656,13021,10706,1771,7057,223,466,1806,2036,2746,2012
"Ogden-Clearfield, UT Metro Area",247595,8031,30232,40267,42370,41932,13417,30671,5309,7758,15441,8439,3728,2012
"Ogdensburg-Massena, NY Micro Area",41180,3125,7370,8625,4862,4651,2507,3719,533,1246,2295,1403,844,2012
"Oklahoma City, OK Metro Area",588529,18131,63517,92643,103399,107702,44773,82629,13877,14556,27898,11086,8318,2012
"Olean, NY Micro Area",32930,2983,6394,4454,4355,4149,1876,2833,820,1191,1823,1241,811,2012
"Olympia, WA Metro Area",113257,4099,10971,16478,21297,17497,5438,15966,2240,4662,6193,5876,2540,2012
"Omaha-Council Bluffs, NE-IA Metro Area",431598,14567,47789,75560,86707,83884,32038,50694,8806,7488,13050,6555,4460,2012
"Opelousas-Eunice, LA Micro Area",31627,1588,5524,3928,3192,3394,1115,4899,1139,1851,1947,1804,1246,2012
"Orangeburg, SC Micro Area",32452,1680,3605,3848,4665,6332,1257,2890,998,799,3143,2112,1123,2012
"Orlando-Kissimmee-Sanford, FL Metro Area",966991,11510,59617,115562,147737,154698,78495,164348,34089,41490,92040,48133,19272,2012
"Oshkosh-Neenah, WI Metro Area",81276,3014,11281,18203,16489,12930,4955,7190,1508,1267,1738,1572,1129,2012
"Ottawa-Streator, IL Micro Area",67265,4386,13929,11953,7608,7255,3527,5400,1078,2223,4564,3726,1616,2012
"Owensboro, KY Metro Area",49350,2438,7536,10438,10241,6030,1945,3887,502,1271,2900,1300,862,2012
"Owosso, MI Micro Area",26279,1406,2800,2986,2577,2920,2143,3820,795,1763,2572,1629,868,2012
