Metro Area,Total,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,Year
"Danville, VA Micro Area",37396,772,3686,5295,6225,4469,2109,6217,1158,933,3160,2303,1069,2023
"Daphne-Fairhope-Foley, AL Metro Area",103319,2341,11675,13909,13272,12877,6936,17944,2020,5139,9276,6100,1830,2023
"Davenport-Moline-Rock Island, IA-IL Metro Area",166758,7791,20736,26348,34133,30885,15836,15557,2580,2309,5045,3772,1766,2023
"Dayton-Kettering-Beavercreek, OH Metro Area",346557,8781,38758,54973,70035,61726,27548,39441,9338,9924,12645,8813,4575,2023
"Decatur, AL Metro Area",68384,1770,5100,9777,9351,9930,3838,11706,3641,2998,7075,2240,958,2023
"Decatur, IL Metro Area",39396,1544,5566,7957,9906,5601,2206,1765,389,682,1479,1306,995,2023
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",268113,3315,27500,34745,41610,35474,19481,37425,8413,7633,22591,21611,8315,2023
"Denver-Aurora-Centennial, CO Metro Area",1310265,26276,96707,137977,182200,205659,108351,224731,55869,59620,123257,64421,25197,2023
"Des Moines-West Des Moines, IA Metro Area",337366,9941,42513,56134,67948,55449,29535,36984,7814,7140,13816,6140,3952,2023
"Detroit-Warren-Dearborn, MI Metro Area",1783524,38681,141198,218669,260435,271516,157311,263147,79832,82644,150975,88355,30761,2023
"Dothan, AL Metro Area",65897,2796,7323,10010,14569,9816,3254,7787,2116,2039,3137,1981,1069,2023
"Dover, DE Metro Area",84848,1314,7387,14534,16029,10624,4012,9731,2064,2990,7921,5017,3225,2023
"DuBois, PA Micro Area",32288,1503,4682,4344,5237,2790,2256,3525,1390,1365,2908,1182,1106,2023
"Dubuque, IA Metro Area",46520,2947,8557,11220,9573,5459,1858,3203,775,505,721,879,823,2023
"Duluth, MN-WI Metro Area",126845,5189,18504,23050,23571,17316,9198,12133,3133,2805,5477,3575,2894,2023
"Durham-Chapel Hill, NC Metro Area",256085,4745,25688,34151,47217,43557,20637,33070,10000,11013,12274,9007,4726,2023
"Eagle Pass, TX Metro Area",20308,543,2697,5303,4637,2933,889,1111,83,502,366,521,723,2023
"East Stroudsburg, PA Micro Area",68167,875,6898,7502,7361,8661,3496,7778,3569,2238,6947,6456,6386,2023
"Eau Claire, WI Metro Area",78850,4317,14824,14417,14165,10151,5812,5067,1393,1920,2894,1790,2100,2023
"El Centro, CA Metro Area",58299,2847,10082,9598,8063,7033,3612,9009,472,1527,2134,1266,2656,2023
"Elizabethtown, KY Metro Area",55187,1954,4986,7395,11496,7029,3679,5838,1588,1870,5971,2542,839,2023
"Elkhart-Goshen, IN Metro Area",95133,3101,13566,16476,18933,15649,5761,10778,2340,2637,3046,1383,1463,2023
"Elmira, NY Metro Area",34518,2326,5762,6024,7107,4580,2261,2880,325,604,954,1369,326,2023
"El Paso, TX Metro Area",365335,5656,26886,45971,72373,62427,32815,61567,8158,12013,19078,11883,6508,2023
"Enid, OK Metro Area",28001,2339,4065,8474,5198,2841,803,1525,1190,287,262,214,803,2023
"Erie, PA Metro Area",111008,4178,16053,23906,20330,16095,7291,11842,2312,1946,3226,2275,1554,2023
"Eugene-Springfield, OR Metro Area",152482,5460,18407,34374,32398,25886,7622,11521,2731,2028,4502,5026,2527,2023
"Eureka-Arcata, CA Micro Area",52359,4827,9359,10539,10547,5849,2526,3880,606,807,1672,981,766,2023
"Evansville, IN Metro Area",121474,3951,17344,21885,21396,18946,7904,11953,4218,2793,5544,2353,3187,2023
"Fairbanks-College, AK Metro Area",46089,2158,6277,7799,9327,8157,3903,4627,316,1052,1273,920,280,2023
"Fargo, ND-MN Metro Area",131119,5537,16964,33429,34809,15506,6450,9299,914,1947,2826,1716,1722,2023
"Faribault-Northfield, MN Micro Area",31901,1992,6797,4602,3303,3298,1332,2678,1212,847,2792,2339,709,2023
"Farmington, MO Micro Area",26211,1479,3402,4416,4524,2699,815,2252,647,722,2007,2295,953,2023
"Farmington, NM Metro Area",45900,1844,6558,7502,7040,7853,2466,5267,582,599,2939,1931,1319,2023
"Fayetteville, NC Metro Area",171794,10170,18457,22502,29263,28342,11455,24927,4721,3556,9878,3997,4526,2023
"Fayetteville-Springdale-Rogers, AR Metro Area",265155,7348,27762,47178,49442,43226,24365,29168,7667,6891,12680,5175,4253,2023
"Findlay, OH Micro Area",35493,1915,7941,7636,5394,4434,1447,2176,2385,336,1213,305,311,2023
"Flagstaff, AZ Metro Area",61686,2638,12224,10650,14627,8749,3170,3519,652,1114,1749,1789,805,2023
"Flint, MI Metro Area",158078,5089,15936,22509,24902,24067,9119,17742,4850,4343,11718,13369,4434,2023
"Florence, SC Metro Area",79987,2018,8017,14423,15311,14103,3458,8306,1784,3044,4770,2464,2289,2023
"Florence-Muscle Shoals, AL Metro Area",62545,2127,8284,11554,10550,7444,3595,5477,736,1740,4958,3636,2444,2023
"Fond du Lac, WI Metro Area",48756,1875,10660,7584,5465,5207,2542,5872,1366,1131,3794,1673,1587,2023
"Forest City, NC Micro Area",27522,1300,3412,3382,3998,2941,2239,4081,630,1447,1786,1668,638,2023
"Fort Collins-Loveland, CO Metro Area",156701,5255,19651,25297,26717,25738,9431,17184,4265,4011,7571,8390,3191,2023
"Fort Payne, AL Micro Area",27848,1206,2311,4112,5081,4080,2297,3824,606,896,2149,743,543,2023
"Fort Smith, AR-OK Metro Area",93757,1765,11613,15893,17374,15481,5759,11583,2265,1301,5495,3403,1825,2023
"Fort Wayne, IN Metro Area",203109,7047,19921,30210,40192,38470,19234,22906,5166,4104,7925,3962,3972,2023
"Frankfort, KY Micro Area",32979,524,4275,4995,5370,2449,2278,5145,1533,1247,3522,1388,253,2023
"Fresno, CA Metro Area",441881,12866,40253,66441,84497,79895,32467,56886,8184,12195,22265,15233,10699,2023
"Gadsden, AL Metro Area",38542,1351,3513,4406,6355,6858,2680,5592,915,710,3030,2205,927,2023
"Gainesville, FL Metro Area",143495,4170,13020,24036,22300,27685,7539,20607,4391,4763,8281,4315,2388,2023
"Gainesville, GA Metro Area",89444,1858,6379,12429,18128,11413,6001,11425,3684,2643,6880,6330,2274,2023
"Gallup, NM Micro Area",21153,1271,1967,4577,3806,2426,562,1954,291,864,1850,928,657,2023
"Gettysburg, PA Metro Area",47933,1242,4936,5128,6358,7046,3293,5052,1523,2020,5064,3903,2368,2023
"Glens Falls, NY Metro Area",54269,1997,8390,8376,9085,5932,2596,5522,1668,2163,4582,2628,1330,2023
"Goldsboro, NC Metro Area",48493,1296,5306,7164,7640,6760,3966,5264,1823,2366,2284,2993,1631,2023
"Granbury, TX Micro Area",25648,948,1382,4979,3581,2917,1961,2714,211,1100,2537,2505,813,2023
"Grand Forks, ND-MN Metro Area",53965,4350,14349,13190,8586,4765,2274,2563,965,383,715,1107,718,2023
"Grand Island, NE Metro Area",35792,1851,7378,9459,7513,3328,966,2490,509,279,837,507,675,2023
"Grand Junction, CO Metro Area",62736,2312,10284,16574,15555,7790,1993,2362,87,676,984,2452,1667,2023
"Grand Rapids-Wyoming-Kentwood, MI Metro Area",524360,17664,66055,88582,95492,83498,42224,53203,17491,12901,25550,12990,8710,2023
"Grants Pass, OR Metro Area",28332,1515,5218,3820,7696,2469,688,1299,964,1435,1426,1102,700,2023
"Great Falls, MT Metro Area",37156,1847,8384,9309,8644,3785,829,1707,321,360,615,1019,336,2023
"Greeley, CO Metro Area",157934,4724,17045,17835,19335,20232,9531,22176,6251,7533,16444,14003,2825,2023
"Green Bay, WI Metro Area",152523,4501,15783,30829,30447,28031,10163,11017,3858,3280,7244,4103,3267,2023
"Greeneville, TN Micro Area",27792,1979,3836,4086,2892,2001,1635,3569,611,1615,2496,1818,1254,2023
"Greenfield, MA Micro Area",31559,1565,4477,4134,4411,3888,1831,3942,1236,678,2821,2015,561,2023
"Greensboro-High Point, NC Metro Area",335536,11452,38276,53066,57644,54886,26342,41164,9434,7922,16105,10040,9205,2023
"Greenville, NC Metro Area",71873,965,8608,15960,15569,10371,4975,5139,2031,1223,2541,2583,1908,2023
"Greenville-Anderson-Greer, SC Metro Area",417834,9740,34864,56274,68962,71352,34487,65285,13556,13394,27820,15261,6839,2023
"Greenwood, SC Micro Area",40646,1219,4912,8841,8857,5090,1681,3258,1359,593,2459,1488,889,2023
"Guayama, PR Metro Area",19720,1658,1750,3472,2345,4587,707,1770,300,544,676,1136,775,2023
"Gulfport-Biloxi, MS Metro Area",179542,6969,18709,23242,29815,29516,14508,23303,5921,4292,10676,7833,4758,2023
"Hagerstown-Martinsburg, MD-WV Metro Area",131310,668,13546,17515,17482,17868,9418,16196,3409,5312,11870,11621,6405,2023
"Hammond, LA Metro Area",55625,1201,5188,7905,8467,7019,2710,5919,1031,1242,6955,5614,2374,2023
"Hanford-Corcoran, CA Metro Area",53851,1836,8701,8423,8801,5310,2290,6552,1557,3410,4754,1742,475,2023
"Harrisburg-Carlisle, PA Metro Area",250770,8962,26683,39705,43337,39139,19738,31338,9390,8019,12889,6690,4880,2023
"Harrisonburg, VA Metro Area",59550,2333,7741,12201,9454,9128,4557,5959,1461,1992,1928,2046,750,2023
"Hartford-West Hartford-East Hartford, CT Metro Area",502274,14339,48629,73101,81141,80400,44391,66862,18208,19554,28642,16712,10295,2023
"Hattiesburg, MS Metro Area",66903,2335,7458,11797,13202,9948,5487,6801,1514,789,2739,2085,2748,2023
"Heber, UT Micro Area",32585,1580,3738,4861,4877,3313,3945,5132,1005,687,1851,1479,117,2023
"Helena, MT Metro Area",39414,1807,5170,8556,7559,5001,1667,4141,498,764,1210,1673,1368,2023
"Hermiston-Pendleton, OR Micro Area",38662,3349,7770,5536,6552,6469,1811,2429,545,720,1356,1025,1100,2023
"Hermitage, PA Micro Area",43185,2255,7324,6735,6087,4733,3844,4593,1412,1174,2048,1911,1069,2023
"Hickory-Lenoir-Morganton, NC Metro Area",162095,4728,15892,23802,27285,25457,15114,20182,4028,4842,9624,8150,2991,2023
"Hilo-Kailua, HI Micro Area",77289,1863,8096,12655,13831,8893,1940,9184,2492,2216,6515,5779,3825,2023
"Hilton Head Island-Bluffton-Port Royal, SC Metro Area",93685,4072,11193,17365,14904,11861,4097,9895,3385,3467,8122,3733,1591,2023
"Hinesville, GA Metro Area",36970,1369,5925,3892,8401,3734,2388,2673,989,739,2536,3684,640,2023
"Hobbs, NM Micro Area",32262,2292,7987,7034,4019,1332,543,3219,343,724,1143,1778,1848,2023
"Holland, MI Micro Area",52997,1208,4994,5828,8675,8815,5704,7386,2883,1467,3192,1575,1270,2023
"Homosassa Springs, FL Metro Area",47740,913,3747,6997,7330,6064,3637,5197,1891,1364,5914,3200,1486,2023
"Hot Springs, AR Metro Area",37807,1778,5302,6681,6920,5298,2162,3608,515,331,1208,2286,1718,2023
"Houma-Bayou Cane-Thibodaux, LA Metro Area",82656,2978,12082,11326,12490,9444,5125,10409,1160,3373,6675,4584,3010,2023
"Houston-Pasadena-The Woodlands, TX Metro Area",3177856,52566,190193,313538,420888,426026,224750,526858,133623,163789,370713,269374,85538,2023
"Huntington-Ashland, WV-KY-OH Metro Area",147434,6352,16505,17616,25023,21649,10646,20021,3006,5338,10663,7825,2790,2023
"Huntsville, AL Metro Area",223617,3977,19065,30906,35908,41119,25094,35822,6836,7476,11050,3679,2685,2023
"Huntsville, TX Micro Area",28059,1646,3731,5592,4693,2737,1095,2173,385,514,2031,1505,1957,2023
"Idaho Falls, ID Metro Area",70223,2456,12211,15305,12388,9535,3398,4863,527,714,2226,3790,2810,2023
"Indiana, PA Micro Area",34277,1834,4333,5570,4713,4006,2637,3607,767,1547,1635,2183,1445,2023
"Indianapolis-Carmel-Greenwood, IN Metro Area",935820,26686,81508,119473,133660,137895,84048,154737,40160,39560,67017,33312,17764,2023
"Iowa City, IA Metro Area",85966,3584,11218,16677,15313,12916,8113,8579,3103,852,2685,1384,1542,2023
"Ithaca, NY Metro Area",41736,952,5921,5558,9987,7974,2362,4720,493,678,593,1800,698,2023
"Jackson, MI Metro Area",62539,2144,7558,11756,11594,6568,3271,6957,1911,2347,5122,2182,1129,2023
"Jackson, MS Metro Area",255869,5115,17791,34121,50198,45894,22656,39202,7166,7864,14039,5951,5872,2023
"Jackson, TN Metro Area",73420,3628,10074,10607,11871,10756,4519,8693,1329,2830,3079,3650,2384,2023
"Jacksonville, FL Metro Area",671416,9520,51114,77383,92975,106505,60281,119247,31458,26617,60191,26509,9616,2023
"Jacksonville, NC Metro Area",94326,5617,14307,13465,15031,11893,8421,7998,959,4695,6491,3305,2144,2023
"Jamestown-Dunkirk, NY Micro Area",50939,4911,9215,11832,7629,4408,2601,3163,972,1089,2280,1692,1147,2023
"Janesville-Beloit, WI Metro Area",72788,2275,9460,11982,12163,10023,3708,7852,2507,1816,5010,2738,3254,2023
"Jefferson, GA Micro Area",40784,804,1873,3463,6786,4662,2369,5244,2161,2479,4292,3824,2827,2023
"Jefferson City, MO Metro Area",65633,2268,11096,11899,12336,8526,2564,7412,1552,1527,3106,2075,1272,2023
"Johnson City, TN Metro Area",81672,2648,9595,12936,15723,9313,5915,10965,3436,2194,4809,2555,1583,2023
"Johnstown, PA Metro Area",51971,1298,7941,9400,7780,7009,4262,5043,940,1969,3920,1310,1099,2023
"Jonesboro, AR Metro Area",57262,3095,8874,10129,12329,8597,3907,4875,349,1422,1753,803,1129,2023
"Joplin, MO-KS Metro Area",88521,4276,14700,16161,16140,11291,5393,9443,1543,2255,3333,1883,2103,2023
"Kahului-Wailuku, HI Metro Area",71532,1049,9462,10977,11972,9986,2996,10900,1939,1516,6576,2990,1169,2023
"Kalamazoo-Portage, MI Metro Area",117564,3191,16163,21119,23254,20213,7517,14154,2659,717,4516,2280,1781,2023
"Kalispell, MT Micro Area",49300,1670,6942,8617,10408,6908,2545,7596,741,973,1341,461,1098,2023
"Kankakee, IL Metro Area",44867,1872,6060,7663,4768,6517,2335,4725,1719,1249,3174,3413,1372,2023
