Metro Area,Total,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,Year
"Meadville, PA Micro Area",35697,3486,4580,6172,5498,4508,1951,2714,927,1149,2392,1711,609,2014
"Medford, OR Metro Area",82225,3425,11547,17921,17383,15939,3731,6715,759,773,1860,1284,888,2014
"Memphis, TN-MS-AR Metro Area",581099,10489,48771,84244,93524,105334,44745,92532,17825,22620,37918,16745,6352,2014
"Merced, CA Metro Area",95168,3999,15127,18576,15308,9692,3735,6177,1615,2244,5366,6766,6563,2014
"Meridian, MS Micro Area",42632,898,4380,7856,10653,6676,1919,4361,787,1264,1735,859,1244,2014
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",2614254,35578,151772,283020,357366,430669,183389,489110,83236,116913,248796,180419,53986,2014
"Michigan City-La Porte, IN Metro Area",44502,1788,7236,8367,5052,5630,3049,5688,884,1577,3070,1671,490,2014
"Midland, MI Metro Area",36694,1095,5001,6916,6995,5512,1784,3762,838,1682,1727,826,556,2014
"Midland, TX Metro Area",83545,3059,10680,16326,19113,15055,2961,9175,1118,1445,2400,1369,844,2014
"Milwaukee-Waukesha-West Allis, WI Metro Area",739685,18362,75951,106585,122614,129110,61745,103448,21831,28089,41191,20984,9775,2014
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1757506,39482,143309,217552,269778,288803,144359,259783,66405,81669,143420,79855,23091,2014
"Minot, ND Micro Area",42579,2851,8857,8546,7210,5042,699,2276,16,302,2010,2593,2177,2014
"Missoula, MT Metro Area",56295,956,9592,12350,15569,8051,2362,3043,698,738,1354,433,1149,2014
"Mobile, AL Metro Area",162750,2147,10750,20768,32264,27179,9463,33483,4352,3549,12471,3971,2353,2014
"Modesto, CA Metro Area",196151,9086,23886,34988,32439,24720,9831,19681,3397,8721,7937,7201,14264,2014
"Monroe, LA Metro Area",69890,1799,11373,14978,11878,10253,2720,9024,1356,1356,1673,1810,1670,2014
"Monroe, MI Metro Area",66223,2505,7182,9843,8679,9878,5878,8176,2182,2576,6135,2153,1036,2014
"Montgomery, AL Metro Area",155631,4180,12210,22121,28754,28318,11263,25043,5607,3577,7642,3514,3402,2014
"Morehead City, NC Micro Area",29388,1650,4521,4645,5466,3084,1686,3519,771,826,2165,624,431,2014
"Morgantown, WV Metro Area",56978,2005,4674,9139,11685,10531,2400,6245,1149,1223,3794,2445,1688,2014
"Morristown, TN Metro Area",44745,1358,5681,7694,7257,6922,2284,4483,691,1575,3694,2163,943,2014
"Moses Lake, WA Micro Area",37060,2429,8304,5754,4343,7851,2110,1968,653,421,1868,1168,191,2014
"Mount Airy, NC Micro Area",28774,920,2179,5950,4263,3789,2314,3350,658,986,2180,1780,405,2014
"Mount Pleasant, MI Micro Area",30164,2069,6735,6552,4964,3150,1632,2398,345,228,853,733,505,2014
"Mount Vernon-Anacortes, WA Metro Area",47517,1933,7875,5914,7144,5536,2761,4654,1159,1141,4491,2028,2881,2014
"Muncie, IN Metro Area",50642,2197,8198,9690,11135,5912,1852,3512,598,1624,1593,2350,1981,2014
"Muskegon, MI Metro Area",65026,1680,7329,11962,11702,12157,4384,5790,1270,1536,3680,2261,1275,2014
"Muskogee, OK Micro Area",25660,966,4319,6174,4836,1734,1337,2024,509,541,1504,1535,181,2014
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",172218,3480,19023,25234,33096,31116,10902,23673,3725,4496,10330,4249,2894,2014
"Nacogdoches, TX Micro Area",28143,1569,6130,6184,3750,2346,2117,2836,262,316,1172,653,808,2014
"Napa, CA Metro Area",64490,2339,8804,12573,9943,7951,2430,6957,1721,2044,3543,5014,1171,2014
"Naples-Immokalee-Marco Island, FL Metro Area",130995,5212,13441,16744,21588,22480,8332,19326,3565,4544,8966,3654,3143,2014
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",831349,18291,61425,101043,118938,128775,59983,128766,29029,36275,86756,48321,13747,2014
"New Bern, NC Metro Area",53526,4059,7037,11056,9181,5970,3248,4970,963,1412,2864,1731,1035,2014
"New Castle, PA Micro Area",38040,2491,5539,6428,6929,3882,1851,3772,1242,1009,2308,1666,923,2014
"New Haven-Milford, CT Metro Area",394825,11334,36575,61533,62539,64309,27858,52568,12304,15150,23191,16882,10582,2014
"New Orleans-Metairie, LA Metro Area",555879,13534,45729,78706,93730,90924,30048,89301,15818,16759,39339,29020,12971,2014
"New Philadelphia-Dover, OH Micro Area",41376,3217,6337,7485,5403,5498,1721,4549,1210,1257,2072,1529,1098,2014
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",9082578,158267,523803,812224,937932,1024975,441211,1350709,285184,528311,1138490,1286900,594572,2014
"Niles-Benton Harbor, MI Metro Area",65080,4120,11284,11728,11657,8640,3369,5342,1663,1708,2520,1658,1391,2014
"North Port-Sarasota-Bradenton, FL Metro Area",283505,5226,19619,38589,50108,66899,16853,46857,5319,7071,16163,7828,2973,2014
"North Wilkesboro, NC Micro Area",26046,736,2214,4067,5408,3935,3018,2354,553,247,1698,1481,335,2014
"Norwich-New London, CT Metro Area",135640,3565,16063,23961,24662,22520,10234,13831,2081,3870,6607,6343,1903,2014
"Oak Harbor, WA Micro Area",32172,1677,4056,7633,5599,2609,732,2556,295,600,1801,3184,1430,2014
"Ocala, FL Metro Area",111627,2323,8229,19475,21241,18393,7289,14319,3933,3564,5262,3958,3641,2014
"Ocean City, NJ Metro Area",40696,2194,5307,6811,8423,6725,2104,2737,518,1065,1733,1345,1734,2014
"Odessa, TX Metro Area",68939,3443,8402,13993,14736,10521,2046,8216,912,612,1922,2161,1975,2014
"Ogden-Clearfield, UT Metro Area",271678,10407,34741,44660,45094,43035,17590,26989,7031,7842,18287,11696,4306,2014
"Ogdensburg-Massena, NY Micro Area",42362,3359,6349,7231,5884,6250,2832,3524,941,922,3424,991,655,2014
"Oklahoma City, OK Metro Area",607125,15772,63161,89730,110685,107838,45876,90111,16205,13447,30931,14180,9189,2014
"Olean, NY Micro Area",32878,2739,5312,6490,4115,3220,1540,3278,690,1239,2331,1257,667,2014
"Olympia-Tumwater, WA Metro Area",120370,3959,9366,19900,22708,19488,7372,13022,2868,4299,8572,6394,2422,2014
"Omaha-Council Bluffs, NE-IA Metro Area",450183,14801,53046,76755,92244,80588,35476,52544,8910,9307,13944,7541,5027,2014
"Opelousas, LA Micro Area",25573,1986,4440,3616,1169,2533,1282,5182,758,1086,1253,1312,956,2014
"Orangeburg, SC Micro Area",32005,697,3737,2844,5311,5072,2144,2507,1058,665,3543,4005,422,2014
"Orlando-Kissimmee-Sanford, FL Metro Area",1008179,11511,63909,107120,145758,156617,77663,182559,42979,49415,101515,47111,22022,2014
"Oshkosh-Neenah, WI Metro Area",85077,2645,14847,18549,16106,13335,5264,6293,1172,1823,2226,1668,1149,2014
"Ottawa-Peru, IL Micro Area",63539,4316,11594,11337,8448,7715,3410,4810,1603,1511,3752,3570,1473,2014
"Owensboro, KY Metro Area",48406,3147,8133,10369,8236,6225,2263,3662,877,1171,2341,1213,769,2014
"Owosso, MI Micro Area",28369,892,3018,4188,3311,2597,1731,3239,1137,2057,3209,1714,1276,2014
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",370458,9569,33367,53352,49343,53872,35374,54837,8842,12546,29049,20646,9661,2014
"Paducah, KY-IL Micro Area",40711,1967,4932,8733,7216,6154,2403,4075,341,1530,2016,986,358,2014
"Palatka, FL Micro Area",22849,706,3472,2852,3366,1801,879,3457,1399,977,2511,1276,153,2014
"Palm Bay-Melbourne-Titusville, FL Metro Area",214385,5137,20573,29783,43431,38470,12934,28276,3784,6368,13281,7598,4750,2014
"Panama City, FL Metro Area",78601,2595,8850,11224,15506,14785,3229,12828,1553,1631,3540,1402,1458,2014
"Parkersburg-Vienna, WV Metro Area",38584,1564,6083,6327,7886,7163,1245,3003,583,749,1982,1110,889,2014
"Pensacola-Ferry Pass-Brent, FL Metro Area",189750,4264,13500,24850,41383,35913,14364,24988,6507,3937,9576,6983,3485,2014
"Peoria, IL Metro Area",169923,7385,22601,25910,31315,29235,12973,20844,3861,3406,6795,2803,2795,2014
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",2730097,60951,210051,323148,361170,375492,180056,398815,100740,136001,287047,213783,82843,2014
"Phoenix-Mesa-Scottsdale, AZ Metro Area",1850458,36341,152752,235655,277282,298969,140107,298737,60658,86860,158582,80157,24358,2014
"Pine Bluff, AR Metro Area",33378,971,2841,5310,8840,4779,1873,2782,817,664,1718,2106,677,2014
"Pinehurst-Southern Pines, NC Micro Area",37050,1757,4255,7543,4851,5961,1343,4095,853,682,3423,1883,404,2014
"Pittsburgh, PA Metro Area",1078091,28933,99659,142833,155807,152522,77267,144147,38197,50660,103853,63486,20727,2014
"Pittsfield, MA Metro Area",59044,3045,14423,10942,10170,5932,2474,4710,892,1334,2502,1472,1148,2014
"Plattsburgh, NY Micro Area",35140,1961,6121,7765,5335,4805,2592,2934,602,446,933,852,794,2014
"Pocatello, ID Metro Area",34242,1820,9348,8091,6542,3109,978,1460,100,173,837,782,1002,2014
"Ponce, PR Metro Area",81053,721,7130,12536,16042,12249,5039,13943,1218,3065,3837,3471,1802,2014
"Port Angeles, WA Micro Area",27389,2777,5680,5329,3950,2858,1054,2082,337,532,679,988,1123,2014
"Portland-South Portland, ME Metro Area",255120,7111,25513,38790,42780,39124,18138,28148,9490,10419,20521,9979,5107,2014
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",1053746,25626,89201,136025,165249,165515,77313,152976,34212,48381,85134,52975,21139,2014
"Port St. Lucie, FL Metro Area",162409,3054,14017,23243,27531,25573,9856,26889,4128,5230,12008,6593,4287,2014
"Portsmouth, OH Micro Area",27211,852,4083,3700,3927,4073,651,3180,445,663,2157,1735,1745,2014
"Pottsville, PA Micro Area",59615,1705,8367,8472,8505,7629,2851,7459,1342,1726,4900,4827,1832,2014
"Prescott, AZ Metro Area",70461,5033,11313,10795,9487,8529,4495,9287,1164,1473,3344,1870,3671,2014
"Providence-Warwick, RI-MA Metro Area",748964,19124,80259,115464,121976,111859,50512,92542,21363,25170,50712,39724,20259,2014
"Provo-Orem, UT Metro Area",233246,9471,38260,43184,42185,28438,12408,21433,4461,6078,13982,8380,4966,2014
"Pueblo, CO Metro Area",63307,2565,8864,12157,12624,7601,2206,7101,1365,1831,3980,2219,794,2014
"Punta Gorda, FL Metro Area",51398,832,5163,8738,9023,7799,1585,8150,886,1596,3770,2663,1193,2014
"Quincy, IL-MO Micro Area",35739,1932,7531,8393,6380,3674,1582,3161,892,380,1194,198,422,2014
"Racine, WI Metro Area",86484,3345,11884,14103,12646,11102,5257,9431,3626,3145,7308,2501,2136,2014
"Raleigh, NC Metro Area",575313,9818,46739,69698,92930,101048,51225,89546,21771,22465,38555,21407,10111,2014
"Rapid City, SD Metro Area",69808,2784,9847,17042,15124,10097,4447,5193,670,626,1391,2094,493,2014
"Reading, PA Metro Area",188356,6727,19758,31113,33977,26543,12081,19308,5647,7067,12313,9597,4225,2014
"Redding, CA Metro Area",66931,2220,10675,15548,15376,9569,3190,3763,704,663,1469,2123,1631,2014
"Reno, NV Metro Area",198078,5042,18566,37375,43972,37296,13445,20169,2342,4068,7245,5981,2577,2014
"Richmond, IN Micro Area",28120,1219,4935,6865,4874,3057,1643,1685,606,400,1209,1283,344,2014
"Richmond, VA Metro Area",593425,10678,45759,75280,100833,113273,52778,87402,21552,19721,35148,17989,13012,2014
"Richmond-Berea, KY Micro Area",45515,2023,6197,8724,6244,5831,2550,4477,1036,1519,3739,1969,1206,2014
"Riverside-San Bernardino-Ontario, CA Metro Area",1669146,32660,141888,206097,229140,218138,92135,222956,38916,66860,149545,175208,95603,2014
"Roanoke, VA Metro Area",143001,3653,16012,23657,30826,22609,9927,17136,3462,3181,6289,4013,2236,2014
"Roanoke Rapids, NC Micro Area",26579,1479,3937,3896,2608,2813,1291,5720,925,692,1070,1106,1042,2014
"Rochester, MN Metro Area",105860,4640,16265,21509,22868,14582,5193,9656,1261,2127,3531,2469,1759,2014
"Rochester, NY Metro Area",491152,18747,59286,76532,95159,87827,39776,53695,10704,12657,19343,11887,5539,2014
"Rockford, IL Metro Area",148000,4022,18089,25321,25172,26084,12301,13977,3294,3276,5061,7786,3617,2014
"Rocky Mount, NC Metro Area",57674,3395,7184,10468,10718,9544,2337,5434,1674,877,3336,1488,1219,2014
"Rome, GA Metro Area",39018,519,4779,7649,10986,3853,1566,3818,270,1144,2741,966,727,2014
"Roseburg, OR Micro Area",35439,2989,4770,5897,9744,5184,1606,2120,310,614,1307,581,317,2014
"Roswell, NM Micro Area",24284,1445,5408,5271,4365,1711,687,2021,255,595,1483,538,505,2014
"Russellville, AR Micro Area",34270,1496,6588,6661,5717,4461,1550,3322,824,1240,1479,457,475,2014
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",909923,22497,84969,119489,139667,147632,63471,135550,26842,38272,67116,35362,29056,2014
"Saginaw, MI Metro Area",78515,3032,11336,15203,11908,13264,5058,8117,1997,1522,3609,2108,1361,2014
"St. Cloud, MN Metro Area",93437,4466,15211,18995,17516,10667,5233,8984,1693,1904,4249,2728,1791,2014
"St. George, UT Metro Area",55297,3478,9725,13072,10648,6321,2374,3367,350,1092,1885,1682,1303,2014
"St. Joseph, MO-KS Metro Area",56159,2740,10786,12214,11588,7385,2199,2837,339,923,2466,1691,991,2014
"St. Louis, MO-IL Metro Area",1274322,30245,107471,159261,193808,214324,95591,187251,48532,54542,111703,53268,18326,2014
"Salem, OH Micro Area",43816,2283,6670,5736,4723,6110,3019,4859,1497,1544,3461,2930,984,2014
"Salem, OR Metro Area",160933,6090,19796,24109,30167,26565,10682,14512,3266,5012,10488,8252,1994,2014
"Salinas, CA Metro Area",170229,4535,18319,24701,41770,31331,7904,19362,3090,5135,6738,4796,2548,2014
"Salisbury, MD-DE Metro Area",164520,6381,19293,23860,27336,24374,9572,23095,6413,4890,9935,6158,3213,2014
"Salt Lake City, UT Metro Area",536796,12315,49638,77413,94672,113471,40380,74675,12411,15026,26850,14106,5839,2014
"San Angelo, TX Metro Area",51993,2982,8323,12322,12321,5719,2131,2801,126,710,1342,2106,1110,2014
"San Antonio-New Braunfels, TX Metro Area",1019269,20727,81027,133428,169373,172639,73924,164470,27855,33921,80645,40928,20332,2014
"San Diego-Carlsbad, CA Metro Area",1430884,27989,106621,190517,251114,249405,107465,221771,37801,56111,90693,61671,29726,2014
"Sandusky, OH Micro Area",34751,2197,6615,7547,4757,4055,1869,1932,543,394,2540,1709,593,2014
"San Francisco-Oakland-Hayward, CA Metro Area",2100937,28271,126851,223840,265510,276449,116659,320446,71669,108608,241545,244254,76835,2014
"San Germán, PR Metro Area",28100,615,2599,3581,4781,4429,1320,4662,402,978,3448,564,721,2014
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",908870,9523,61576,98345,143889,169592,70980,147130,21943,36155,74839,53352,21546,2014
"San Juan-Carolina-Caguas, PR Metro Area",682974,11889,35747,63628,95101,92513,34730,129228,14334,37642,63751,74999,29412,2014
"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",116611,6305,16658,20660,19304,17940,6454,11109,3288,2821,5171,2717,4184,2014
"Santa Cruz-Watsonville, CA Metro Area",118910,3379,13876,21187,19176,14333,4025,10578,3057,5991,11376,8833,3099,2014
"Santa Fe, NM Metro Area",63554,2501,8521,11469,11606,10446,3711,5804,941,1047,3628,3078,802,2014
"Santa Maria-Santa Barbara, CA Metro Area",189502,8692,30568,48459,36766,19985,6377,18646,1822,4144,5657,6605,1781,2014
"Santa Rosa, CA Metro Area",226968,9844,28747,36565,38330,27710,11119,27794,5502,6601,13208,13227,8321,2014
"Savannah, GA Metro Area",164876,4266,17075,21254,30615,27356,10326,23395,5047,5494,10068,7528,2452,2014
"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",239127,10121,27227,42201,46291,40081,14987,26428,5566,5479,10408,6058,4280,2014
"Searcy, AR Micro Area",30212,1422,3777,6297,5475,3207,814,3102,516,1636,1969,1765,232,2014
"Seattle-Tacoma-Bellevue, WA Metro Area",1736873,32335,104460,183776,230957,240933,127121,284636,75498,88272,178241,141464,49180,2014
"Sebastian-Vero Beach, FL Metro Area",51318,740,9393,11268,8899,6510,2035,4802,629,1551,2144,1938,1409,2014
"Sebring, FL Metro Area",28718,1355,4414,6511,6605,2898,1107,2160,477,702,1308,532,649,2014
"Seneca, SC Micro Area",28130,1493,4275,5098,5234,4226,1045,2863,803,424,1073,1069,527,2014
"Sevierville, TN Micro Area",39581,734,3723,6557,5309,6047,2076,7254,1597,1312,2536,1640,796,2014
"Shawnee, OK Micro Area",28420,1437,3740,5157,4551,3524,932,2550,403,941,2791,1545,849,2014
"Sheboygan, WI Metro Area",57501,4548,10634,12572,10791,7712,2664,3291,578,1039,1023,2134,515,2014
"Shelby, NC Micro Area",36871,1016,3961,5514,7038,5847,3434,3279,850,1068,2596,1735,533,2014
"Sherman-Denison, TX Metro Area",49525,2530,7311,6933,9308,5669,3276,4310,1216,1033,2439,3552,1948,2014
"Show Low, AZ Micro Area",28262,1530,6788,4922,3920,3153,745,2177,615,335,1282,1836,959,2014
"Shreveport-Bossier City, LA Metro Area",182650,5104,15640,30039,34212,37555,13368,23953,2045,4015,7007,6669,3043,2014
"Sierra Vista-Douglas, AZ Metro Area",44913,2362,6856,7691,8833,8088,2068,3024,571,735,1469,1987,1229,2014
"Sioux City, IA-NE-SD Metro Area",81360,5842,12791,17080,17715,10337,3288,7020,1609,1233,2077,882,1486,2014
"Sioux Falls, SD Metro Area",133648,5925,16387,26914,32658,25674,7643,9307,1358,2107,2808,1452,1415,2014
"Somerset, PA Micro Area",31957,2381,3699,4370,5013,5254,2286,3692,1049,735,1501,1167,810,2014
"South Bend-Mishawaka, IN-MI Metro Area",142697,4728,16625,21883,27041,26620,10676,16739,2453,3567,7783,2863,1719,2014
"Spartanburg, SC Metro Area",136307,4748,12360,23050,25482,21636,9452,16480,4857,4210,6882,3780,3370,2014
"Spokane-Spokane Valley, WA Metro Area",221579,6893,27032,33810,39344,37355,17019,28133,5005,7255,11416,4890,3427,2014
"Springfield, IL Metro Area",97949,3640,12951,17876,21586,16767,6365,9015,1108,1102,3752,2983,804,2014
"Springfield, MA Metro Area",278663,8427,33658,43606,49619,45235,18495,32334,6772,8547,18960,8803,4207,2014
"Springfield, MO Metro Area",193592,6809,20378,29524,37678,35471,13125,24840,4586,5404,8872,4169,2736,2014
"Springfield, OH Metro Area",56767,2161,6260,10504,10189,8421,3128,5132,2451,1471,3984,1951,1115,2014
"State College, PA Metro Area",69977,2268,8322,15646,12866,11000,4409,7635,1577,1822,2425,1009,998,2014
"Statesboro, GA Micro Area",28982,814,5399,6506,5162,3115,457,2552,505,333,2078,1514,547,2014
"Staunton-Waynesboro, VA Metro Area",56249,2643,6213,9054,8595,9138,4453,5672,2382,1848,3681,1781,789,2014
"Stevens Point, WI Micro Area",35036,2068,5613,7946,7256,4090,1742,3184,711,435,1142,472,377,2014
"Stillwater, OK Micro Area",34089,1527,9134,8050,5524,3828,1159,2402,333,586,636,653,257,2014
"Stockton-Lodi, CA Metro Area",271956,7212,27742,41728,42169,36948,14638,26786,5539,6472,17242,23760,21720,2014
"Sumter, SC Metro Area",39223,1108,5197,7880,7170,6945,1320,3359,794,552,2005,2182,711,2014
"Sunbury, PA Micro Area",38143,1559,4679,6013,5256,6310,2502,4949,1298,1221,2294,1407,655,2014
"Syracuse, NY Metro Area",289021,11509,31953,49059,53863,52716,23247,29147,6598,6738,12432,7317,4442,2014
"Talladega-Sylacauga, AL Micro Area",32238,1148,3315,5697,4862,3445,2844,3842,1284,711,2498,2201,391,2014
"Tallahassee, FL Metro Area",164771,5469,15154,22984,32602,24838,12608,25996,3594,4911,9877,4573,2165,2014
"Tampa-St. Petersburg-Clearwater, FL Metro Area",1216314,24279,94335,156212,183198,186013,82112,187977,43568,54911,109812,71503,22394,2014
"Terre Haute, IN Metro Area",71150,4664,9565,13477,13859,9856,4786,5633,1327,1586,2974,1848,1575,2014
"Texarkana, TX-AR Metro Area",55438,2190,10595,13718,10316,6885,2962,4205,276,533,2054,1097,607,2014
"The Villages, FL Metro Area",21355,1018,2607,2956,2907,4646,1050,2405,288,317,1830,982,349,2014
"Toledo, OH Metro Area",272454,10003,35029,48920,51066,51719,18261,27699,5295,5209,9386,7087,2780,2014
"Topeka, KS Metro Area",107205,4526,15196,18300,25180,16662,5197,9260,1819,2090,4998,2276,1701,2014
"Torrington, CT Micro Area",88792,3813,8796,15492,9841,13801,4950,9460,2652,4011,7725,6580,1671,2014
"Traverse City, MI Micro Area",65442,2344,9539,11780,11018,10794,4847,5865,1966,1360,2830,2071,1028,2014
"Trenton, NJ Metro Area",164585,3665,13442,23024,30199,26416,11591,15158,3647,5876,10443,12888,8236,2014
"Truckee-Grass Valley, CA Micro Area",36562,1532,5948,7233,6372,4351,1179,2818,687,787,2224,1688,1743,2014
"Tucson, AZ Metro Area",407194,11609,34993,50682,70606,62250,31357,67017,12844,16568,31022,12237,6009,2014
"Tullahoma-Manchester, TN Micro Area",40772,1752,5300,5915,6106,5479,3032,5741,1804,713,2218,1789,923,2014
"Tulsa, OK Metro Area",437831,13037,48240,68274,83998,80485,33718,57354,8037,10669,18301,10878,4840,2014
"Tupelo, MS Micro Area",56889,1069,5030,10359,11099,9155,5757,6829,1150,824,2570,1294,1753,2014
"Tuscaloosa, AL Metro Area",95467,2428,6117,13387,19246,22925,8005,10789,2089,1764,4817,2597,1303,2014
"Twin Falls, ID Micro Area",44971,2172,10366,9166,9733,5149,2002,3344,125,414,969,1006,525,2014
"Tyler, TX Metro Area",90568,2226,6345,13778,16504,17551,5109,16207,1338,2485,6442,711,1872,2014
"Ukiah, CA Micro Area",34300,3166,7630,6566,4874,3081,1090,2818,107,1098,1281,2281,308,2014
"Urban Honolulu, HI Metro Area",474114,9137,32985,54002,59045,66201,23833,91137,13475,21464,47674,39315,15846,2014
"Utica-Rome, NY Metro Area",124293,6003,17318,23195,20087,19229,7527,13509,3135,3339,5610,3889,1452,2014
"Valdosta, GA Metro Area",54844,2246,6116,11875,12082,9280,2992,4887,671,992,1717,744,1242,2014
"Vallejo-Fairfield, CA Metro Area",180521,4462,18228,24683,24224,18202,9191,19735,3716,6727,17543,23298,10512,2014
"Victoria, TX Metro Area",44513,1767,6332,8416,9911,6078,1064,4418,1108,531,2539,1157,1192,2014
"Vineland-Bridgeton, NJ Metro Area",63557,2114,7620,11916,8714,8085,4465,6820,1163,1624,5095,4574,1367,2014
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",813987,18212,71674,112281,139985,140755,61616,121139,25956,26775,53832,28491,13271,2014
"Visalia-Porterville, CA Metro Area",164818,7151,23893,29879,29859,17121,9165,18556,2919,5271,10385,6454,4165,2014
"Waco, TX Metro Area",108172,3563,16115,20488,27462,17071,6483,8821,1462,946,2390,1278,2093,2014
"Walla Walla, WA Metro Area",27584,2305,6271,9193,3247,1799,693,826,209,503,853,1323,362,2014
"Warner Robins, GA Metro Area",75406,2109,7571,10757,16351,13408,5176,10321,2305,1823,2913,1583,1089,2014
"Warsaw, IN Micro Area",34992,1055,6142,6960,7261,4203,1907,2543,1154,1017,1418,815,517,2014
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",2993036,39064,145386,234705,331826,365767,175251,469209,126829,183577,404363,385867,131192,2014
"Waterloo-Cedar Falls, IA Metro Area",84518,4723,16738,20112,16358,11993,4560,5228,753,847,1614,938,654,2014
"Watertown-Fort Atkinson, WI Micro Area",41388,2748,6716,6319,4068,4488,4318,4498,1036,1384,2522,2253,1038,2014
"Watertown-Fort Drum, NY Metro Area",51363,4237,9220,8666,10274,6636,3367,4739,627,776,1071,775,975,2014
"Wausau, WI Metro Area",67731,2920,10451,14150,13981,10728,3484,5026,990,1483,1809,1093,1616,2014
"Weirton-Steubenville, WV-OH Metro Area",50552,1672,5795,8488,8193,6186,3099,4912,1495,1986,4449,2647,1630,2014
"Wenatchee, WA Metro Area",47671,1548,10125,8978,10014,6723,1916,3106,657,1598,1231,1094,681,2014
"Wheeling, WV-OH Metro Area",59704,3234,8170,9154,9635,7781,4717,7020,757,1282,4629,2721,604,2014
"Whitewater-Elkhorn, WI Micro Area",50111,1754,8007,8364,6716,6181,2308,4195,1029,1689,4861,3402,1605,2014
"Wichita, KS Metro Area",288386,9738,36154,46722,59961,58990,20610,31968,4878,5109,8392,3057,2807,2014
"Wichita Falls, TX Metro Area",66066,3812,12697,14058,15961,10350,2172,3553,343,307,983,1087,743,2014
"Williamsport, PA Metro Area",51638,2879,9052,9967,9579,7157,3569,3864,686,1138,1700,1384,663,2014
"Wilmington, NC Metro Area",120325,2718,12244,22139,27768,19466,5378,13893,2538,3248,6763,2168,2002,2014
"Wilson, NC Micro Area",32825,1815,4607,6876,5588,4495,1156,3764,278,503,2523,749,471,2014
"Winchester, VA-WV Metro Area",59843,1609,5271,10178,8781,8027,2926,5792,1542,2121,4440,5582,3574,2014
"Winston-Salem, NC Metro Area",272388,6635,26783,44506,48900,43492,22778,33801,8255,7576,15456,10178,4028,2014
"Wisconsin Rapids-Marshfield, WI Micro Area",35709,2095,6231,7911,5561,3709,1237,3518,618,965,1631,1307,926,2014
"Wooster, OH Micro Area",48991,3291,6247,9815,7497,6759,3121,3932,1299,1493,2881,1521,1135,2014
"Worcester, MA-CT Metro Area",441432,12670,36674,62152,64247,59834,27098,57576,13154,17205,43972,34931,11919,2014
