Metro Area,Total,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,Year
"Kingsport-Bristol, TN-VA Metro Area",114725,3592,12388,19339,19785,17739,8331,16053,3623,3079,5640,3288,1868,2022
"Kingston, NY Metro Area",67156,2425,7517,9837,9082,7237,5566,9455,2068,2760,4950,2894,3365,2022
"Klamath Falls, OR Micro Area",24865,1793,6175,4824,4754,1676,236,1580,242,866,1298,887,534,2022
"Knoxville, TN Metro Area",374503,7273,30747,55789,68684,56954,35159,53224,15435,9908,24230,11623,5477,2022
"Kokomo, IN Metro Area",32827,1604,4374,8211,5372,5482,745,1393,490,427,2136,2100,493,2022
"La Crosse-Onalaska, WI-MN Metro Area",66183,2759,10493,13201,12878,11090,3358,5499,1041,1024,2294,1633,913,2022
"Lafayette, LA Metro Area",193721,7677,22793,31390,29601,28383,11796,27494,5282,5230,10228,7948,5899,2022
"Lafayette-West Lafayette, IN Metro Area",96212,3047,13139,20282,22899,12241,6446,7703,2114,2043,3344,1949,1005,2022
"LaGrange, GA-AL Micro Area",40925,1520,6595,5024,7546,6368,2137,3864,604,1301,4173,1340,453,2022
"Lake Charles, LA Metro Area",82899,2985,11261,15568,18325,13040,4225,7514,1465,882,3581,3447,606,2022
"Lake City, FL Micro Area",26758,430,3352,5609,4239,3196,1039,3354,423,519,959,2453,1185,2022
"Lake Havasu City-Kingman, AZ Metro Area",69437,2416,9900,18642,13217,7777,2849,6283,445,398,3317,2889,1304,2022
"Lakeland-Winter Haven, FL Metro Area",303913,6598,19838,26975,42420,42472,25423,45713,9935,17471,33637,23028,10403,2022
"Lancaster, PA Metro Area",250544,10972,26763,37538,45056,40118,18134,28899,6970,7786,14699,7108,6501,2022
"Lansing-East Lansing, MI Metro Area",228832,8916,27242,34427,44054,40953,16323,22333,6656,5233,9401,9133,4161,2022
"Laredo, TX Metro Area",106555,2634,8883,18934,24410,20257,5949,13852,1111,1457,3506,1760,3802,2022
"Las Cruces, NM Metro Area",88019,2841,12025,15935,19363,12067,2720,8893,2805,1807,4913,2870,1780,2022
"Las Vegas-Henderson-Paradise, NV Metro Area",962138,15280,61527,107244,153942,184916,96548,185171,34816,38764,48807,20210,14913,2022
"Laurel, MS Micro Area",34386,1359,3303,5022,6136,4012,2390,4960,1217,1660,1868,1023,1436,2022
"Lawrence, KS Metro Area",58134,1449,9968,11877,10327,5783,1853,6255,1739,2839,5168,631,245,2022
"Lawton, OK Metro Area",51018,2558,8279,11482,11693,7169,1684,4108,458,820,1304,626,837,2022
"Lebanon, NH-VT Micro Area",94415,5291,9921,14002,14345,12444,6006,12088,3893,3613,7160,3417,2235,2022
"Lebanon, PA Metro Area",60916,2421,7141,10283,11297,8610,4625,5453,697,2310,5422,2034,623,2022
"Lewiston, ID-WA Metro Area",26861,1202,5290,6968,8250,1409,544,806,206,298,1453,272,163,2022
"Lewiston-Auburn, ME Metro Area",50673,1685,5722,9176,7551,5083,3037,4164,2344,2601,5853,3260,197,2022
"Lexington-Fayette, KY Metro Area",230450,6696,24925,38917,44115,40250,18362,26243,6344,6053,10385,4730,3430,2022
"Lima, OH Metro Area",44781,1783,6806,8864,9750,7616,1690,4322,471,750,2065,608,56,2022
"Lincoln, NE Metro Area",160873,5454,20204,31428,41257,27824,9662,11300,1850,1825,6003,2742,1324,2022
"Little Rock-North Little Rock-Conway, AR Metro Area",307188,6866,34452,45580,60939,43494,21598,45693,6629,10253,17347,9453,4884,2022
"Logan, UT-ID Metro Area",67142,3680,13683,13683,14434,9000,2827,3229,1211,476,2444,1329,1146,2022
"London, KY Micro Area",48505,2005,7432,6366,10329,7982,2808,4400,960,747,1159,1842,2475,2022
"Longview, TX Metro Area",117634,3855,15544,20839,20802,15979,6577,13788,2891,2935,6710,3837,3877,2022
"Longview, WA Metro Area",44244,1412,4257,7004,6895,4711,2512,4412,1769,2019,2704,4611,1938,2022
"Los Angeles-Long Beach-Anaheim, CA Metro Area",5250177,79040,315884,579580,751955,773272,336640,917886,171346,251777,494093,422316,156388,2022
"Louisville/Jefferson County, KY-IN Metro Area",553873,12315,48492,70262,90096,109346,56157,79268,19141,17234,28243,14053,9266,2022
"Lubbock, TX Metro Area",151734,6739,23544,46127,37344,17728,4748,5697,545,861,3600,1940,2861,2022
"Lufkin, TX Micro Area",35558,554,4225,9613,7570,5132,929,3417,830,425,1028,984,851,2022
"Lumberton, NC Micro Area",42089,2018,4057,6313,5630,6506,2744,6087,348,1326,2364,3381,1315,2022
"Lynchburg, VA Metro Area",103152,3626,9486,15056,20425,18195,6280,12930,3361,2829,5261,3371,2332,2022
"Macon-Bibb County, GA Metro Area",88658,3490,8101,11250,14415,15209,7949,11440,2815,2078,5716,3916,2279,2022
"Madera, CA Metro Area",56094,2373,6513,5934,6047,5924,3205,10983,1220,3431,6721,1773,1970,2022
"Madison, WI Metro Area",305931,11443,37638,48517,55737,49610,26402,34242,7858,9137,15070,6962,3315,2022
"Manchester-Nashua, NH Metro Area",194724,4872,17163,31923,28940,26121,15696,19870,6968,6890,16651,14605,5025,2022
"Manhattan, KS Metro Area",64146,3058,17846,12251,11052,7996,3222,4199,926,443,2223,271,659,2022
"Manitowoc, WI Micro Area",38185,3280,6874,4897,5246,5081,2265,3690,1572,1152,2370,715,1043,2022
"Mankato, MN Metro Area",50405,2509,8938,12995,9525,6659,2298,2965,969,376,1189,1251,731,2022
"Mansfield, OH Metro Area",49638,2015,6208,10945,9169,7128,3585,3629,796,924,1842,2333,1064,2022
"Marinette, WI-MI Micro Area",27488,3093,4064,5199,4282,2599,1579,2124,687,323,1679,862,997,2022
"Marion, IN Micro Area",25643,1568,3889,6664,3694,2642,1460,933,722,641,1038,1633,759,2022
"Marion, OH Micro Area",24684,432,3456,6549,4668,1353,1006,1931,263,763,1765,2378,120,2022
"Marquette, MI Micro Area",28855,1789,6397,7488,3063,4158,840,2549,487,317,1039,413,315,2022
"Mayagüez, PR Metro Area",25673,373,1827,4303,6355,4658,981,4203,106,203,1427,477,760,2022
"McAllen-Edinburg-Mission, TX Metro Area",321760,14268,35053,53012,55651,51206,20753,52424,6595,6178,11419,8785,6416,2022
"Meadville, PA Micro Area",34801,1780,6004,5028,5372,4431,1887,3121,528,1078,2022,2708,842,2022
"Medford, OR Metro Area",86509,3529,12781,17979,18773,12755,5656,7712,1737,1356,2504,1108,619,2022
"Memphis, TN-MS-AR Metro Area",552748,11014,54112,65796,84457,110232,46559,83544,20095,18183,37638,14279,6839,2022
"Merced, CA Metro Area",107028,4096,15909,18978,14647,11591,3282,12817,2390,2036,6430,7539,7313,2022
"Meridian, MS Micro Area",37987,1519,3829,7276,7657,3704,1554,5870,873,680,1686,2200,1139,2022
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2578324,42451,136121,250057,341197,415760,184964,467367,93651,129586,263568,180732,72870,2022
"Michigan City-La Porte, IN Metro Area",45346,1172,5948,5178,7959,6325,3788,5175,2188,2341,2061,2018,1193,2022
"Midland, MI Metro Area",34184,922,5057,6145,4172,4259,2776,3667,1133,1953,1088,1465,1547,2022
"Midland, TX Metro Area",83069,1695,12435,15461,19013,10987,2460,10034,1161,952,2406,2413,4052,2022
"Milwaukee-Waukesha, WI Metro Area",673370,16896,66053,100543,121399,117433,62434,92122,22394,19550,29310,16315,8921,2022
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1559291,39245,136406,212830,267336,263572,135254,217669,57405,60281,96829,51379,21085,2022
"Minot, ND Micro Area",38683,2757,7353,7939,6530,5117,1146,3405,316,316,847,1251,1706,2022
"Missoula, MT Metro Area",58615,2207,9306,12501,14566,8003,2777,4266,582,767,1358,1512,770,2022
"Mobile, AL Metro Area",168495,1950,11347,19908,32027,27441,11417,27121,5328,5316,14999,7213,4428,2022
"Modesto, CA Metro Area",219599,8830,23789,27292,35337,27618,14691,27797,5048,7079,13179,10865,18074,2022
"Monroe, LA Metro Area",81148,3810,8086,11699,16648,11867,6614,9770,1663,1335,3719,3178,2759,2022
"Monroe, MI Metro Area",64843,1995,6779,9455,8972,8683,3936,7913,2723,2895,8262,2072,1158,2022
"Montgomery, AL Metro Area",159920,2033,12602,23492,32010,25464,12917,24637,6289,4103,9931,3239,3203,2022
"Morehead City, NC Micro Area",25831,1481,3301,3023,5153,3510,1871,2596,300,1731,1377,1111,377,2022
"Morgantown, WV Metro Area",57641,2441,8239,9614,11349,8837,2802,5084,719,2179,2377,3076,924,2022
"Morristown, TN Metro Area",63462,1466,6268,9710,9117,6388,3674,10773,1898,2484,4971,4446,2267,2022
"Moses Lake, WA Micro Area",40745,2776,8192,7005,5573,3598,2493,5888,659,1343,1488,618,1112,2022
"Mount Airy, NC Micro Area",29943,1660,2793,5268,5286,5011,1814,2879,618,699,2232,983,700,2022
"Mount Vernon-Anacortes, WA Metro Area",51892,2449,6584,8696,7390,5963,3663,5609,1918,1180,3902,2772,1766,2022
"Muncie, IN Metro Area",48896,3408,8248,9098,8595,6023,1842,3659,604,806,2408,3202,1003,2022
"Muskegon, MI Metro Area",70168,1843,8982,11601,14703,9984,6097,4263,2656,2505,4629,1847,1058,2022
"Muskogee, OK Micro Area",25083,1716,3459,4124,5458,2932,971,2133,925,677,1844,539,305,2022
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",205493,5495,17271,26188,31940,43212,18324,28303,5135,7778,11797,5359,4691,2022
"Napa, CA Metro Area",56012,2038,7541,10524,9841,5018,2439,7080,1730,1587,3592,3330,1292,2022
"Naples-Marco Island, FL Metro Area",139036,1540,11084,18691,20023,25268,10397,21705,3120,7150,9928,7282,2848,2022
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",873327,22948,69890,99493,123206,118614,68064,142882,36071,37767,85396,53805,15191,2022
"New Bern, NC Metro Area",49491,2440,7036,9730,9005,6823,2105,4840,619,1309,1929,2681,974,2022
"New Castle, PA Micro Area",31920,1392,5735,5078,4353,2915,2420,2896,852,1372,2366,1893,648,2022
"New Haven-Milford, CT Metro Area",371139,8980,35937,52691,65769,53318,30118,48238,12232,12505,24639,15452,11260,2022
"New Orleans-Metairie, LA Metro Area",510504,12796,41539,65353,88120,79403,32368,78169,15279,15468,39596,30789,11624,2022
"New Philadelphia-Dover, OH Micro Area",38776,2025,6092,6305,5480,5609,3334,3566,1184,1267,1990,1409,515,2022
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",8022549,161871,436522,707695,831295,911975,449994,1145948,282164,468863,981197,1137428,507597,2022
"Niles, MI Metro Area",61428,2417,7925,11446,12456,7531,4814,6342,1906,1771,1851,1935,1034,2022
"North Port-Sarasota-Bradenton, FL Metro Area",311349,7731,23285,43256,40694,51709,21389,56474,9434,12867,22435,15181,6894,2022
"North Wilkesboro, NC Micro Area",24393,220,2756,4265,4907,2521,1916,3237,286,486,1069,2065,665,2022
"Norwich-New London, CT Metro Area",115843,2627,11071,17259,17837,18728,9626,13735,4913,2543,8515,5942,3047,2022
"Oak Harbor, WA Micro Area",35007,1252,5518,7798,5225,3539,1424,1606,396,1123,1905,2515,2706,2022
"Ocala, FL Metro Area",134606,2938,9717,15495,22859,17298,10997,24955,2999,5913,12857,5264,3314,2022
"Ocean City, NJ Metro Area",38370,1432,7303,6820,5236,5342,1974,4255,651,840,1621,1924,972,2022
"Odessa, TX Metro Area",71684,1882,10947,9948,14218,10228,4027,10218,466,923,2024,4304,2499,2022
"Ogden-Clearfield, UT Metro Area",295255,11420,35711,47248,50763,47413,18067,33394,9528,10521,19098,9013,3079,2022
"Ogdensburg-Massena, NY Micro Area",39085,3094,7822,5563,5012,4586,1894,4884,710,1524,2135,1110,751,2022
"Oklahoma City, OK Metro Area",632824,16661,62600,84238,102183,104852,54986,100534,18228,20858,38723,16717,12244,2022
"Olean, NY Micro Area",31132,2336,4656,5930,2983,4222,1988,2810,1088,872,1664,1766,817,2022
"Olympia-Lacey-Tumwater, WA Metro Area",114213,4956,9726,16167,19137,18227,7851,11996,4304,4759,10451,4682,1957,2022
"Omaha-Council Bluffs, NE-IA Metro Area",436312,12504,51560,76532,84317,77782,40951,48307,9728,8413,14262,7134,4822,2022
"Opelousas, LA Micro Area",26861,1416,2435,3351,3544,2769,1252,4024,1011,587,1241,3299,1932,2022
"Orangeburg, SC Micro Area",31992,1295,4508,3760,5223,4009,1595,2750,825,565,3306,2986,1170,2022
"Orlando-Kissimmee-Sanford, FL Metro Area",1119577,18920,61771,130555,147619,166732,94936,201873,47841,48539,106713,68223,25855,2022
"Oshkosh-Neenah, WI Metro Area",78258,3905,15701,16580,15092,11361,3614,6164,1078,1247,1425,1337,754,2022
"Ottawa, IL Micro Area",64477,3772,10722,10645,8629,7496,3779,7093,1699,1335,3574,4301,1432,2022
"Owensboro, KY Metro Area",50211,1715,8802,13258,7615,5912,2023,3839,902,906,2922,1470,847,2022
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",347950,8646,33123,51115,53499,43377,48268,41271,7854,12073,20168,19750,8806,2022
"Paducah, KY-IL Micro Area",40977,1340,7199,6617,6267,4663,2600,5377,752,988,1899,2170,1105,2022
"Palatka, FL Micro Area",23174,261,1149,3352,2536,4601,1100,3141,835,1222,2318,2327,332,2022
"Palm Bay-Melbourne-Titusville, FL Metro Area",240512,5124,19580,27808,39905,41001,19390,35875,9427,7039,18111,11895,5357,2022
"Panama City, FL Metro Area",80744,2287,5907,14421,15725,11482,4788,11205,2425,2309,4687,3511,1997,2022
"Parkersburg-Vienna, WV Metro Area",33416,1286,3540,6591,6236,6702,1604,2322,675,475,1862,1622,501,2022
"Pensacola-Ferry Pass-Brent, FL Metro Area",213984,6599,17264,26298,37552,29965,15280,30950,9789,8001,18247,9195,4844,2022
"Peoria, IL Metro Area",163739,7438,19413,29326,27340,27557,11916,16770,6169,3598,6980,2816,4416,2022
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",2544979,57404,196148,290038,356878,341927,187630,377365,98179,133134,255127,185097,66052,2022
"Phoenix-Mesa-Chandler, AZ Metro Area",1913284,43643,151708,227018,279629,305180,164710,310478,66330,85695,167367,83622,27904,2022
"Pine Bluff, AR Metro Area",28585,1485,3136,3226,7857,4672,1096,3230,653,746,1605,588,291,2022
"Pinehurst-Southern Pines, NC Micro Area",41629,987,3439,6872,6479,4504,2940,6843,1644,1011,4356,1664,890,2022
"Pittsburgh, PA Metro Area",956275,29627,89192,118984,140345,135598,73069,135381,41373,38493,85385,50040,18788,2022
"Pittsfield, MA Metro Area",54904,3108,10805,12020,6981,6793,2658,3548,1131,599,3738,2066,1457,2022
"Plattsburgh, NY Micro Area",31221,1596,5538,5022,4863,4684,1463,2728,1406,323,1478,1705,415,2022
"Pocatello, ID Metro Area",41184,2763,8490,10737,7480,3810,1295,2740,301,432,967,1368,801,2022
"Ponce, PR Metro Area",61729,1070,3661,10189,11896,11332,4534,8525,1822,2050,1829,2707,2114,2022
"Port Angeles, WA Micro Area",25554,1587,6146,5751,2402,2926,1178,2954,348,226,615,973,448,2022
"Portland-South Portland, ME Metro Area",238347,7595,23719,34843,37405,33198,13613,32324,8877,10483,20173,10321,5796,2022
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",1000248,24698,90095,131220,172552,164846,75994,142342,31922,39008,67481,41978,18112,2022
"Port St. Lucie, FL Metro Area",188601,4429,9420,23476,29443,31397,10319,31645,6175,7810,15816,12719,5952,2022
"Portsmouth, OH Micro Area",27537,1422,3053,3428,4184,2794,1784,4270,135,1434,2054,1579,1400,2022
"Pottsville, PA Micro Area",60124,2760,7336,6914,10288,9471,4144,5053,1974,2143,4917,3312,1812,2022
"Poughkeepsie-Newburgh-Middletown, NY Metro Area",287086,8552,29468,38096,43133,31976,17227,27836,7118,11499,23536,25763,22882,2022
"Prescott Valley-Prescott, AZ Metro Area",81299,3117,11241,14146,11432,11451,5984,10757,1776,2401,3386,3295,2313,2022
"Providence-Warwick, RI-MA Metro Area",739737,17760,65851,103324,117066,113683,46775,97026,27418,30937,55502,45228,19167,2022
"Provo-Orem, UT Metro Area",287268,8839,39993,50872,53380,39231,17216,30688,10699,9328,15588,8847,2587,2022
"Pueblo, CO Metro Area",63788,1186,7005,12536,14142,9801,1151,5607,1044,615,4897,2937,2867,2022
"Punta Gorda, FL Metro Area",60156,2221,4480,9008,9530,8300,3980,8975,1512,2819,4809,2834,1688,2022
"Quincy, IL-MO Micro Area",35126,1060,4686,11337,5422,2795,1525,3454,1446,891,1441,758,311,2022
"Racine, WI Metro Area",84545,2629,10471,13800,12799,9372,7418,10614,3533,3624,5499,3215,1571,2022
"Raleigh-Cary, NC Metro Area",575165,13627,45603,58548,89751,86755,53434,83480,24233,23855,56134,32436,7309,2022
"Rapid City, SD Metro Area",64035,2347,7358,12600,15277,10282,3574,6399,1102,1236,1970,1182,708,2022
"Reading, PA Metro Area",187148,4423,19803,27392,30256,31940,13128,19247,6411,6545,12444,11112,4447,2022
"Red Bluff, CA Micro Area",19456,613,2567,4032,2533,1565,620,3098,549,1162,1159,532,1026,2022
"Redding, CA Metro Area",69389,3510,12957,13317,15791,11318,3147,2840,555,1079,1857,1700,1318,2022
"Reno, NV Metro Area",224554,4531,19528,35268,45360,43206,16931,31081,4758,3896,9775,7499,2721,2022
"Rexburg, ID Micro Area",30782,3104,6694,7654,3865,2448,1027,1573,633,907,1512,919,446,2022
"Richmond, IN Micro Area",25742,1391,4502,6146,4078,3809,1175,1519,850,363,847,820,242,2022
"Richmond, VA Metro Area",556962,12038,42851,69019,96132,98267,52343,86773,18573,17535,33323,19427,10681,2022
"Richmond-Berea, KY Micro Area",46619,1888,4386,6883,8590,4978,2775,5830,1310,1817,5107,2566,489,2022
"Rio Grande City-Roma, TX Micro Area",21961,524,4108,4198,3783,3691,1448,1880,133,0,1232,509,455,2022
"Riverside-San Bernardino-Ontario, CA Metro Area",1858427,38045,132893,206853,260545,252597,99531,264075,50012,70780,167030,201450,114616,2022
"Roanoke, VA Metro Area",124694,4530,12333,19396,24456,21788,9092,13573,3439,2779,7679,3274,2355,2022
"Roanoke Rapids, NC Micro Area",23072,2274,2745,2577,3318,2307,989,3426,960,488,2214,1248,526,2022
"Rochester, MN Metro Area",101968,3648,15039,21825,21723,13028,6295,8129,2441,2362,4630,2083,765,2022
"Rochester, NY Metro Area",450331,16933,50526,75139,88184,75325,37254,50670,12335,11327,16444,10092,6102,2022
"Rockford, IL Metro Area",136541,3636,15776,22675,24655,23670,13189,11327,3190,3242,5836,5546,3799,2022
"Rocky Mount, NC Metro Area",56827,1399,5682,8776,10648,6833,3869,7937,1373,1335,4700,3553,722,2022
"Rome, GA Metro Area",40160,1067,3737,5513,9796,6407,1410,4323,1167,984,2213,1960,1583,2022
"Roseburg, OR Micro Area",37194,2524,5526,6925,6591,5363,1220,4291,1617,487,948,857,845,2022
"Russellville, AR Micro Area",34163,1247,5498,6494,8013,3873,1250,2852,652,915,1507,1258,604,2022
"Sacramento-Roseville-Folsom, CA Metro Area",911299,22212,77168,117028,154126,143293,64059,139975,31685,34554,56321,36239,34639,2022
"Saginaw, MI Metro Area",74937,1540,10922,13387,14591,10328,5964,6756,1853,2196,3585,2350,1465,2022
"St. Cloud, MN Metro Area",95011,4610,11915,19514,16071,13298,5288,8794,2334,2414,4690,2406,3677,2022
"St. George, UT Metro Area",72459,2438,9868,16373,15872,9573,4905,5989,1102,1570,2252,1134,1383,2022
"St. Joseph, MO-KS Metro Area",50145,2416,8653,11763,11164,5896,2175,3301,427,576,1651,1510,613,2022
"St. Louis, MO-IL Metro Area",1165009,32185,114025,141043,179586,185695,96138,174478,53464,48396,80878,38224,20897,2022
"Salem, OH Micro Area",40121,1939,6596,6919,5115,4730,1867,4611,1504,1941,2485,1691,723,2022
"Salem, OR Metro Area",172415,4545,21751,25061,28680,23645,11598,20513,5146,6990,10993,10242,3251,2022
"Salinas, CA Metro Area",161279,3034,13076,16672,25088,46084,7375,16114,5643,8738,8388,6401,4666,2022
"Salisbury, MD-DE Metro Area",171471,3358,16946,26969,28876,26349,9014,22185,8249,6851,11627,5786,5261,2022
"Salt Lake City, UT Metro Area",552318,14633,50875,77936,107927,97261,41971,72881,15640,20465,28659,18096,5974,2022
"San Angelo, TX Metro Area",52541,2833,9987,13337,13278,4386,1402,2487,67,780,183,1071,2730,2022
"San Antonio-New Braunfels, TX Metro Area",1090691,22119,79113,121191,172394,173173,96257,176186,35732,43604,92685,51888,26349,2022
"San Diego-Chula Vista-Carlsbad, CA Metro Area",1350683,24321,93781,168388,227570,237227,105330,225987,44338,54346,88936,51844,28615,2022
"Sandusky, OH Micro Area",35027,2163,6655,6300,4386,4232,1923,2795,663,1675,1193,1925,1117,2022
"Sanford, NC Micro Area",27453,2018,3900,4721,4737,1656,918,2231,682,1445,3380,1479,286,2022
"San Francisco-Oakland-Berkeley, CA Metro Area",1718516,24302,110877,201935,236869,227428,97725,264782,61129,91038,181809,163840,56782,2022
"San Germán, PR Metro Area",38193,504,2582,4490,7107,6895,2100,6478,980,2297,1458,2286,1016,2022
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",756228,9713,51653,96933,132521,133670,57787,115948,20485,25634,55217,41658,15009,2022
"San Juan-Bayamón-Caguas, PR Metro Area",713996,16467,38903,70598,105432,104256,34003,128287,21363,36236,69486,68924,20041,2022
"San Luis Obispo-Paso Robles, CA Metro Area",110589,4848,18147,19827,16506,15542,6061,12882,3739,2937,5638,1991,2471,2022
"Santa Cruz-Watsonville, CA Metro Area",101665,5139,10917,15642,17614,12308,2912,10305,2305,4134,11978,5591,2820,2022
"Santa Fe, NM Metro Area",59914,1890,5192,9983,12960,9144,3353,7577,767,1539,4001,2410,1098,2022
"Santa Maria-Santa Barbara, CA Metro Area",178017,8359,27128,39416,33883,18655,10248,16385,2958,3322,7193,7285,3185,2022
"Santa Rosa-Petaluma, CA Metro Area",205695,6259,21745,33827,37975,24776,12963,25913,4921,6506,13359,11716,5735,2022
"Savannah, GA Metro Area",178151,3498,11456,23996,30164,23571,14565,33622,6963,5866,15317,5900,3233,2022
"Scranton--Wilkes-Barre, PA Metro Area",243628,9356,27269,41456,42684,41076,18482,27528,5769,6570,9493,7623,6322,2022
"Searcy, AR Micro Area",31166,2156,3765,6707,3997,3085,1736,2142,863,1375,2207,2718,415,2022
"Seattle-Tacoma-Bellevue, WA Metro Area",1586303,33886,112045,180714,214975,216698,126118,248619,61845,81378,157306,111752,40967,2022
"Sebastian-Vero Beach, FL Metro Area",56114,1355,4483,8676,12969,10690,3234,6207,344,776,2247,3051,2082,2022
"Sebring-Avon Park, FL Metro Area",34006,937,4166,7465,6810,3802,1703,2742,806,630,976,1705,2264,2022
"Seneca, SC Micro Area",30879,1404,3306,5470,5147,3260,1834,2664,1329,1565,2187,1764,949,2022
"Sevierville, TN Micro Area",48213,959,2421,5050,7659,8293,5718,5678,1715,2838,4837,2343,702,2022
"Shawnee, OK Micro Area",25121,1210,4199,4239,4084,2149,1549,1846,385,954,2412,1632,462,2022
"Sheboygan, WI Metro Area",54609,2521,11153,14438,8919,7391,2193,3629,802,1015,1106,1017,425,2022
"Shelby, NC Micro Area",38759,1265,3657,4833,6086,6986,2745,4290,672,1404,3687,2474,660,2022
"Shelton, WA Micro Area",21440,573,1447,2533,1683,2208,1446,2109,1292,1037,2435,2439,2238,2022
"Sherman-Denison, TX Metro Area",58434,2436,6860,11098,8798,6877,2668,5152,2286,1436,5244,3926,1653,2022
"Show Low, AZ Micro Area",34833,1890,6363,6090,5453,2789,787,3762,737,1338,1748,2723,1153,2022
"Shreveport-Bossier City, LA Metro Area",156578,4628,15363,23075,34674,24846,10311,23562,3578,3767,7049,4359,1366,2022
"Sierra Vista-Douglas, AZ Metro Area",39892,3531,6963,7330,8678,3666,1349,2083,709,759,1707,2338,779,2022
"Sioux City, IA-NE-SD Metro Area",70181,3854,10976,15814,15468,11707,3169,3680,1303,1194,1310,831,875,2022
"Sioux Falls, SD Metro Area",143326,5551,15643,28597,38381,26925,8022,10523,1889,1896,2602,1708,1589,2022
"Somerset, KY Micro Area",24169,1046,2998,3953,5224,2744,1362,2401,441,711,1573,564,1152,2022
"Somerset, PA Micro Area",27489,1530,2801,3072,4534,4258,1533,3314,1154,749,2236,1073,1235,2022
"South Bend-Mishawaka, IN-MI Metro Area",141333,2915,15860,23083,30341,24018,9371,16041,4674,3561,6925,2634,1910,2022
"Spartanburg, SC Metro Area",146355,1883,13290,18973,28063,27275,13413,18966,3440,5024,6768,4518,4742,2022
"Spokane-Spokane Valley, WA Metro Area",232832,6372,25765,32872,44233,42608,17180,30984,5437,5623,11230,5520,5008,2022
"Springfield, IL Metro Area",82611,1876,9001,13027,19193,15931,7459,7126,1819,1664,2666,1827,1022,2022
"Springfield, MA Metro Area",284306,8501,33065,47276,46382,47349,21673,38942,8366,7708,14681,6459,3904,2022
"Springfield, MO Metro Area",199742,7090,25471,27728,34087,34767,14341,26447,4753,5104,9937,5590,4427,2022
"Springfield, OH Metro Area",54280,3108,7640,7479,8953,8097,3870,4836,2180,2606,3861,1403,247,2022
"State College, PA Metro Area",60496,2555,8813,12710,12020,8179,2765,7460,891,1218,1996,906,983,2022
"Statesboro, GA Micro Area",34423,553,3447,7399,5376,3342,1466,2425,483,720,3686,5019,507,2022
"Staunton, VA Metro Area",55895,2519,5093,10692,7859,8437,6179,6369,1983,2544,2865,537,818,2022
"Stevens Point, WI Micro Area",32649,1489,4090,8109,5624,4029,2055,2822,984,853,973,910,711,2022
"Stillwater, OK Micro Area",34516,2253,6221,9075,4429,3551,1638,2483,374,445,1748,1777,522,2022
"Stockton, CA Metro Area",308826,7243,24977,41736,49132,42284,17722,33939,5606,6170,20585,27975,31457,2022
"Sumter, SC Metro Area",51830,879,5318,8631,11100,7100,4412,4717,728,2204,3846,2327,568,2022
"Sunbury, PA Micro Area",35678,1888,4368,5296,4610,5491,2524,5324,420,779,2267,1544,1167,2022
"Syracuse, NY Metro Area",272719,9580,34365,45460,51836,46093,20979,27019,7587,6310,11632,7829,4029,2022
"Talladega-Sylacauga, AL Micro Area",31343,382,4241,4619,4150,4967,3154,4007,585,251,2251,1498,1238,2022
"Tallahassee, FL Metro Area",170661,4518,14571,26222,30120,29327,10400,25184,4212,6384,12113,4464,3146,2022
"Tampa-St. Petersburg-Clearwater, FL Metro Area",1241779,26520,91105,143126,182762,183671,84540,187927,44060,58459,123758,84535,31316,2022
"Terre Haute, IN Metro Area",73477,3513,6915,11484,12447,11456,5682,7841,2856,1258,5185,3190,1650,2022
"Texarkana, TX-AR Metro Area",53095,2840,8828,11434,8421,6052,1900,5825,1230,971,1837,2095,1662,2022
"The Villages, FL Metro Area",29221,718,2958,5253,4491,4158,1309,3378,1339,542,2508,2245,322,2022
"Toledo, OH Metro Area",282414,8404,33003,46753,57167,50296,21782,32864,5612,5785,9848,7005,3895,2022
"Topeka, KS Metro Area",92117,4918,11762,17398,20582,12807,4252,7723,1687,2674,3113,3568,1633,2022
"Torrington, CT Micro Area",84813,3092,9055,11945,12128,11842,4993,10198,2013,4213,8448,4431,2455,2022
"Traverse City, MI Micro Area",62122,2287,5559,11053,12324,9826,4818,5876,1553,2493,3169,1760,1404,2022
"Trenton-Princeton, NJ Metro Area",150169,2614,11722,23081,27647,22035,10289,19203,4938,4792,8186,10806,4856,2022
"Truckee-Grass Valley, CA Micro Area",31330,1766,4908,7170,3865,4532,837,2360,301,485,2156,1366,1584,2022
"Tucson, AZ Metro Area",403803,11290,34605,48233,64816,71046,35105,65292,17010,14853,25556,9813,6184,2022
