Metro Area,Total,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,Year
"Longview, TX Metro Area",87184,2877,14459,15561,13086,12920,4193,12171,1577,1998,4740,1806,1796,2015
"Manitowoc, WI Micro Area",39343,2758,8435,7498,6026,4879,2069,2701,857,1229,1968,528,395,2015
"Mankato-North Mankato, MN Metro Area",51436,2387,10486,12619,11862,4855,1640,2679,499,812,1284,1145,1168,2015
"Mansfield, OH Metro Area",49912,1625,7033,9748,9576,7106,3348,4064,1119,663,1881,1793,1956,2015
"Marinette, WI-MI Micro Area",29005,2551,5229,5712,4352,3223,1438,2028,835,624,1433,724,856,2015
"Marion, IN Micro Area",28762,2204,5326,7482,4493,3899,1369,1126,97,551,735,1394,86,2015
"Longview, WA Metro Area",40390,1372,4315,7902,7462,4689,2105,2964,1082,868,2586,3553,1492,2015
"Los Angeles-Long Beach-Anaheim, CA Metro Area",5899773,72742,359912,653047,827885,853055,325472,1036409,155041,280590,599941,537179,198500,2015
"Louisville/Jefferson County, KY-IN Metro Area",586072,11967,45103,74306,100537,104482,50868,95711,21219,19737,36600,17696,7846,2015
"Lubbock, TX Metro Area",142248,5483,20782,35389,34007,21075,5146,8197,1469,1157,3906,3078,2559,2015
"Lufkin, TX Micro Area",34273,1201,6184,6889,7594,5021,1431,3561,111,668,626,317,670,2015
"Lumberton, NC Micro Area",46008,1680,4608,6731,8660,7087,2843,6186,1310,1085,2393,2131,1294,2015
"Lynchburg, VA Metro Area",112909,3113,12176,20040,19019,16601,7115,13236,3355,3735,7699,4349,2471,2015
"Macon, GA Metro Area",87499,2827,6699,11189,16370,19269,5296,11027,2242,2110,5611,2300,2559,2015
"Madera, CA Metro Area",50539,1358,4540,8321,6118,6232,2335,9808,1841,3377,3312,1750,1547,2015
"Madison, WI Metro Area",340001,11069,42677,57990,56132,53770,27574,43594,8614,10545,15651,8539,3846,2015
"Manchester-Nashua, NH Metro Area",201942,4596,18427,30824,26429,27739,10052,24470,6954,9117,18350,16992,7992,2015
"Manhattan, KS Metro Area",48302,2993,11427,12709,7198,4991,1941,2910,866,637,1325,821,484,2015
"Warsaw, IN Micro Area",35754,2329,5294,7084,6709,5178,2271,3000,639,760,1108,846,536,2015
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",3059053,39620,148044,254913,340428,366011,178436,469589,126860,183787,422734,395013,133618,2015
"Waterloo-Cedar Falls, IA Metro Area",83686,4896,16427,17018,16518,11687,4597,5626,1340,1232,1191,1740,1414,2015
"Watertown-Fort Atkinson, WI Micro Area",42573,2996,7381,5164,5308,4611,3191,4351,1676,1659,3690,1985,561,2015
"Watertown-Fort Drum, NY Metro Area",51627,4054,9770,11607,8578,7056,2373,4287,830,715,1538,462,357,2015
"Wausau, WI Metro Area",67207,3138,9427,15319,13278,10422,4316,4652,1179,1056,2450,1002,968,2015
"Weirton-Steubenville, WV-OH Metro Area",51410,2681,7471,7567,7348,6743,3275,4999,1006,1722,3853,3573,1172,2015
"Wenatchee, WA Metro Area",48683,2490,8787,9804,11539,7057,1801,3308,1010,1119,516,960,292,2015
"Wheeling, WV-OH Metro Area",58533,2702,7974,9040,13582,8206,3580,4491,1313,854,3298,1906,1587,2015
"Whitewater-Elkhorn, WI Micro Area",49357,2366,8173,7980,7127,5540,2287,4940,1434,1331,4109,3192,878,2015
"Wichita, KS Metro Area",294319,9729,38186,53039,61432,56032,20836,28286,5238,4718,8937,4294,3592,2015
"Wichita Falls, TX Metro Area",64841,3029,14068,17188,17057,6401,1135,2581,391,115,760,1188,928,2015
"Williamsport, PA Metro Area",53476,2902,9504,9442,9956,8508,2534,4538,697,838,1999,1319,1239,2015
"Wilmington, NC Metro Area",118427,3005,13693,22637,24351,20196,7629,13275,1927,2185,4789,2567,2173,2015
"Wilson, NC Micro Area",34213,1203,4794,7785,7462,4118,1512,2136,743,1480,1265,643,1072,2015
"Winchester, VA-WV Metro Area",59248,1177,5519,7940,10997,7728,2444,5892,455,1557,5699,5489,4351,2015
"Winston-Salem, NC Metro Area",276655,6039,24437,46216,53301,45078,19027,35149,9243,7640,16455,7904,6166,2015
"Wisconsin Rapids-Marshfield, WI Micro Area",34209,1739,7568,8227,5663,3566,1692,1903,732,941,814,637,727,2015
"Wooster, OH Micro Area",51975,6018,5952,7872,9702,6109,3761,5184,1341,1176,3223,1110,527,2015
"Worcester, MA-CT Metro Area",436267,9524,42957,55200,61783,57010,27868,57402,13039,19150,42778,36345,13211,2015
"Yakima, WA Metro Area",97511,5650,16819,16883,22941,13143,4892,7960,1022,1542,4055,1613,991,2015
"York-Hanover, PA Metro Area",211592,5845,21332,27865,30133,29419,17803,25202,7922,8677,17333,15203,4858,2015
"Youngstown-Warren-Boardman, OH-PA Metro Area",227685,11106,32612,38829,40685,35457,16892,18148,5255,6077,10621,7723,4280,2015
"Yuba City, CA Metro Area",61622,2706,5433,9752,10955,6317,2942,5960,1712,2260,7609,4656,1320,2015
"Yuma, AZ Metro Area",71691,3727,9880,13636,13937,12467,4512,6894,588,1766,2379,1269,636,2015
"Zanesville, OH Micro Area",37662,2076,4059,7141,5521,6359,2119,3123,705,1233,2718,2021,587,2015
