Metro Area,Total,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,Year
"Claremont-Lebanon, NH-VT Micro Area",99986,5480,14886,11497,14435,14366,5659,12128,3468,4704,7774,3289,2300,2016
"Clarksburg, WV Micro Area",37570,1192,3144,6633,7022,5668,2690,4190,1381,682,2567,1661,740,2016
"Clarksville, TN-KY Metro Area",121560,4801,11753,17271,21287,20896,6393,15478,3967,2621,8706,6244,2143,2016
"Clearlake, CA Micro Area",17486,716,1767,2139,1329,1629,1036,1725,920,1249,978,1626,2372,2016
"Cleveland, TN Metro Area",52529,1008,7257,8500,10788,6661,2616,5333,1456,2549,4131,1726,504,2016
"Cleveland-Elyria, OH Metro Area",929189,26512,81837,113494,142200,153046,80015,138676,39222,40275,67869,34799,11244,2016
"Coeur d'Alene, ID Metro Area",62380,3130,7929,9827,11973,8220,2835,7677,2523,1477,4170,1755,864,2016
"College Station-Bryan, TX Metro Area",113707,4003,16034,27741,23925,19071,6711,7526,1847,1085,2035,1902,1827,2016
"Colorado Springs, CO Metro Area",326408,9369,38150,45258,58331,59775,26181,39518,8082,9139,17011,9862,5732,2016
"Columbia, MO Metro Area",87261,2399,12299,23359,20689,11588,3586,6322,1092,1597,2808,1023,499,2016
"Columbia, SC Metro Area",371728,19886,27615,47573,61275,60749,21826,57562,15467,12088,28437,12122,7128,2016
"Columbus, GA-AL Metro Area",122968,2935,9186,23408,23730,26893,7280,12911,2765,3052,6001,2477,2330,2016
"Columbus, IN Metro Area",37810,955,7239,6924,7731,5401,2278,2270,844,1058,1426,1315,369,2016
"Columbus, OH Metro Area",965857,26021,84101,124672,160313,169216,86137,139900,30467,35170,64829,31645,13386,2016
"Concord, NH Micro Area",71045,3093,5877,9024,10553,9254,5400,9686,2726,2723,6649,3447,2613,2016
"Cookeville, TN Micro Area",46452,1695,3133,7070,6374,7972,1129,9805,915,1295,2708,2668,1688,2016
"Coos Bay, OR Micro Area",21258,2672,3573,4036,3538,2633,297,2638,213,224,501,515,418,2016
"Corning, NY Micro Area",42018,2565,6581,7785,6213,5048,3202,4107,912,882,2175,1771,777,2016
"Corpus Christi, TX Metro Area",198647,5737,22284,39572,49269,32303,8521,21028,3835,2460,7245,4398,1995,2016
"Corvallis, OR Metro Area",38741,1651,7307,9229,7695,4434,1702,2421,368,537,1693,957,747,2016
"Crestview-Fort Walton Beach-Destin, FL Metro Area",119737,4588,14352,18256,18608,14612,6965,14637,4403,3763,11652,6604,1297,2016
"Cullman, AL Micro Area",31438,963,4307,5229,4997,3342,1430,2344,530,865,3023,3140,1268,2016
"Cumberland, MD-WV Metro Area",38051,1501,4637,6675,7355,5320,1303,4130,1291,1554,1505,1254,1526,2016
"Dallas-Fort Worth-Arlington, TX Metro Area",3356103,59746,232360,377196,454958,489946,218251,582274,121274,159673,349112,237221,74092,2016
"Dalton, GA Metro Area",62273,1464,4197,8134,13045,12403,5254,9391,1892,783,3027,1573,1110,2016
"Danville, IL Metro Area",29027,1005,4954,7126,5166,3402,1385,2921,378,724,1112,504,350,2016
"Danville, VA Micro Area",42246,2371,4038,6999,8157,6702,2298,3744,645,1351,2926,1703,1312,2016
"Daphne-Fairhope-Foley, AL Metro Area",80838,862,7016,10583,11937,7745,6807,14940,2090,4471,7457,5626,1304,2016
"Davenport-Moline-Rock Island, IA-IL Metro Area",171934,7097,23768,31349,33997,26886,14323,16884,3514,3478,5475,3157,2006,2016
"Dayton, OH Metro Area",353107,12119,39912,59211,63193,61880,29696,36997,9052,10159,14018,11738,5132,2016
"Decatur, AL Metro Area",59408,2644,6623,9919,8553,7087,2822,8314,2414,2128,5268,2551,1085,2016
"Decatur, IL Metro Area",44118,2112,8102,9186,10473,6938,1613,2018,86,369,1741,1036,444,2016
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",237064,4514,20598,37444,40526,31577,10043,34464,8048,7040,20431,16295,6084,2016
"Denver-Aurora-Lakewood, CO Metro Area",1391598,25072,92467,145807,204190,219149,107471,244075,52391,64464,136313,78115,22084,2016
"Des Moines-West Des Moines, IA Metro Area",318514,12009,35106,54733,59134,60450,28642,37211,8016,7041,9646,3714,2812,2016
"Detroit-Warren-Dearborn, MI Metro Area",1892466,30120,141072,228882,288306,280196,141596,287756,74952,100199,183152,102877,33358,2016
"Dothan, AL Metro Area",57524,1250,7043,8330,11176,10025,3213,8197,1230,1550,3001,1568,941,2016
"Dover, DE Metro Area",74456,2456,6712,12588,11898,9229,4565,8926,1536,2601,5968,5483,2494,2016
"DuBois, PA Micro Area",32564,2152,5561,6094,3822,3208,1315,3094,1144,1163,2893,1374,744,2016
"Dubuque, IA Metro Area",49748,2686,9383,13337,11692,6005,1738,2091,217,329,941,393,936,2016
"Duluth, MN-WI Metro Area",128615,6150,20863,24211,21398,18235,8316,12889,2657,3333,5197,3514,1852,2016
"Dunn, NC Micro Area",54860,1336,2762,4444,6898,8656,4707,9290,1634,2581,7050,4193,1309,2016
"Durham-Chapel Hill, NC Metro Area",257294,5748,20124,38930,45948,44778,17777,34351,7430,9814,15636,12007,4751,2016
"East Stroudsburg, PA Metro Area",72128,1651,6779,8342,9128,7406,2700,8164,1788,2141,5254,8630,10145,2016
"Eau Claire, WI Metro Area",79897,3203,12027,17733,15386,10988,4943,7709,1084,1162,2320,2048,1294,2016
"El Centro, CA Metro Area",57206,1029,9047,12378,10308,9341,2804,5931,664,840,1592,1779,1493,2016
"Elizabeth City, NC Micro Area",25045,729,2210,3294,3824,2624,2075,2955,482,857,2039,2573,1383,2016
"Elizabethtown-Fort Knox, KY Metro Area",65537,2224,7901,10468,14049,8618,1935,6582,1836,1775,5602,3668,879,2016
"Elkhart-Goshen, IN Metro Area",91327,2815,11363,18074,18788,15252,5854,10890,1934,1387,2638,1604,728,2016
"Elmira, NY Metro Area",36446,1169,6261,8235,5454,5398,2371,3108,545,893,1310,946,756,2016
"El Paso, TX Metro Area",347910,7389,31336,47195,62934,66772,27942,50117,8860,12585,17524,8694,6562,2016
"Enid, OK Metro Area",28166,1127,4974,6825,7929,2795,853,1485,555,165,347,225,886,2016
"Erie, PA Metro Area",121982,4453,17929,21150,25031,20288,8376,11234,2046,2657,4539,2384,1895,2016
"Eugene, OR Metro Area",157008,5996,21498,33105,32039,24860,8722,14963,2623,2213,2624,4929,3436,2016
"Eureka-Arcata-Fortuna, CA Micro Area",56256,3078,13350,11333,8922,7566,2312,3954,435,901,1724,1832,849,2016
"Evansville, IN-KY Metro Area",150324,6389,19108,22552,28832,23017,12306,16304,3750,4890,7491,3186,2499,2016
"Fairbanks, AK Metro Area",51370,3148,7420,9960,11925,7685,3539,4733,291,779,809,649,432,2016
"Fargo, ND-MN Metro Area",129409,6211,17604,30792,34505,19395,5842,8319,859,1145,2652,1300,785,2016
"Faribault-Northfield, MN Micro Area",28264,1770,5509,4120,3737,2286,1854,2186,938,1199,3054,1176,435,2016
"Farmington, MO Micro Area",25514,1480,4346,3166,4000,3253,726,1447,302,434,1311,4026,1023,2016
"Farmington, NM Metro Area",44103,1079,5334,6975,7592,5841,2089,6761,1344,511,2924,2091,1562,2016
"Fayetteville, NC Metro Area",159542,5566,16944,22777,27546,31251,10322,23004,4289,2890,7516,4686,2751,2016
"Fayetteville-Springdale-Rogers, AR-MO Metro Area",236139,7656,28697,44668,44686,34865,18266,25177,5496,7767,10723,6180,1958,2016
"Findlay, OH Micro Area",34956,2347,7497,8655,5899,3298,1859,2141,659,710,894,894,103,2016
"Flagstaff, AZ Metro Area",58864,3499,13614,11863,12648,6205,1172,4275,558,1258,1968,1197,607,2016
"Flint, MI Metro Area",157064,2975,18325,21330,27871,24095,9478,15365,2672,5217,14273,10724,4739,2016
"Florence, SC Metro Area",85957,2004,10524,14329,16092,14196,4051,9858,3053,1924,5507,3326,1093,2016
"Florence-Muscle Shoals, AL Metro Area",60768,1428,6026,9297,9658,9586,3221,7779,1311,2139,4900,3808,1615,2016
"Fond du Lac, WI Metro Area",50666,2528,9772,10544,7254,5574,2205,5063,1381,1114,2753,1303,1175,2016
"Forest City, NC Micro Area",25228,1138,2190,4990,2960,3140,1085,2375,884,544,3722,1603,597,2016
"Fort Collins, CO Metro Area",161872,6826,20744,27238,26703,25824,12109,15731,2565,5249,8403,6557,3923,2016
"Fort Payne, AL Micro Area",28908,1624,3421,2843,3967,5322,2287,4841,897,1239,1078,1017,372,2016
"Fort Smith, AR-OK Metro Area",113357,5320,14055,21330,19413,17473,6836,13779,2177,1678,6726,2004,2566,2016
"Gallup, NM Micro Area",21259,1316,3993,4054,2986,2452,368,2322,189,539,1185,1163,692,2016
"Gettysburg, PA Metro Area",46682,1096,5331,5254,7012,6551,2907,5142,1125,1509,5544,3150,2061,2016
"Fort Wayne, IN Metro Area",195067,4543,20109,36485,36148,37971,15898,19501,5108,4168,7839,3913,3384,2016
"Frankfort, KY Micro Area",33914,1492,4661,6507,6494,2849,2200,2099,1693,1485,2870,1147,417,2016
"Fresno, CA Metro Area",365322,9051,36983,55649,75962,71097,24660,41606,5036,6737,19287,11463,7791,2016
"Gadsden, AL Metro Area",38604,524,4059,7252,7452,5081,2095,3526,521,838,2859,2712,1685,2016
"Gainesville, FL Metro Area",117557,2498,10550,15624,27276,21764,7904,15523,1716,2033,7194,2974,2501,2016
"Gainesville, GA Metro Area",87667,2230,4958,11115,15407,17729,5986,12267,1751,2102,5578,5661,2883,2016
"Glens Falls, NY Metro Area",57662,2447,7192,10629,7559,7137,2896,6525,1678,1846,5556,2559,1638,2016
"Glenwood Springs, CO Micro Area",40138,1358,6419,5083,4049,4036,2838,2990,464,1652,3987,4270,2992,2016
"Goldsboro, NC Metro Area",48039,2533,4601,8643,10432,7809,2763,3445,1778,444,2475,2106,1010,2016
"Grand Forks, ND-MN Metro Area",53172,4563,12347,14932,8996,3555,1287,2981,233,707,1308,1295,968,2016
"Grand Island, NE Metro Area",39697,3299,6610,8440,7420,5085,1640,2849,876,505,2295,160,518,2016
"Grand Junction, CO Metro Area",62685,1789,11227,15343,12347,10888,1917,3772,359,710,1315,2199,819,2016
"Grand Rapids-Wyoming, MI Metro Area",494471,16875,56781,83113,95987,85306,35616,56220,12021,13324,21088,11620,6520,2016
"Grants Pass, OR Metro Area",29384,1726,5741,6935,5611,2928,720,2165,357,105,2114,249,733,2016
"Great Falls, MT Metro Area",36880,1531,7469,10074,9511,3947,615,1951,289,372,594,409,118,2016
"Greeley, CO Metro Area",130344,3023,13934,16105,20170,14199,7792,19595,6012,5966,10252,9899,3397,2016
"Green Bay, WI Metro Area",156965,6520,21316,29453,30077,26541,8844,13132,3530,3341,8289,3676,2246,2016
"Greeneville, TN Micro Area",26468,375,3610,3347,5367,3892,3101,3116,279,782,1204,1000,395,2016
"Greenfield Town, MA Micro Area",35063,1940,3991,5093,5052,4623,1946,4415,1550,2002,2350,995,1106,2016
"Greensboro-High Point, NC Metro Area",324949,6342,31461,49116,67374,56133,27134,38773,11630,8512,17957,6042,4475,2016
"Greenville, NC Metro Area",78886,1725,10099,17780,15140,12585,3992,7276,1537,1870,3172,2746,964,2016
"Greenville-Anderson-Mauldin, SC Metro Area",388903,10925,34942,55470,72510,64068,31385,52460,12993,12597,25540,9298,6715,2016
"Greenwood, SC Micro Area",38268,2321,4976,7954,6703,4271,1741,2578,408,1301,3534,1763,718,2016
"Hattiesburg, MS Metro Area",65994,2583,7098,11966,13585,9381,3625,7397,1567,638,2149,1767,4238,2016
"Helena, MT Micro Area",36230,2555,6149,8542,9383,5082,1317,1315,423,328,543,348,245,2016
"Hermiston-Pendleton, OR Micro Area",35786,2363,6479,6299,6957,3456,2180,3151,838,620,1581,1102,760,2016
"Hickory-Lenoir-Morganton, NC Metro Area",151749,4273,15616,25001,28736,22894,12651,19400,4444,3045,8226,5029,2434,2016
"Hilo, HI Micro Area",77042,1709,9087,12764,14622,8008,3853,9073,991,2642,5302,6140,2851,2016
"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",85251,2270,11456,11610,14455,11568,3692,12802,1666,3708,5840,4324,1860,2016
"Hinesville, GA Metro Area",31664,1161,5558,5536,4000,6122,694,2856,625,761,2541,1308,502,2016
"Guayama, PR Metro Area",18979,788,1680,3141,3763,4330,1004,1246,100,348,1069,815,695,2016
"Gulfport-Biloxi-Pascagoula, MS Metro Area",168675,5740,15814,28345,27705,29816,11385,25760,3898,2949,9237,4503,3523,2016
"Hagerstown-Martinsburg, MD-WV Metro Area",113548,2776,7983,13455,19177,14338,10219,13996,3104,4626,8693,7355,7826,2016
"Hammond, LA Metro Area",53798,1189,5621,7670,8254,4462,2021,4152,2328,1360,7523,6642,2576,2016
"Hanford-Corcoran, CA Metro Area",54854,2413,9282,10745,8882,5263,2803,6585,723,2726,2680,1647,1105,2016
"Harrisburg-Carlisle, PA Metro Area",265033,6855,27982,42766,53052,42274,19116,30896,7411,7940,13062,8469,5210,2016
"Harrisonburg, VA Metro Area",60257,3047,8903,10416,13079,8701,3728,5261,1408,1652,1301,1952,809,2016
"Hartford-West Hartford-East Hartford, CT Metro Area",573791,16629,50483,88866,88261,94545,45023,80407,19133,24628,34801,19102,11913,2016
"Hobbs, NM Micro Area",25853,1102,3521,5648,6462,2366,843,1686,48,228,900,1533,1516,2016
"Holland, MI Micro Area",52946,1808,6478,7571,7952,10963,2777,6894,1246,2013,3208,1170,866,2016
"Homosassa Springs, FL Metro Area",41727,786,2688,6648,6441,6845,2586,7733,896,1987,2695,1273,1149,2016
"Hot Springs, AR Metro Area",39657,634,6814,8872,8501,4391,1167,2605,650,837,2956,1543,687,2016
"Houma-Thibodaux, LA Metro Area",84113,5345,10783,13431,16439,8332,4820,7760,1414,2230,6112,4690,2757,2016
"Houston-The Woodlands-Sugar Land, TX Metro Area",3017233,48884,193728,311777,401032,397600,185335,517355,117388,154474,351012,260599,78049,2016
"Reading, PA Metro Area",191427,4530,18820,27837,35517,28758,15684,18222,4140,8162,15239,9414,5104,2016
"Redding, CA Metro Area",67051,1761,9822,17071,15582,8907,3006,4559,471,470,1528,1755,2119,2016
"Reno, NV Metro Area",215735,6126,19399,38697,44702,41925,15958,23254,3960,4802,9027,5140,2745,2016
"Richmond, IN Micro Area",28183,1412,5766,5887,4626,3012,827,1726,495,757,1499,1602,574,2016
"Richmond, VA Metro Area",603961,9725,41854,74521,101934,113102,53094,94136,22546,21524,37087,19916,14522,2016
"Richmond-Berea, KY Micro Area",44632,1930,7403,7594,6304,4238,2121,5821,1600,1616,3665,1985,355,2016
"Riverside-San Bernardino-Ontario, CA Metro Area",1752109,29548,138987,217069,243229,230043,83465,237761,48071,69182,143954,180772,130028,2016
"Roanoke, VA Metro Area",137781,2071,9954,15367,23308,20920,6987,37799,2011,3144,8360,5193,2667,2016
"Roanoke Rapids, NC Micro Area",24419,1106,3505,4700,2882,2303,697,4737,570,1027,1309,874,709,2016
"Rochester, MN Metro Area",106683,4003,15089,23151,20832,14918,5292,10781,2238,1918,4243,2476,1742,2016
"Rochester, NY Metro Area",491911,17569,53942,79688,89539,86086,43417,53772,13857,13132,23676,10731,6502,2016
"Rockford, IL Metro Area",147475,4337,16653,26639,30373,23708,9218,13246,3178,3835,6589,5009,4690,2016
"Rocky Mount, NC Metro Area",62484,2740,6692,10454,12263,9050,3936,6970,1602,1173,2941,3740,923,2016
"Rome, GA Metro Area",39994,625,3444,6405,9801,5916,2475,4423,310,600,3732,1344,919,2016
"Roseburg, OR Micro Area",38077,1809,6661,6848,6654,6412,1852,4242,541,692,1236,696,434,2016
"Roswell, NM Micro Area",26721,1954,6214,6502,4563,3439,448,1294,197,406,327,639,738,2016
"Russellville, AR Micro Area",34855,2388,5959,5869,8794,4250,1614,2478,155,487,1008,1235,618,2016
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",948379,16222,77114,127395,148328,151486,64715,149524,31126,38913,68345,44282,30929,2016
"Saginaw, MI Metro Area",79988,2347,10382,12485,16527,11940,6192,8376,2596,2349,2857,1803,2134,2016
"St. Cloud, MN Metro Area",97309,5568,15698,18749,19510,12497,6033,7326,1448,1936,3083,3094,2367,2016
"St. George, UT Metro Area",58661,2927,10176,15541,10516,9182,2079,3986,690,868,1307,925,464,2016
"St. Joseph, MO-KS Metro Area",54482,3217,8625,12020,12541,5965,2021,4964,443,391,1926,1672,697,2016
"St. Louis, MO-IL Metro Area",1304258,28316,109237,161220,196863,213247,100413,197038,50283,58969,106614,59092,22966,2016
"Salem, OH Micro Area",43693,2000,5763,6003,6161,6253,2632,4983,1033,1428,4087,2413,937,2016
"Salem, OR Metro Area",175001,5075,17011,27836,33608,26538,9742,20132,3498,4877,13395,8866,4423,2016
"Salinas, CA Metro Area",182940,2512,16344,24158,42460,37563,12667,20050,4348,5757,8052,5107,3922,2016
"Salisbury, MD-DE Metro Area",167744,6078,20203,24805,26637,23502,10308,25797,4990,4434,10621,5931,4438,2016
"Salt Lake City, UT Metro Area",566004,11079,51139,81695,107340,105183,47613,77981,12844,18738,31272,15263,5857,2016
"San Angelo, TX Metro Area",56598,2858,11478,17287,12181,4832,1500,2293,163,189,809,985,2023,2016
"San Antonio-New Braunfels, TX Metro Area",1058898,18331,80321,124546,166081,176111,79611,174734,38147,40715,89058,47307,23936,2016
"San Diego-Carlsbad, CA Metro Area",1490686,22833,109921,195204,247810,247912,110161,232770,45297,62281,110155,74642,31700,2016
"Sandusky, OH Micro Area",31457,1396,4637,5546,5872,4962,2281,3106,469,624,1088,951,525,2016
"San Francisco-Oakland-Hayward, CA Metro Area",2180631,26611,117748,213415,268085,261090,117809,329050,77492,120025,274900,272408,101998,2016
"San Germán, PR Metro Area",32034,1214,1129,4145,4655,5822,2229,5722,689,1719,2506,700,1504,2016
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",913000,8695,55106,98518,129960,146326,62885,160462,27323,43820,83919,68910,27076,2016
"San Juan-Carolina-Caguas, PR Metro Area",682638,12278,40429,63263,100105,94716,33384,121923,15315,30620,74152,74518,21935,2016
"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",125439,5043,17362,23554,20715,19185,9326,12860,2098,3056,4391,3793,4056,2016
"Santa Cruz-Watsonville, CA Metro Area",122465,4685,14827,18888,18319,16672,4233,11096,3469,4382,11730,9371,4793,2016
"Santa Fe, NM Metro Area",64160,1813,7837,10208,11656,10159,2582,9495,1494,1553,3859,3012,492,2016
"Santa Maria-Santa Barbara, CA Metro Area",199218,6756,36903,44347,36696,25320,6377,17128,2516,4575,7846,8349,2405,2016
"Santa Rosa, CA Metro Area",230506,9874,26828,37676,36685,32536,14432,26142,5128,6974,11932,13639,8660,2016
"Savannah, GA Metro Area",174770,6587,15141,22921,27858,26989,12458,29685,5535,4222,14681,6447,2246,2016
"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",241901,10528,30449,41394,42255,36982,14979,26483,6074,7847,11472,8264,5174,2016
"Searcy, AR Micro Area",31654,714,4870,6919,5237,2133,1680,2279,360,1134,2852,2922,554,2016
"Seattle-Tacoma-Bellevue, WA Metro Area",1824275,29746,112197,183848,236626,250299,129373,279606,68326,96404,215213,160905,61732,2016
"Sebastian-Vero Beach, FL Metro Area",48849,1731,6156,9410,9948,8601,1940,3464,2636,1262,1316,1034,1351,2016
"Sebring, FL Metro Area",28611,1972,6355,6139,3723,4193,277,2743,731,252,750,975,501,2016
"Seneca, SC Micro Area",30487,536,3161,4922,6481,3098,2213,3360,886,722,2476,1360,1272,2016
"Sevierville, TN Micro Area",42579,610,3757,4222,8229,7199,2185,7355,1474,2261,2372,2112,803,2016
"Show Low, AZ Micro Area",30638,4431,7016,5470,4188,2026,709,2347,454,348,1403,1224,1022,2016
"Shreveport-Bossier City, LA Metro Area",184144,4709,22427,32708,41745,27118,12193,22345,3500,3306,7164,3777,3152,2016
"Sierra Vista-Douglas, AZ Metro Area",43313,2319,7921,7267,6821,7911,1560,3158,1132,782,2128,1613,701,2016
"Sioux City, IA-NE-SD Metro Area",81091,5968,13580,15787,15241,12272,3078,7462,1762,1127,2435,1112,1267,2016
"Sioux Falls, SD Metro Area",134069,7023,17557,25284,31105,24673,8707,10277,1225,2381,2918,1569,1350,2016
"Somerset, PA Micro Area",29285,1683,3604,4399,4771,4603,1772,3003,721,973,1561,837,1358,2016
"South Bend-Mishawaka, IN-MI Metro Area",138118,3822,11045,21159,31995,24471,10820,17072,3464,2758,6062,3033,2417,2016
"Spartanburg, SC Metro Area",143776,4419,15085,19911,26983,23339,12015,17084,3718,4688,10080,3911,2543,2016
"Shawnee, OK Micro Area",27444,1237,3887,3632,4714,2929,1271,3063,613,1559,2484,1818,237,2016
"Sheboygan, WI Metro Area",56431,2217,12050,11962,11229,7542,2440,2861,684,750,1813,2099,784,2016
"Shelby, NC Micro Area",38287,786,2674,5895,6696,6457,2723,5458,1326,1402,2800,1799,271,2016
"Sherman-Denison, TX Metro Area",55754,1987,7930,10539,10069,8270,2542,3989,1124,923,3788,3185,1408,2016
"Sunbury, PA Micro Area",40988,1657,5128,5832,6079,7854,2453,3944,1249,1644,2811,1651,686,2016
"Spokane-Spokane Valley, WA Metro Area",234361,9272,23698,34361,43977,39844,19340,30407,6319,5756,11659,5789,3939,2016
"Springfield, IL Metro Area",93308,3265,10813,16889,23679,15326,5988,8477,1022,1059,3472,1484,1834,2016
"Springfield, MA Metro Area",281325,8551,28545,43021,46846,49123,22794,35745,6258,9850,17407,8905,4280,2016
"Springfield, MO Metro Area",198767,6038,18113,31412,39377,37099,13495,26779,5208,4253,10471,3629,2893,2016
"Springfield, OH Metro Area",59043,2697,8868,9778,10821,7076,3320,5503,2758,1923,3692,2222,385,2016
"State College, PA Metro Area",70446,2537,11667,11695,15820,10839,4697,5555,1086,1269,3164,671,1446,2016
"Statesboro, GA Micro Area",31282,975,5651,6306,5297,2835,791,3145,945,899,2119,1804,515,2016
"Staunton-Waynesboro, VA Metro Area",54554,2739,5236,7444,9224,9040,4330,7965,2350,1405,3149,779,893,2016
"Stevens Point, WI Micro Area",35904,1377,7259,6592,6940,4642,1596,2871,492,1512,1505,499,619,2016
"Stillwater, OK Micro Area",34830,2681,8852,9321,5790,2713,700,1408,565,947,659,875,319,2016
"Stockton-Lodi, CA Metro Area",281185,8287,30331,37670,37881,38373,13041,32756,2235,5097,18295,29678,27541,2016
"Sumter, SC Metro Area",42941,1116,5216,9257,9555,5077,1804,2783,343,1491,3030,2749,520,2016
"Syracuse, NY Metro Area",294263,12211,32099,50278,56115,53307,22541,28489,6931,7118,13211,7935,4028,2016
"Talladega-Sylacauga, AL Micro Area",33386,1508,4510,5154,4476,4581,689,4597,1109,1134,3421,1601,606,2016
"Tallahassee, FL Metro Area",171585,3121,14589,24090,36056,29078,14768,25597,4842,4268,9737,3660,1779,2016
"Tampa-St. Petersburg-Clearwater, FL Metro Area",1266517,23810,100548,169015,183696,198475,75184,184961,44088,59422,120409,78832,28077,2016
"Terre Haute, IN Metro Area",72396,2945,8701,13788,10808,12219,3971,8277,2442,1804,3007,2733,1701,2016
"Texarkana, TX-AR Metro Area",56292,1733,7718,17118,9633,6207,2547,5407,695,1178,1696,1410,950,2016
"The Villages, FL Metro Area",21522,405,3088,3275,3500,3261,495,3222,1073,469,1810,338,586,2016
"Toledo, OH Metro Area",276715,10308,36617,42804,51504,52083,21251,27794,5960,5089,11707,7316,4282,2016
"Topeka, KS Metro Area",107367,3171,13377,21339,22402,17532,5491,10371,2485,2367,3898,3870,1064,2016
"Torrington, CT Micro Area",90843,5112,8807,11733,12080,11171,5530,9848,3742,3566,9760,6983,2511,2016
"Traverse City, MI Micro Area",65190,3092,8207,10258,10627,11565,4819,6466,1644,1885,3351,1701,1575,2016
"Trenton, NJ Metro Area",166548,4195,15597,20978,30508,26015,7820,19295,4756,4885,9904,12863,9732,2016
"Truckee-Grass Valley, CA Micro Area",35559,2294,3981,6797,6237,4722,1496,4017,245,1046,1804,2365,555,2016
"Tucson, AZ Metro Area",407052,7893,38556,51228,65961,71182,33293,62727,13282,14740,29702,11329,7159,2016
"Tullahoma-Manchester, TN Micro Area",42073,1865,5588,6961,6471,5773,2113,5100,1259,599,3443,2110,791,2016
"Tulsa, OK Metro Area",433188,11711,45779,67600,84804,77843,32649,59221,9808,9728,18059,10044,5942,2016
"Tupelo, MS Micro Area",58466,855,5417,10793,12637,7920,4344,8972,1403,1910,2067,1327,821,2016
"Tuscaloosa, AL Metro Area",100536,3333,8520,16001,17487,18503,8922,10905,1843,2974,6210,4650,1188,2016
"Twin Falls, ID Micro Area",46852,2371,9915,9910,8472,5971,2424,3547,867,251,1761,560,803,2016
"Tyler, TX Metro Area",90486,2106,9382,14122,16927,16837,5229,12175,1955,1744,5223,2723,2063,2016
"Ukiah, CA Micro Area",32828,2433,7070,7813,3914,3237,1083,3283,98,434,922,1661,880,2016
"Urban Honolulu, HI Metro Area",485066,9384,36145,55805,62980,64925,28434,88146,13153,24085,47000,41495,13514,2016
"Utica-Rome, NY Metro Area",121799,6131,18589,23889,20674,18569,7274,9989,2406,2481,6655,3508,1634,2016
