Metro Area,Total,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,Year
"Mankato, MN Metro Area",49663,3612,10877,11799,9218,5730,1963,2573,706,747,1147,826,465,2021
"Mansfield, OH Metro Area",50762,3075,7259,8656,9161,8978,2253,3611,1134,1343,936,2760,1596,2021
"Marinette, WI-MI Micro Area",27250,2137,4798,4957,4359,2077,2072,2883,596,639,1236,1089,407,2021
"Marion, IN Micro Area",25032,1482,4583,4428,4319,2987,735,1926,349,276,1840,1279,828,2021
"Marion, OH Micro Area",23386,1283,5125,4810,2216,2924,759,1990,153,656,2400,586,484,2021
"Marquette, MI Micro Area",27572,1389,6312,4450,3425,5421,1945,1892,336,156,1197,770,279,2021
"Mayagüez, PR Metro Area",25001,364,2112,4249,4674,5265,1121,3616,548,1296,798,484,474,2021
"Zanesville, OH Micro Area",36688,1337,3423,7080,6971,3607,1949,2769,1191,1360,4034,1995,972,2021
"McAllen-Edinburg-Mission, TX Metro Area",285978,11915,40059,46537,46910,47779,15993,41464,5627,7856,12608,5966,3264,2021
"Meadville, PA Micro Area",30249,2522,3534,4969,4315,3415,2020,2786,588,459,3023,1437,1181,2021
"Medford, OR Metro Area",76535,1814,9854,17462,18882,11266,2949,8641,1363,548,893,1764,1099,2021
"Memphis, TN-MS-AR Metro Area",528702,10792,45221,59689,85334,114677,38832,86970,17684,19447,30131,13108,6817,2021
"Merced, CA Metro Area",93335,3449,10825,15654,13413,9326,3981,9107,1689,2665,6087,6533,10606,2021
"Meridian, MS Micro Area",37200,1122,2512,6343,5083,8500,1573,4585,1021,809,3369,1437,846,2021
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2440654,38007,134829,250523,327450,408420,177136,448898,91507,120504,235942,155452,51986,2021
"Michigan City-La Porte, IN Metro Area",43733,1743,4522,9471,5911,5066,3205,4618,1298,1470,3459,1901,1069,2021
"Midland, MI Metro Area",29902,1290,4469,6715,5263,2269,2418,2754,739,949,1353,637,1046,2021
"Midland, TX Metro Area",81490,2432,7958,17554,18577,10405,4042,8772,1185,3134,3326,2172,1933,2021
"Milwaukee-Waukesha, WI Metro Area",633208,19838,65786,92315,113113,114888,50689,86305,19720,19219,29750,14866,6719,2021
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1430832,41864,139825,191477,246247,246211,124457,196843,48635,55594,81274,39831,18574,2021
"Minot, ND Micro Area",37545,1791,7987,10733,4401,4490,2042,2034,605,563,910,1057,932,2021
"Missoula, MT Metro Area",53476,2217,10883,11792,10241,7543,2689,4211,415,795,1713,314,663,2021
"Mobile, AL Metro Area",166040,2282,12860,16316,28290,32436,11329,26576,6683,5516,13053,7196,3503,2021
"Modesto, CA Metro Area",210481,5186,18509,29082,30025,33275,12690,25314,3866,8554,13764,11758,18458,2021
"Monroe, LA Metro Area",75029,2355,7606,13121,15793,10776,4616,7484,1083,1538,4309,4198,2150,2021
"Monroe, MI Metro Area",61160,2496,6520,6570,5932,7701,4898,9809,3137,3508,5187,4713,689,2021
"Montgomery, AL Metro Area",153012,2897,12339,22547,24980,29526,12261,24326,3452,4839,7755,3726,4364,2021
"Morehead City, NC Micro Area",25913,894,2975,2764,4918,3500,2575,2723,1079,814,2222,744,705,2021
"Morgantown, WV Metro Area",55089,2219,5829,9315,10296,7933,3356,4962,611,1619,3902,3662,1385,2021
"Morristown, TN Metro Area",52571,975,4936,6680,8218,7632,3716,6910,2654,2360,4379,3226,885,2021
"Moses Lake, WA Micro Area",40466,3149,8984,5605,6675,3916,2252,3996,547,1176,2109,1528,529,2021
"Mount Airy, NC Micro Area",29135,444,4152,4198,5467,3868,1049,2998,828,1359,2310,1618,844,2021
"Mount Vernon-Anacortes, WA Metro Area",45276,2180,5863,7637,5930,4448,2374,5477,1241,1856,3829,2584,1857,2021
"Muncie, IN Metro Area",44737,1886,8841,8347,8107,5492,1592,3366,729,888,2398,2119,972,2021
"Muskegon, MI Metro Area",66520,3112,7625,11458,14062,10083,4807,5711,1841,1648,3575,1499,1099,2021
"Muskogee, OK Micro Area",24000,1264,2584,4808,4841,3768,1161,1509,518,387,1787,1194,179,2021
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",182465,5431,13991,28351,34681,33648,13310,28224,3037,4704,8654,3599,4835,2021
"Napa, CA Metro Area",53807,1341,6228,8399,9783,5192,2324,7657,1375,2312,2683,5424,1089,2021
"Naples-Marco Island, FL Metro Area",137381,3242,9119,16275,28203,24152,7956,20413,4351,6641,9869,4699,2461,2021
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",817727,21743,73236,98348,123939,115452,61142,124631,31864,34916,78189,39976,14291,2021
"New Bern, NC Metro Area",50174,2562,5886,9616,7063,7013,1979,6819,1615,1480,3572,1754,815,2021
"New Castle, PA Micro Area",32683,1495,4879,5134,3848,3470,3583,3198,1203,1449,2897,649,878,2021
"New Haven-Milford, CT Metro Area",349887,9140,32516,47582,66458,51303,26734,47341,11285,11559,22897,13561,9511,2021
"New Orleans-Metairie, LA Metro Area",489781,14467,40561,64785,89058,72174,32104,77304,12430,16396,37160,24782,8560,2021
"New Philadelphia-Dover, OH Micro Area",39291,2244,6003,5289,7103,4658,3906,3320,933,1324,2108,1287,1116,2021
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",7057098,146018,418439,645439,784090,827424,398436,1077927,239679,382742,851388,903744,381772,2021
"Niles, MI Metro Area",60298,2248,10510,10550,11789,7456,3126,7528,584,572,2386,1444,2105,2021
"North Port-Sarasota-Bradenton, FL Metro Area",305863,4947,24739,38889,42869,58661,22863,59121,9003,10631,18507,10657,4976,2021
"North Wilkesboro, NC Micro Area",22196,1097,1479,3868,4034,3057,1188,1478,530,1005,2201,1503,756,2021
"Norwich-New London, CT Metro Area",110049,3838,11304,14168,22146,17427,8525,14110,2710,4100,5850,3544,2327,2021
"Oak Harbor, WA Micro Area",32031,1625,7755,5179,4548,3487,767,1471,481,747,2314,2055,1602,2021
"Ocala, FL Metro Area",129162,2491,10888,11028,24314,19233,11295,23768,4726,3508,9310,5375,3226,2021
"Ocean City, NJ Metro Area",36356,1116,5341,6438,7025,4358,1955,5058,332,723,1560,1561,889,2021
"Odessa, TX Metro Area",65103,1460,5425,14219,11786,9252,3232,8499,726,1649,5095,587,3173,2021
"Ogden-Clearfield, UT Metro Area",284262,10210,31641,43085,47966,49196,19714,33845,8305,9888,16273,11002,3137,2021
"Ogdensburg-Massena, NY Micro Area",38718,2968,7724,6548,5363,5704,2737,1714,870,912,1943,1171,1064,2021
"Oklahoma City, OK Metro Area",600256,13417,60243,79820,109459,108072,43855,93708,14878,18439,33264,15396,9705,2021
"Olean, NY Micro Area",29075,2529,5133,4321,3460,3191,1434,2860,1271,788,2400,1127,561,2021
"Olympia-Lacey-Tumwater, WA Metro Area",103476,3800,10275,10988,17544,13861,7176,13222,3485,4128,9332,7119,2546,2021
"Omaha-Council Bluffs, NE-IA Metro Area",416113,14551,49376,64182,81797,76274,36076,50024,9384,8160,13288,7310,5691,2021
"Opelousas, LA Micro Area",28365,1620,3353,3467,4801,3641,1715,3751,405,734,1417,1397,2064,2021
"Orangeburg, SC Micro Area",28772,1306,2720,4690,4355,2193,1096,3827,351,1318,2119,3027,1770,2021
"Orlando-Kissimmee-Sanford, FL Metro Area",1031896,14413,66094,103631,147658,156669,76062,181787,43604,59965,97285,64961,19767,2021
"Oshkosh-Neenah, WI Metro Area",78646,3107,11541,14707,18677,12027,2902,7432,1266,1792,1843,1693,1659,2021
"Ottawa, IL Micro Area",64374,3544,11945,10754,8412,6959,3693,5742,1720,1889,4557,2948,2211,2021
"Owensboro, KY Metro Area",48785,3265,8351,9192,7340,4593,1587,4666,2080,1763,2863,2087,998,2021
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",318293,8007,31023,48949,44675,39317,50897,34441,6407,12018,21575,13762,7222,2021
"Paducah, KY-IL Micro Area",36161,2079,6060,8392,5929,4154,1318,4864,871,1070,954,166,304,2021
"Palatka, FL Micro Area",19718,420,2536,2306,2334,1811,619,1843,713,734,4220,1423,759,2021
"Palm Bay-Melbourne-Titusville, FL Metro Area",229505,4173,19157,27891,43233,41785,21840,31447,5455,7895,12471,9070,5088,2021
"Panama City, FL Metro Area",78754,3271,9207,8567,16137,10168,4737,13392,3181,2261,3853,2574,1406,2021
"Parkersburg-Vienna, WV Metro Area",34935,1799,2820,5583,9014,6540,2542,2737,134,1007,1550,750,459,2021
"Pensacola-Ferry Pass-Brent, FL Metro Area",203896,5910,18676,25830,33622,27681,14836,32656,4397,8561,18212,8802,4713,2021
"Peoria, IL Metro Area",155388,7227,20466,27538,26796,21399,14278,16425,4331,3663,7778,3334,2153,2021
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",2287095,60682,186990,262456,330392,312969,165939,351449,82430,111606,232625,135898,53659,2021
"Phoenix-Mesa-Chandler, AZ Metro Area",1787166,49067,148277,219900,255810,301080,143898,271955,64683,75734,146578,80373,29811,2021
"Pine Bluff, AR Metro Area",27667,984,2678,4781,6369,2153,2540,2975,775,1036,2150,966,260,2021
"Pinehurst-Southern Pines, NC Micro Area",39414,936,5378,5282,5374,3200,2206,5392,1638,775,5866,3172,195,2021
"Pittsburgh, PA Metro Area",889849,26024,87124,108007,138448,131469,69411,120706,31878,41562,75378,42947,16895,2021
"Pittsfield, MA Metro Area",51887,2230,8664,10282,7635,6260,1803,6074,1936,996,4375,1026,606,2021
"Plattsburgh, NY Micro Area",32213,1934,5581,5833,5927,3220,1502,3461,883,1147,1301,844,580,2021
"Pocatello, ID Metro Area",37972,1865,8155,9499,8959,3206,1196,1364,105,246,1459,835,1083,2021
"Ponce, PR Metro Area",61473,551,4658,8884,13592,12630,3525,6757,576,2625,3677,2304,1694,2021
"Port Angeles, WA Micro Area",25979,1372,5591,4009,4031,3358,941,3421,465,245,1482,645,419,2021
"Portland-South Portland, ME Metro Area",220301,9479,24002,31033,32411,30561,15988,27140,8924,7366,20109,9110,4178,2021
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",899350,24987,81929,124127,152724,141894,71806,129580,29862,30215,60952,34051,17223,2021
"Port St. Lucie, FL Metro Area",184888,3246,7875,21717,27426,32876,7575,37359,3320,9035,17480,11526,5453,2021
"Portsmouth, OH Micro Area",22070,1496,3772,3592,2887,2324,2803,1789,555,572,883,637,760,2021
"Pottsville, PA Micro Area",53799,2934,6512,7101,7032,9120,3339,4559,1657,2402,3829,3615,1699,2021
"Poughkeepsie-Newburgh-Middletown, NY Metro Area",273426,8312,26092,37272,41458,28550,14856,27693,8812,13493,25595,24041,17252,2021
"Prescott Valley-Prescott, AZ Metro Area",81301,3973,11565,14923,12156,12463,5980,10667,1330,1225,1128,2047,3844,2021
"Providence-Warwick, RI-MA Metro Area",684831,14983,61860,103878,110337,105585,45055,90084,21082,31323,48750,36762,15132,2021
"Provo-Orem, UT Metro Area",265938,11943,36375,45951,43873,39643,17973,27277,8300,7970,14999,8565,3069,2021
"Pueblo, CO Metro Area",62975,1238,7849,11509,12966,10662,3332,5761,1439,1565,4156,1718,780,2021
"Punta Gorda, FL Metro Area",57786,1518,5629,9615,11894,8863,2895,5464,1978,1359,4159,3222,1190,2021
"Quincy, IL-MO Micro Area",31264,1830,7025,6631,4263,2732,1627,3718,618,630,1266,668,256,2021
"Racine, WI Metro Area",82610,2371,12110,15085,11178,10235,5918,8924,3170,4495,6044,1955,1125,2021
"Raleigh-Cary, NC Metro Area",504842,11259,39366,58850,74362,74894,43887,80072,19488,25642,46196,20154,10672,2021
"Rapid City, SD Metro Area",62153,2390,9615,14086,13984,9207,3137,5040,205,706,2019,1302,462,2021
"Reading, PA Metro Area",174110,4572,17478,26808,31386,27831,12448,17584,4166,6693,12002,9710,3432,2021
"Red Bluff, CA Micro Area",23276,590,3262,5081,5861,1423,1102,2878,777,525,1148,320,309,2021
"Redding, CA Metro Area",63313,2671,10967,16075,14119,7081,2492,4336,628,715,2178,1135,916,2021
"Reno, NV Metro Area",211979,8480,19585,27907,42501,39485,16791,23696,5722,5366,14292,4608,3546,2021
"Rexburg, ID Micro Area",29628,4419,6315,6226,2333,1905,826,1684,1677,1593,1094,950,606,2021
"Richmond, IN Micro Area",25701,2065,3905,4469,5537,3450,1181,1863,342,703,855,771,560,2021
"Richmond, VA Metro Area",498169,10461,36152,61536,85120,88310,42367,77536,21487,16347,33460,16765,8628,2021
"Richmond-Berea, KY Micro Area",45510,1426,6632,7578,7967,2907,2177,5002,1527,2038,4250,2882,1124,2021
"Rio Grande City-Roma, TX Micro Area",18538,2728,2103,3662,2641,1921,346,1422,313,53,1220,1962,167,2021
"Riverside-San Bernardino-Ontario, CA Metro Area",1694146,37601,122905,202579,236404,212925,102253,230518,43395,71078,155484,173964,105040,2021
"Roanoke, VA Metro Area",124966,4947,12610,19040,21657,25156,9195,13327,3927,2495,6116,5347,1149,2021
"Roanoke Rapids, NC Micro Area",21514,2261,3563,2419,2022,3053,1056,2239,386,543,2205,921,846,2021
"Rochester, MN Metro Area",100578,5480,11526,22720,22140,11880,6151,7434,1454,1756,5795,3061,1181,2021
"Rochester, NY Metro Area",434068,17122,53282,72852,79598,77471,34525,43928,11313,10615,15758,11808,5796,2021
"Rockford, IL Metro Area",126372,2679,11546,22492,24800,23696,9230,13361,2096,1836,6386,5362,2888,2021
"Rocky Mount, NC Metro Area",57043,1927,7653,8680,11913,6857,3880,6305,1627,1587,3752,2038,824,2021
"Rome, GA Metro Area",40482,1715,4838,8965,7021,7487,1767,4005,635,521,1915,734,879,2021
"Roseburg, OR Micro Area",35014,2876,4493,6622,7585,5434,1716,3058,379,249,1460,564,578,2021
"Russellville, AR Micro Area",32651,1557,6117,4329,6538,4872,965,3363,214,175,1947,1156,1418,2021
"Sacramento-Roseville-Folsom, CA Metro Area",833130,21446,73329,106213,140680,131738,61653,123748,24303,35706,54732,29285,30297,2021
"Saginaw, MI Metro Area",68570,3116,10173,13644,10643,10302,4238,6930,1698,1306,2661,2286,1573,2021
"St. Cloud, MN Metro Area",95008,3705,14354,19035,17313,11520,6904,8434,2421,1676,3546,4074,2026,2021
"St. George, UT Metro Area",65210,2889,9119,14556,14243,10189,3908,4290,1121,341,1981,1330,1243,2021
"St. Joseph, MO-KS Metro Area",49081,3634,9858,10454,9324,4446,1456,4123,949,632,1558,2061,586,2021
"St. Louis, MO-IL Metro Area",1109252,26611,96511,140736,182176,188409,96563,156944,47697,45042,77174,35418,15971,2021
"Salem, OH Micro Area",42863,2446,6743,7586,4409,4137,3091,4008,2040,2136,4101,1801,365,2021
"Salem, OR Metro Area",159375,7077,17837,23454,29283,20833,9958,17921,4962,4577,11951,8508,3014,2021
"Salinas, CA Metro Area",161304,3008,12955,15245,24363,44254,13612,15963,5877,6553,7715,7467,4292,2021
"Salisbury, MD-DE Metro Area",159654,5490,18167,25279,25907,21772,9806,16524,6338,4829,13617,7052,4873,2021
"Salt Lake City, UT Metro Area",503020,13720,49088,81464,94619,97906,38271,58146,11723,13585,25054,13589,5855,2021
"San Angelo, TX Metro Area",51303,2067,9086,13992,13134,4151,2128,1971,1418,539,741,773,1303,2021
"San Antonio-New Braunfels, TX Metro Area",1019865,22830,82863,126705,156603,164714,82583,167903,31950,35553,82816,44500,20845,2021
"San Diego-Chula Vista-Carlsbad, CA Metro Area",1239125,21675,84299,163651,228818,232044,92638,196713,35866,46774,71878,44043,20726,2021
"Sandusky, OH Micro Area",29873,1606,5347,4176,5230,3821,2647,2598,1454,741,1011,459,783,2021
"San Francisco-Oakland-Berkeley, CA Metro Area",1493862,30357,106206,168652,222571,217944,83469,222793,53230,75739,148829,120664,43408,2021
"San Germán, PR Metro Area",30561,179,2689,5768,4338,4752,1818,3876,961,1796,1872,1184,1328,2021
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",627956,12877,43492,81174,118647,118005,48353,93306,14246,21832,40681,24877,10466,2021
"San Juan-Bayamón-Caguas, PR Metro Area",656397,15633,43319,68599,101278,107698,31791,113043,16394,37593,50805,53997,16247,2021
"San Luis Obispo-Paso Robles, CA Metro Area",102110,4672,16481,15415,15326,14280,9739,11510,2535,1977,5602,2359,2214,2021
"Santa Cruz-Watsonville, CA Metro Area",96121,2569,10621,16435,17555,15994,5204,9259,2134,2825,7736,4891,898,2021
"Santa Fe, NM Metro Area",52742,1479,8409,6555,8901,7226,2716,6676,1121,1334,4792,2556,977,2021
"Santa Maria-Santa Barbara, CA Metro Area",169152,6360,27267,42716,28349,18608,9531,14790,2264,4181,6814,6060,2212,2021
"Santa Rosa-Petaluma, CA Metro Area",184657,6706,19164,30464,26299,26946,10128,26141,3310,5216,12171,11289,6823,2021
"Savannah, GA Metro Area",176429,5233,16523,22352,25757,31523,10230,32600,5649,3559,15757,5764,1482,2021
"Scranton--Wilkes-Barre, PA Metro Area",225847,9793,25738,37770,40718,36570,14474,22267,5297,6487,12908,7900,5925,2021
"Searcy, AR Micro Area",31255,1523,6988,4777,4131,2270,1096,3631,1896,294,2268,1905,476,2021
"Seattle-Tacoma-Bellevue, WA Metro Area",1416094,33233,98643,150505,197228,206951,107692,227266,53005,68108,137703,100625,35135,2021
"Sebastian-Vero Beach, FL Metro Area",55598,505,6688,11606,11010,7822,3281,6791,924,974,2960,1402,1635,2021
"Sebring-Avon Park, FL Metro Area",30851,1541,4125,4651,6375,4788,1482,2734,1217,745,1803,1014,376,2021
"Seneca, SC Micro Area",28003,748,3627,6243,4131,2991,2013,2423,2141,889,860,967,970,2021
"Sevierville, TN Micro Area",39529,1079,2753,3964,7954,4919,1787,6247,1683,1886,3389,3391,477,2021
"Shawnee, OK Micro Area",28381,2164,3897,4759,3836,3230,1033,2497,737,1217,3055,1559,397,2021
"Sheboygan, WI Metro Area",52629,4126,9478,10559,9422,7173,2414,3316,1349,1012,1618,1352,810,2021
"Shelby, NC Micro Area",41278,1664,5198,4396,6581,7306,3248,4598,1636,1081,2454,1930,1186,2021
"Shelton, WA Micro Area",23033,927,2277,1190,1511,1353,670,3864,890,1435,5374,2387,1155,2021
"Sherman-Denison, TX Metro Area",56339,3853,6221,6847,9883,7738,2642,5600,2967,1327,4217,3579,1465,2021
"Show Low, AZ Micro Area",30607,1267,7035,4096,4487,2202,1052,3870,1006,635,1454,1874,1629,2021
"Shreveport-Bossier City, LA Metro Area",143795,3557,14832,24016,31189,24129,8575,19882,4118,2227,3685,4349,3236,2021
"Sierra Vista-Douglas, AZ Metro Area",41598,2263,7517,7143,6714,4249,1787,2643,1820,542,2102,3183,1635,2021
"Sioux City, IA-NE-SD Metro Area",70035,4136,11656,12521,17046,9909,3698,4315,1471,1794,2097,714,678,2021
"Sioux Falls, SD Metro Area",134242,6503,18226,27014,32857,22569,6009,10003,1394,1331,4525,2272,1539,2021
"Somerset, KY Micro Area",23392,1739,2308,2387,6569,2061,1290,2453,305,1562,1111,755,852,2021
"Somerset, PA Micro Area",27577,1969,4156,3185,4894,3830,1711,2837,618,324,2231,1224,598,2021
"South Bend-Mishawaka, IN-MI Metro Area",133107,4235,15616,19542,24017,21774,11014,16840,3375,5186,5591,3932,1985,2021
"Spartanburg, SC Metro Area",140691,5767,12766,16957,23972,24645,10772,19411,6101,3769,9665,3907,2959,2021
"Spokane-Spokane Valley, WA Metro Area",221133,8270,19746,32785,42994,41534,16280,30950,4156,5184,9230,6350,3654,2021
"Springfield, IL Metro Area",81899,3196,9120,13702,22233,14383,5528,5445,1691,1221,1368,2725,1287,2021
"Springfield, MA Metro Area",257600,5901,27341,37439,48420,42865,21269,32131,8049,6873,13076,7359,6877,2021
"Springfield, MO Metro Area",201013,6365,22515,29962,37989,35031,14116,24375,6599,5353,10264,4986,3458,2021
"Springfield, OH Metro Area",55284,2627,6801,8002,10773,7917,4446,5525,2033,1058,3470,1579,1053,2021
"State College, PA Metro Area",57988,1876,5970,13824,12101,7696,3333,5895,1496,1484,2047,1726,540,2021
"Statesboro, GA Micro Area",32166,962,6151,5217,4323,4025,847,1910,784,1152,1657,4473,665,2021
"Staunton, VA Metro Area",55121,1631,6428,5459,10309,9807,4622,5684,3385,2484,3792,1136,384,2021
"Stevens Point, WI Micro Area",31357,1284,7424,5696,4003,4014,1830,2422,591,913,1601,971,608,2021
"Stillwater, OK Micro Area",33746,1736,7625,9970,4866,3036,729,1851,756,670,1028,987,492,2021
"Stockton, CA Metro Area",282388,7060,22998,37613,41142,40404,12671,31961,5928,7114,20431,30519,24547,2021
"Sumter, SC Metro Area",53129,1179,3743,9556,9907,7177,2269,4486,654,2986,3557,5107,2508,2021
"Sunbury, PA Micro Area",36856,2080,4007,6043,6227,6210,1720,5221,804,411,1701,1480,952,2021
"Syracuse, NY Metro Area",260332,10485,32338,44709,53167,41578,19106,24369,6688,6020,10226,8291,3355,2021
"Talladega-Sylacauga, AL Micro Area",27023,877,3059,2818,4589,3647,1977,3089,806,505,3278,1725,653,2021
"Tallahassee, FL Metro Area",156154,3736,14639,21215,33119,26887,13357,20680,3039,4994,9920,2128,2440,2021
"Tampa-St. Petersburg-Clearwater, FL Metro Area",1191597,28556,97521,142135,183302,174560,78879,181380,45144,54303,118830,64795,22192,2021
"Terre Haute, IN Metro Area",76132,3618,9678,12902,12534,9604,4711,9363,1409,1935,4494,3282,2602,2021
"Texarkana, TX-AR Metro Area",55122,1132,6176,17116,8950,7718,1733,4647,473,1859,3042,1889,387,2021
"The Villages, FL Metro Area",24495,1075,1049,2994,3350,2300,1389,4363,507,754,2766,3188,760,2021
"Toledo, OH Metro Area",268979,9234,35966,44957,49763,43990,24275,28983,7042,4685,9507,6650,3927,2021
"Topeka, KS Metro Area",95096,5457,9589,19812,20295,14485,5282,6695,2262,2394,4296,3059,1470,2021
"Torrington, CT Micro Area",76675,4533,9471,8008,10554,9066,4750,7716,3515,4033,7039,5607,2383,2021
"Traverse City, MI Micro Area",59193,3057,6362,10027,11264,9196,3271,5463,1400,1958,3412,2185,1598,2021
"Trenton-Princeton, NJ Metro Area",128137,2671,12805,21664,26319,22193,8241,11071,3319,3423,6672,4699,5060,2021
