Metro Area,Total,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,Year
"Adrian, MI Micro Area",41580,2122,6660,6265,4002,5067,2534,4299,1281,1864,3996,2347,1143,2013
"Aguadilla-Isabela, PR Metro Area",74482,2919,9856,8935,13086,8173,4941,7417,2822,2738,7097,3776,2722,2013
"Akron, OH Metro Area",321684,8752,32881,48780,57202,51507,25812,36695,11576,14333,20056,9799,4291,2013
"Alamogordo, NM Micro Area",23638,1566,5088,4050,4346,2918,968,2038,216,174,1380,576,318,2013
"Albany, GA Metro Area",54969,1705,8322,9246,11661,9658,3183,5230,1036,1414,1017,1070,1427,2013
"Albany, OR Metro Area",45053,2953,5774,7385,5140,7065,2981,5533,1381,1473,2352,2337,679,2013
"Albany-Schenectady-Troy, NY Metro Area",406392,12113,39665,62332,73611,71539,29858,50795,11540,16938,23702,9683,4616,2013
"Albertville, AL Micro Area",35713,1353,5960,7235,6925,3649,1184,2544,959,1092,2196,1902,714,2013
"Albuquerque, NM Metro Area",380845,11109,37212,56634,66524,69040,29194,52623,9556,11860,19705,10475,6913,2013
"Alexandria, LA Metro Area",58088,1979,4696,10403,12518,8912,3910,7961,1138,959,2596,681,2335,2013
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",368513,13673,37839,53547,51195,51840,26291,44952,10423,11180,27647,26422,13504,2013
"Altoona, PA Metro Area",55471,3929,10281,11159,9435,6274,4180,3848,1038,1149,2063,1222,893,2013
"Amarillo, TX Metro Area",120417,5755,14848,30068,28095,15911,4761,9020,1788,2221,2670,4003,1277,2013
"Ames, IA Metro Area",47682,2135,9146,12700,7587,6720,1303,3763,746,667,2201,442,272,2013
"Anchorage, AK Metro Area",188815,5456,19966,38971,41184,30197,10001,14125,2221,3509,9743,7974,5468,2013
"Ann Arbor, MI Metro Area",160288,3903,14500,24821,31504,25712,12657,16842,5972,6688,10639,5676,1374,2013
"Anniston-Oxford-Jacksonville, AL Metro Area",40536,1180,4313,5734,5453,6846,2814,4804,2096,1061,3472,1914,849,2013
"Appleton, WI Metro Area",117384,5052,15603,23007,23632,19167,7368,10738,3137,2311,3441,1991,1937,2013
"Arecibo, PR Metro Area",50336,792,3221,4979,6032,9073,4231,6782,2046,2964,4390,3478,2348,2013
"Asheville, NC Metro Area",183546,6379,21819,32764,34874,32843,13532,18649,3943,4010,7167,4331,3235,2013
"Ashtabula, OH Micro Area",39382,1789,5451,5174,5186,4544,2812,4234,1262,877,3460,3438,1155,2013
"Athens, TX Micro Area",26407,1150,2715,4691,3884,2827,920,2367,930,936,2996,1477,1514,2013
"Athens-Clarke County, GA Metro Area",84849,2662,7862,15208,17454,14780,4102,9258,978,2319,4450,3628,2148,2013
"Atlanta-Sandy Springs-Roswell, GA Metro Area",2369931,41686,144359,255204,312571,360622,135252,367105,83085,111028,287536,201852,69631,2013
"Atlantic City-Hammonton, NJ Metro Area",119356,3669,13138,17734,22507,18808,7768,14580,2835,2207,5388,6678,4044,2013
"Auburn, NY Micro Area",34917,3167,5354,5216,4792,4136,2459,2707,888,1860,2078,1622,638,2013
"Auburn-Opelika, AL Metro Area",67957,1516,7852,10276,16474,9653,2689,10661,1895,1591,2589,1718,1043,2013
"Augusta-Richmond County, GA-SC Metro Area",227336,3594,16956,34016,48581,41799,15500,30570,6676,5825,13255,6716,3848,2013
"Augusta-Waterville, ME Micro Area",54183,3767,7226,7263,7685,8823,3522,5744,934,2176,3355,2861,827,2013
"Austin-Round Rock, TX Metro Area",893212,20515,68191,114629,141976,138219,58533,138864,25191,40081,81772,47989,17252,2013
"Bakersfield, CA Metro Area",307393,6776,37524,50723,61046,52341,16704,34438,3736,6005,15401,14949,7750,2013
"Baltimore-Columbia-Towson, MD Metro Area",1310551,20143,80539,132718,177853,183938,88870,205425,49197,67303,141513,112632,50420,2013
"Bangor, ME Metro Area",67440,3912,9898,13124,12565,8588,3753,5855,1142,1413,3669,1907,1614,2013
"Barnstable Town, MA Metro Area",94680,3627,10947,19308,15508,15535,3829,8794,1835,2401,4121,4705,4070,2013
"Baton Rouge, LA Metro Area",359469,7737,29524,40074,54105,61113,20913,55134,9710,12346,37537,23707,7569,2013
"Battle Creek, MI Metro Area",55981,2116,6615,11731,11923,8424,2110,4121,1419,1800,3124,1739,859,2013
"Bay City, MI Metro Area",43852,2014,6678,7112,5646,7274,4113,4546,1201,986,2327,984,971,2013
"Beaumont-Port Arthur, TX Metro Area",161037,6821,23052,22453,28400,26058,10667,23053,3501,3187,6217,4254,3374,2013
"Beaver Dam, WI Micro Area",39753,3895,6199,6429,4266,5030,2433,4503,887,1058,2623,1954,476,2013
"Beckley, WV Metro Area",42979,1647,4905,6092,8374,5619,1531,6235,771,1355,1424,4099,927,2013
"Bellingham, WA Metro Area",89709,5298,11057,18028,17456,15072,5220,7188,1281,1075,3570,1987,2477,2013
"Bend-Redmond, OR Metro Area",66928,3260,10405,18178,15559,5708,3575,4787,352,1296,2211,989,608,2013
"Billings, MT Metro Area",77339,2041,12381,16881,16354,12777,4160,5626,703,1325,1923,1958,1210,2013
"Binghamton, NY Metro Area",104916,3004,12941,22019,22857,18238,5763,9122,1724,2339,2908,2223,1778,2013
"Birmingham-Hoover, AL Metro Area",480430,9986,38713,54651,72986,77327,35284,83759,14738,19513,42929,22352,8192,2013
"Bismarck, ND Metro Area",66388,2393,11200,18281,13893,9592,1676,3512,332,419,1752,2251,1087,2013
"Blacksburg-Christiansburg-Radford, VA Metro Area",77544,4582,14573,13520,12203,9059,5250,6339,2530,1235,4220,2617,1416,2013
"Bloomington, IL Metro Area",96300,5209,17842,22390,17461,13536,3635,6734,896,1377,2748,2403,2069,2013
"Bloomington, IN Metro Area",73825,2620,13934,15856,15058,9790,3001,5374,597,1225,2659,2568,1143,2013
"Bloomsburg-Berwick, PA Metro Area",38743,1444,5401,7606,6065,5267,2467,4847,1064,1379,1993,620,590,2013
"Bluefield, WV-VA Micro Area",36797,1492,6221,7651,5755,4570,2093,2721,1297,988,1686,1413,910,2013
"Boise City, ID Metro Area",270048,8926,29022,40701,48579,50677,21728,34801,8692,8657,9992,5788,2485,2013
"Boston-Cambridge-Newton, MA-NH Metro Area",2297628,51500,175394,256087,280685,288417,144545,348557,80471,127525,260332,216945,67170,2013
"Boulder, CO Metro Area",146046,4640,16952,25628,24118,23702,9521,14253,4066,4359,10193,6142,2472,2013
"Bowling Green, KY Metro Area",72471,2973,8181,15562,15016,9846,4465,5979,1025,2356,3263,2507,1298,2013
"Bozeman, MT Micro Area",47995,2553,9720,11576,11246,5545,1731,3079,189,412,1095,512,337,2013
"Brainerd, MN Micro Area",38550,2192,6150,6588,5478,5415,2542,4280,825,908,1699,1252,1221,2013
"Branson, MO Micro Area",33785,2386,4736,3940,6832,3965,2131,3464,1222,1218,2449,1207,235,2013
"Bremerton-Silverdale, WA Metro Area",115125,3480,8184,18399,20405,16286,6509,12926,3045,3518,4800,7863,9710,2013
"Bridgeport-Stamford-Norwalk, CT Metro Area",426986,8926,39950,63678,68680,56921,18875,50240,9864,12741,31296,40507,25308,2013
"Brownsville-Harlingen, TX Metro Area",136744,4071,13428,20904,31367,27888,9801,16570,1576,3204,4062,2056,1817,2013
"Brunswick, GA Metro Area",40768,1530,5817,6698,8741,6120,1815,2848,678,289,3753,2157,322,2013
"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",512694,15193,61031,86201,94682,92131,39086,60729,15265,14186,21464,8215,4511,2013
"Burlington, NC Metro Area",65722,2016,7379,11507,13416,10430,3408,6005,2196,2099,3895,2021,1350,2013
"Burlington-South Burlington, VT Metro Area",106909,3566,12094,16195,21187,13074,7238,13901,4602,3493,7656,2875,1028,2013
"California-Lexington Park, MD Metro Area",51146,1006,5175,7047,9118,7514,2533,6309,1914,1056,2771,3620,3083,2013
"Canton-Massillon, OH Metro Area",175657,5769,23418,29577,31517,26563,11770,19889,4979,4779,7914,7012,2470,2013
"Cape Coral-Fort Myers, FL Metro Area",243223,5075,14143,29291,37410,34322,13647,49765,9365,8474,22914,12532,6285,2013
"Cape Girardeau, MO-IL Metro Area",42094,1258,6870,9066,7439,4856,2276,3689,982,1065,2321,1215,1057,2013
"Carbondale-Marion, IL Metro Area",53088,2765,9793,9216,10351,7306,2421,3873,1027,1259,1711,2296,1070,2013
"Carson City, NV Metro Area",22384,978,5493,6761,3346,1920,850,1060,363,677,380,341,215,2013
"Casper, WY Metro Area",39908,1200,6173,11205,10942,5183,784,2243,115,32,333,288,1410,2013
"Cedar Rapids, IA Metro Area",129431,4624,18841,26188,28509,15308,10196,9059,4019,3367,5102,2818,1400,2013
"Centralia, WA Micro Area",26525,870,2963,4107,4224,3827,1823,3002,1169,866,1805,943,926,2013
"Chambersburg-Waynesboro, PA Metro Area",68592,4019,7357,13342,9927,8911,3904,8863,1945,1832,3553,3052,1887,2013
"Champaign-Urbana, IL Metro Area",108199,3655,15395,26837,20099,15654,7760,7849,1893,1777,2952,2733,1595,2013
"Charleston, WV Metro Area",92605,2663,11087,14338,14754,16995,6664,11773,2145,1800,4362,4150,1874,2013
"Charleston-Mattoon, IL Micro Area",26281,4469,5334,4856,3087,2619,1363,2285,455,389,604,649,171,2013
"Charleston-North Charleston, SC Metro Area",327409,9278,27734,43359,56655,53647,22519,54496,10403,10981,24773,10581,2983,2013
"Charlotte-Concord-Gastonia, NC-SC Metro Area",1030250,22881,84338,141855,165140,158099,72330,153747,38083,43919,83859,45604,20395,2013
"Charlottesville, VA Metro Area",94111,1729,7192,15680,18176,14691,5395,11908,1814,4271,5570,4548,3137,2013
"Chattanooga, TN-GA Metro Area",231980,6634,22327,29666,41913,41061,18082,37290,7586,5198,12350,6016,3857,2013
"Cheyenne, WY Metro Area",47468,4002,8783,13942,9359,5328,1348,2115,340,148,638,883,582,2013
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",4279656,79258,304771,448423,514942,547305,259309,652897,159775,243676,511233,426572,131495,2013
"Chico, CA Metro Area",82353,3789,16677,20806,12259,6265,4884,7765,1608,1531,3332,2127,1310,2013
"Chillicothe, OH Micro Area",26737,972,3620,3522,4105,4289,1376,2298,437,1923,1453,1636,1106,2013
"Cincinnati, OH-KY-IN Metro Area",959979,25128,82185,127000,152558,162163,78075,142119,38814,37190,69561,31714,13472,2013
"Claremont-Lebanon, NH-VT Micro Area",103089,6534,15349,13847,16070,13373,6302,12796,2834,4242,7077,2688,1977,2013
"Clarksburg, WV Micro Area",36654,1361,3950,6130,5645,5359,3004,3527,1670,1446,3015,987,560,2013
"Clarksville, TN-KY Metro Area",114411,5918,13985,16953,20989,18020,9158,13260,1147,2045,6176,5606,1154,2013
"Clearlake, CA Micro Area",17049,618,2103,3006,3587,1978,520,1865,82,900,693,578,1119,2013
"Cleveland, TN Metro Area",49090,1321,5472,10142,8635,6731,2588,4688,1145,1206,4416,1696,1050,2013
"Cleveland-Elyria, OH Metro Area",914727,20184,79277,118734,139829,154038,76016,139088,36488,39502,67862,30243,13466,2013
"Coeur d'Alene, ID Metro Area",58499,3643,8510,10303,11499,6653,3240,5639,1211,1174,3374,2465,788,2013
"College Station-Bryan, TX Metro Area",105164,3746,17827,23932,24848,13679,4647,7973,842,1669,2046,2517,1438,2013
"Colorado Springs, CO Metro Area",302196,7937,27873,48390,59286,58408,22172,35920,5763,7417,14817,9079,5134,2013
"Columbia, MO Metro Area",88084,3424,14216,20492,23333,10911,3362,5907,1759,941,2197,1060,482,2013
"Columbia, SC Metro Area",353776,19457,27989,42684,54800,64066,26714,58949,11026,10651,19885,11043,6512,2013
"Columbus, GA-AL Metro Area",119764,4982,12293,19003,25057,19230,9013,16012,2897,2192,5420,1166,2499,2013
"Columbus, IN Metro Area",36247,356,3937,9115,9575,5710,1708,2331,1097,95,974,998,351,2013
"Columbus, OH Metro Area",914761,22513,76423,124434,161657,169335,80930,129700,28230,31576,51434,27813,10716,2013
"Concord, NH Micro Area",70549,2264,7509,10455,10586,9109,4410,10125,2580,2751,5789,2959,2012,2013
"Cookeville, TN Micro Area",41690,1743,3664,6508,5396,7629,1554,8109,594,537,3337,1795,824,2013
"Coos Bay, OR Micro Area",22235,1803,4966,3862,4418,1673,885,1741,270,678,307,899,733,2013
"Corning, NY Micro Area",41132,2782,6613,6951,4985,6004,3173,3747,964,1039,2115,2067,692,2013
"Corpus Christi, TX Metro Area",197217,5289,29930,37090,41856,27917,8991,24499,3150,2887,8725,3670,3213,2013
"Corvallis, OR Metro Area",35337,1203,5609,7399,7331,4009,1567,2894,479,680,1734,1647,785,2013
"Crestview-Fort Walton Beach-Destin, FL Metro Area",109254,4131,16539,14434,16853,14617,7347,13623,4852,3940,6081,4898,1939,2013
"Cullman, AL Micro Area",31255,3062,2976,5031,4110,3307,953,3761,304,985,2833,3140,793,2013
"Cumberland, MD-WV Metro Area",37943,1998,5056,5887,6818,7216,2195,3422,739,634,1827,1318,833,2013
"Dallas-Fort Worth-Arlington, TX Metro Area",3112015,58981,241245,376280,445923,444906,210899,525926,101036,139656,316867,191046,59250,2013
"Dalton, GA Metro Area",59162,1171,3208,7244,13499,15335,5004,6874,1517,2303,1210,1387,410,2013
"Danville, IL Metro Area",32318,1223,4226,7402,6482,3916,1565,3339,569,627,1766,405,798,2013
"Danville, VA Micro Area",40927,1266,5394,6603,8230,6560,2571,3897,923,1410,1895,1414,764,2013
"Daphne-Fairhope-Foley, AL Metro Area",81768,1862,6635,12988,13501,9794,5361,12060,1879,2317,10165,3732,1474,2013
"Davenport-Moline-Rock Island, IA-IL Metro Area",175932,7235,23320,31163,34548,31709,11889,17823,2647,2670,7545,3785,1598,2013
"Dayton, OH Metro Area",345966,10608,40588,58019,62028,66913,26061,39875,7405,8228,13629,7807,4805,2013
"Decatur, AL Metro Area",60831,1468,5550,8812,10696,6794,3743,9076,2110,2715,7161,1731,975,2013
"Decatur, IL Metro Area",47408,1201,8060,10338,10603,8712,2044,2199,355,418,1771,960,747,2013
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",215680,4432,18977,34777,35523,39123,16197,25170,6034,6893,12345,13011,3198,2013
"Denver-Aurora-Lakewood, CO Metro Area",1266595,21884,90160,141109,185578,206443,94304,212049,46476,63345,115257,63905,26085,2013
"Des Moines-West Des Moines, IA Metro Area",304593,10486,37317,49075,61877,54294,26177,36284,6427,5343,9994,3957,3362,2013
"Detroit-Warren-Dearborn, MI Metro Area",1799262,36879,146779,216886,269945,278468,141880,272420,75262,83679,159540,82435,35089,2013
"Dothan, AL Metro Area",59628,1530,6689,8845,11516,9266,2299,11042,1412,800,3581,1456,1192,2013
"Dover, DE Metro Area",72997,2535,6884,14481,11204,9536,3578,5650,2450,1978,5832,5565,3304,2013
"DuBois, PA Micro Area",30696,1832,4479,4358,3920,2971,1896,3633,568,1243,2456,2043,1297,2013
"Dubuque, IA Metro Area",47646,2177,8888,12738,8607,6015,1499,3996,478,423,1092,926,807,2013
"Duluth, MN-WI Metro Area",128465,7384,19810,24362,22422,18341,7657,11728,2946,3635,5447,2843,1890,2013
"Dunn, NC Micro Area",47570,1271,4215,4553,5990,6538,4099,7104,2567,1880,5965,2377,1011,2013
"Durham-Chapel Hill, NC Metro Area",238824,5361,20963,38883,49466,38866,15140,30840,6488,7558,14108,7716,3435,2013
"East Stroudsburg, PA Metro Area",72465,2411,6416,9692,7547,8016,4169,7912,1701,2491,5817,7557,8736,2013
"Eau Claire, WI Metro Area",78615,3262,14745,16243,15345,9642,4498,6332,1305,1131,2623,1905,1584,2013
"El Centro, CA Metro Area",55949,2460,10274,11366,8744,9108,3348,6026,603,1227,872,806,1115,2013
"Elizabeth City, NC Micro Area",25115,1537,2491,3828,4171,3296,735,3030,216,600,1735,2271,1205,2013
"Elizabethtown-Fort Knox, KY Metro Area",65479,2164,8975,11026,10689,9689,3821,6964,2176,1769,4334,2649,1223,2013
"Elkhart-Goshen, IN Metro Area",89434,4666,11807,14363,19014,14444,8732,7955,1756,1426,3370,1055,846,2013
"Elmira, NY Metro Area",36750,1625,6372,7322,7315,4753,2147,3176,408,813,1266,957,596,2013
"El Paso, TX Metro Area",329138,5584,26072,49532,62924,66179,23944,53706,6474,8981,12123,8105,5514,2013
"Erie, PA Metro Area",122812,5681,17341,25798,21806,21210,7772,11794,2047,2209,3610,2476,1068,2013
"Eugene, OR Metro Area",144478,5517,16714,30646,33705,23595,8778,11591,1820,2833,3054,4603,1622,2013
"Eureka-Arcata-Fortuna, CA Micro Area",51034,2889,9938,12843,8191,6282,2528,4408,490,605,945,1372,543,2013
"Evansville, IN-KY Metro Area",137541,2400,15159,25469,30004,25845,8528,15580,2369,1971,5145,3180,1891,2013
"Fairbanks, AK Metro Area",49101,1835,6125,11689,11206,8313,2239,4123,830,312,865,178,1386,2013
"Fargo, ND-MN Metro Area",119700,5517,19237,30314,29259,16279,4448,6815,1201,1232,2058,2632,708,2013
"Faribault-Northfield, MN Micro Area",29192,1423,5854,5441,3159,3824,1079,1939,688,1117,2516,2018,134,2013
"Farmington, MO Micro Area",23345,881,2934,3940,4313,2302,1178,1807,525,459,1194,2496,1316,2013
"Farmington, NM Metro Area",48429,2183,7521,7056,8867,5626,1333,7537,657,1173,1579,3235,1662,2013
"Fayetteville, NC Metro Area",155747,5413,13802,23662,35022,30092,9628,21358,2825,2346,6074,3738,1787,2013
"Fayetteville-Springdale-Rogers, AR-MO Metro Area",215507,8614,25179,37744,42331,34260,13538,25176,5857,5820,11275,3339,2374,2013
"Findlay, OH Micro Area",34812,1644,8400,8329,5828,4097,1440,1591,712,763,590,1070,348,2013
"Flagstaff, AZ Metro Area",61099,4255,12472,14200,11785,5498,1891,3875,724,1026,2672,1120,1581,2013
"Flint, MI Metro Area",153047,4108,17763,23123,25867,27189,8768,12462,3809,3570,12072,10981,3335,2013
"Florence, SC Metro Area",78531,2120,9979,10702,14436,12766,5430,9772,1264,1271,5908,1629,3254,2013
"Florence-Muscle Shoals, AL Metro Area",60592,1538,7401,12081,9741,8612,3140,6237,1821,1584,4421,2598,1418,2013
"Fond du Lac, WI Metro Area",50158,2408,8027,10661,7851,5771,3534,4897,1659,844,1928,1622,956,2013
"Forest City, NC Micro Area",23895,295,2364,4927,3679,3531,720,2923,294,1018,1987,1644,513,2013
"Fort Collins, CO Metro Area",146950,5869,16939,30012,27838,22712,8509,11700,3143,3556,7707,7279,1686,2013
"Fort Smith, AR-OK Metro Area",107680,6424,12487,18204,22632,15019,6013,14710,1014,2396,5456,2009,1316,2013
"Fort Wayne, IN Metro Area",188400,6828,19592,30813,35470,39590,16366,19761,2596,3374,8247,2934,2829,2013
"Frankfort, KY Micro Area",30432,472,5987,5227,6274,3667,1699,2559,384,568,1813,1382,400,2013
"Fresno, CA Metro Area",345222,10934,32122,51396,85727,60883,21447,38158,5052,7786,14344,10833,6540,2013
"Gadsden, AL Metro Area",37687,650,3778,7414,7646,6580,1481,3849,711,907,1362,2322,987,2013
"Gainesville, FL Metro Area",114353,2989,12183,20033,26941,19722,6777,14368,1480,2349,4068,2437,1006,2013
"Gainesville, GA Metro Area",81007,1027,6967,11286,15030,14025,4831,10481,2391,1961,5494,4983,2531,2013
"Gallup, NM Micro Area",18076,1400,2227,3248,3405,1326,167,2087,203,334,1686,1522,471,2013
"Gettysburg, PA Metro Area",47462,2203,4792,6431,8068,6413,2412,5229,1126,1409,4420,2642,2317,2013
"Glens Falls, NY Metro Area",57587,3484,7377,9063,9576,6641,4111,5727,1486,2538,2682,3921,981,2013
"Glenwood Springs, CO Micro Area",32662,2057,6593,4382,4552,4155,1840,2695,302,837,2234,2299,716,2013
"Goldsboro, NC Metro Area",51753,2280,5550,10482,10180,8366,3706,5237,1090,1159,1807,1472,424,2013
"Grand Forks, ND-MN Metro Area",51136,4206,11362,12608,10153,4913,1576,2784,351,1049,1025,589,520,2013
"Grand Island, NE Metro Area",40551,3416,7730,10124,7385,3823,1914,1983,724,716,1008,599,1129,2013
"Grand Junction, CO Metro Area",62075,1135,10804,15815,14167,8381,2115,4289,511,191,1463,884,2320,2013
"Grand Rapids-Wyoming, MI Metro Area",456588,15102,53776,71797,85198,77221,32795,51268,11409,13582,24171,12457,7812,2013
"Grants Pass, OR Metro Area",24990,973,4329,6306,3553,2506,703,1728,725,1444,1949,293,481,2013
"Great Falls, MT Metro Area",38829,1624,8457,9982,9024,4608,939,2134,393,469,466,350,383,2013
"Greeley, CO Metro Area",117516,4523,14074,14254,18639,14815,6397,15092,4405,5275,11116,6944,1982,2013
"Green Bay, WI Metro Area",148458,5785,19101,30507,30323,25032,7287,13163,2685,3926,6290,2825,1534,2013
"Greeneville, TN Micro Area",25615,437,3290,3867,5047,3503,1276,2757,506,567,2230,1854,281,2013
"Greenfield Town, MA Micro Area",35024,2086,4136,4985,5144,4337,1699,4397,1745,1467,2822,1248,958,2013
"Greensboro-High Point, NC Metro Area",311839,6122,28181,61619,60249,50919,26048,36575,8568,7689,13133,5736,7000,2013
"Greenville, NC Metro Area",76884,2235,10850,17379,19094,9316,2091,8673,1148,1245,2475,1723,655,2013
"Greenville-Anderson-Mauldin, SC Metro Area",357877,8578,37855,57267,69167,63462,24854,49176,10199,10183,16527,6158,4451,2013
"Greenwood, SC Micro Area",34968,1784,4426,7257,4334,4414,1745,3579,972,406,3659,1734,658,2013
"Guayama, PR Metro Area",15200,274,1018,938,3769,3687,605,2549,0,561,386,869,544,2013
"Gulfport-Biloxi-Pascagoula, MS Metro Area",161102,6966,19134,24465,29934,25803,6532,21096,4634,3338,8828,6667,3705,2013
"Hagerstown-Martinsburg, MD-WV Metro Area",111206,3931,10413,14830,17069,14772,8145,12007,2863,3436,8188,7239,8313,2013
"Hammond, LA Metro Area",50381,1712,4034,9127,7632,5713,2457,4608,881,1155,5792,5041,2229,2013
"Hanford-Corcoran, CA Metro Area",52391,2358,8600,11399,8098,5586,2729,4717,1168,1929,2921,2079,807,2013
"Harrisburg-Carlisle, PA Metro Area",263859,8832,32016,44686,45110,48221,15557,27171,6389,6412,18103,6926,4436,2013
"Harrisonburg, VA Metro Area",59186,2491,10513,12739,10491,7888,3777,6050,853,919,1734,707,1024,2013
"Hartford-West Hartford-East Hartford, CT Metro Area",563761,15986,53042,83181,94198,96419,40748,78050,17490,22957,34391,19365,7934,2013
"Hattiesburg, MS Metro Area",63533,1907,9295,12861,12239,9016,2692,6785,1377,1839,2107,1364,2051,2013
"Helena, MT Micro Area",36956,2121,5729,8346,7824,5298,1633,3119,172,647,825,706,536,2013
"Hermiston-Pendleton, OR Micro Area",34010,3179,6607,7725,3707,5086,1400,2622,1331,793,845,570,145,2013
"Hickory-Lenoir-Morganton, NC Metro Area",142192,4597,15883,27028,27991,22258,7196,16552,2375,3367,6430,5541,2974,2013
"Hilo, HI Micro Area",71974,2420,8301,9163,11255,9502,2342,12112,978,1536,5970,4434,3961,2013
"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",83609,2385,10740,15681,12704,11625,4400,11595,2066,2325,4878,4106,1104,2013
"Hinesville, GA Metro Area",33573,1046,5188,6801,5794,4365,1886,2028,696,610,2436,1256,1467,2013
"Hobbs, NM Micro Area",27830,1487,3820,7482,5758,2922,1245,1825,131,119,583,1523,935,2013
"Holland, MI Micro Area",49284,1898,5488,6329,5660,6606,4673,6972,2990,2728,3630,1209,1101,2013
"Homosassa Springs, FL Metro Area",39911,358,5275,5545,6356,4752,2790,6377,1569,830,3092,1610,1357,2013
"Hot Springs, AR Metro Area",35933,802,5048,6022,7456,5481,2141,2100,260,608,2546,1979,1490,2013
"Houma-Thibodaux, LA Metro Area",87384,3486,10645,15156,15395,8883,4574,10450,2430,3171,6925,2716,3553,2013
"Houston-The Woodlands-Sugar Land, TX Metro Area",2834241,49080,188240,305663,393492,404465,166750,491911,89581,126389,315025,238870,64775,2013
"Huntington-Ashland, WV-KY-OH Metro Area",135531,4828,16567,20400,22693,24212,8670,13659,4132,4104,8458,3894,3914,2013
"Huntsville, AL Metro Area",194117,4495,18971,27215,35443,38782,16629,28121,5408,4369,8326,3940,2418,2013
"Huntsville, TX Micro Area",24924,647,2335,3555,4189,4025,749,3828,177,812,2146,1775,686,2013
"Hutchinson, KS Micro Area",27913,1537,5651,6618,5432,3055,1543,1548,386,325,768,790,260,2013
"Idaho Falls, ID Metro Area",54067,1896,8637,11860,11825,6960,2286,3715,864,530,2161,2114,1219,2013
"Indiana, PA Micro Area",35756,1434,6787,5424,5100,5399,2351,3520,610,1013,1696,1382,1040,2013
"Indianapolis-Carmel-Anderson, IN Metro Area",883611,24923,85379,106943,133961,145155,71172,133041,38238,39270,62781,31665,11083,2013
"Iowa City, IA Metro Area",84549,5279,10890,14545,17087,14509,4883,9642,1744,2054,1799,1418,699,2013
"Ithaca, NY Metro Area",47103,2721,7710,7435,10752,8409,1956,4795,381,448,1393,661,442,2013
"Jackson, MI Metro Area",62345,1712,9715,9874,11170,8958,3142,5787,1443,1655,4716,3007,1166,2013
"Jackson, MS Metro Area",240460,5286,22100,32271,38575,44042,17169,40480,5183,5903,19676,5957,3818,2013
"Jackson, TN Metro Area",51065,1219,6346,12939,11363,6645,2142,4956,668,961,1529,1747,550,2013
"Jacksonville, FL Metro Area",598160,8077,48857,69157,85966,115395,45765,100602,20444,19648,47944,24497,11808,2013
"Jacksonville, NC Metro Area",85690,4058,8798,10307,13213,15577,4901,13241,1387,2169,6193,3608,2238,2013
"Jamestown-Dunkirk-Fredonia, NY Micro Area",53547,4214,12398,10577,9182,4596,2058,4089,733,851,2441,1741,667,2013
"Janesville-Beloit, WI Metro Area",69871,1972,9468,13547,11280,9564,4222,5980,2144,2185,5588,3092,829,2013
"Jefferson City, MO Metro Area",62688,2621,8777,12189,12089,9177,3064,6743,686,1737,3446,1109,1050,2013
"Johnson City, TN Metro Area",85900,2869,11981,12671,15411,14734,7282,8370,2386,2285,4981,1475,1455,2013
"Johnstown, PA Metro Area",56593,3318,7660,10748,7734,8336,3329,5306,1272,1753,3744,1855,1538,2013
"Jonesboro, AR Metro Area",51875,1699,8712,10570,11687,6406,2363,5198,624,472,1508,1930,706,2013
"Joplin, MO Metro Area",75523,2610,11138,13954,13079,12495,5353,8403,2048,1611,2189,1853,790,2013
"Kahului-Wailuku-Lahaina, HI Metro Area",77639,4196,10834,14884,12307,9005,4028,9003,2411,1813,5972,2793,393,2013
"Kalamazoo-Portage, MI Metro Area",145386,5627,17385,25182,31026,24494,8895,13819,3455,4230,5736,3309,2228,2013
"Kalispell, MT Micro Area",42876,3017,7309,8267,6579,5703,3025,5477,244,528,1453,462,812,2013
"Kankakee, IL Metro Area",47966,2182,6577,8549,7806,6819,1463,5199,1452,517,4350,1424,1628,2013
"Kansas City, MO-KS Metro Area",964004,25837,102666,134662,164736,159122,75465,144347,31937,30845,59908,22690,11789,2013
"Kapaa, HI Micro Area",31266,792,4014,4416,5024,5417,1447,5640,722,686,1881,880,347,2013
"Keene, NH Micro Area",34688,1272,5968,6108,5133,4360,1618,4027,1083,812,2046,1095,1166,2013
"Kennewick-Richland, WA Metro Area",112286,4047,16073,17714,23475,18916,5221,10100,3066,3008,5274,4323,1069,2013
"Key West, FL Micro Area",33685,2360,7065,8663,5318,2931,396,2178,295,1321,1446,1152,560,2013
"Killeen-Temple, TX Metro Area",175968,6644,27378,31991,37859,24892,8978,15569,2882,4300,9811,4241,1423,2013
"Kingsport-Bristol-Bristol, TN-VA Metro Area",119309,5311,11652,21091,21218,15125,9105,17703,3017,2078,7283,3105,2621,2013
"Kingston, NY Metro Area",78520,2879,8464,10935,10490,12381,5330,9257,2222,3151,4460,4330,4621,2013
